internal_id,source_db,source_query_id,source_query_label,doi,title,authors,year,abstract,venue,doc_type,keywords,url,publisher,abstract_source,abstract_match_type,ta_decision,ta_rationale,ta_matched_ic,ta_matched_ec,ta_evidence_tags,ta_software_context,ta_stochastic_method,ta_forecast_target,ta_process_data_source,ta_confidence,ta_evidence_status,ta_manual_review_required,ta_screened_at,ta_batch_id,ft_priority_score,ft_priority_rank,ft_priority_band,ft_oa_url,ft_decision,ft_rationale,ft_matched_ic,ft_matched_ec,ft_evidence_tags,ft_software_context,ft_stochastic_method,ft_forecast_target,ft_process_data_source,ft_confidence,ft_evidence_status,ft_manual_review_required,ft_screened_at,ft_screened_by,ft_batch_id
,scopus,scopus_principal,Principal,10.1109/ICSEA.2010.79,Predicting data access patterns in object-oriented applications based on Markov chains,Garbatov S.,2010,"This work aims to create an innovative system for analyzing and predicting the behaviour of object-oriented applications, with respect to the domain objects they manipulate, based on Markov Chains. The results are validated by the execution of the TPC-W and oo7 benchmarks. The oo7 benchmark has been modelled as a stochastic process through Monte Carlo simulations. The system is sufficiently flexible to be applied to a broad spectrum of object-oriented applications. The results are precise, regarding the observed behaviour, and the overheads introduced by the data acquisition are low.",Proceedings 5th International Conference on Software Engineering Advances Icsea 2010,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-78649811961,,,,maybe,"Título menciona Markov chains (potencial IC2) aplicado a aplicações orientadas a objetos, mas sem abstract não é claro se aborda processos de desenvolvimento de SW ou apenas padrões de acesso em tempo de execução. Risco de ser EC2 (SW como ferramenta/implementação, não processo).",,,,,,,,,,,2026-04-12T20:10:37.857356+00:00,msgbatch_01WubbEWrx98tudf2aLE6X3r,61,617,C,,exclude,"O paper aborda predição de padrões de acesso a dados em aplicações orientadas a objetos usando Markov chains e Monte Carlo, focando em comportamento em tempo de execução e desempenho. Não há evidência de aplicação a processos de desenvolvimento de software (IC1, IC3, IC4 não se aplicam). A modelagem estocástica (IC2) é usada para prever padrões de acesso de dados, não para modelar ou melhorar processos de desenvolvimento. Enquadra-se em EC2: software (aplicações OO) é a ferramenta/sistema sendo ",,EC2,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1191/1471082X05st087oa,Software reliability modelling and prediction with hidden Markov chains,Durand J.B.,2005,"The purpose of this paper is to use the framework of hidden Markov chains (HMCs) for the modelling of the failure and debugging process of software, and the prediction of software reliability. The model parameters are estimated using the forward-backward expectation maximization algorithm, and model selection is done with the Bayesian information criterion. The advantages and drawbacks of this approach, with respect to usual modelling, are analysed. Comparison is also done on real software failure data. The main contribution of HMC modelling is that it highlights the existence of homogeneous periods in the debugging process, which allow one to identify major corrections or version updates. In terms of reliability predictions, the HMC model performs well, on average, with respect to usual models, especially when the reliability is not regularly growing.",Statistical Modelling,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-17444410780,,,,maybe,"Título sugere modelagem estocástica (Hidden Markov Chains) aplicada a software reliability, o que poderia atender IC2. Porém, sem abstract não é possível confirmar se trata de processos de desenvolvimento de SW (escopo PATHCAST) ou apenas confiabilidade de código/sistema. Ambiguidade crítica entre 'processo de SW' vs 'software como produto'.",,,,,,,,,,,2026-04-12T20:03:59.736124+00:00,msgbatch_01Bi2vvN8phka4m2zJ3y8JSf,66,315,C,http://www-lmc.imag.fr/SMS/ftp/DurGau03.pdf,exclude,"O paper modela a confiabilidade e predição de falhas de software usando Hidden Markov Chains, focando em processos de debugging e falhas de código/sistema. Não aborda processos de desenvolvimento de software (workflow, commits, issues, CI/CD) nem minera repositórios ou event logs de processos de SE. Trata-se de modelagem estocástica aplicada a software como produto (reliability), não a processos de desenvolvimento. Portanto, nenhum IC é claramente atendido.",,EC1,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),10.1109/WSC.2017.8247894,A hybrid process-mining approach for simulation modeling,Abohamad W.,2017,This paper presents a hybrid Modeling and Simulation framework to address business process challenges. The framework has integrated process mining techniques in the conceptual modeling phase to support developing simulation models that are unbiased and close reflection of reality in a timely manner. The hybrid approach overcomes the pitfalls of traditional conceptual modeling by using process mining techniques to discover valuable process knowledge from the analysis of event logs. The proposed hybrid framework has been applied to an Emergency Department (ED) in order to identify performance bottlenecks and explore improvement strategies in an attempt to meet national performance targets. A large number of unique process flows (i.e. patient pathways) within the ED were uncovered and deviations from process guidelines were accurately identified. Results show that unblocking of ED outflows have a significant impact on patients length of stay (over 80% improvement) rather than increasing the ED physical capacity.,Proceedings Winter Simulation Conference,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85044525177,,,,maybe,"Título sugere abordagem híbrida de process mining para simulação, potencialmente relevante para IC2 (modelagem estocástica) ou IC1 (process mining), mas sem resumo disponível não há como confirmar se aplica-se especificamente a processos de software ou a domínios genéricos (manufatura, BPM geral, saúde). A avaliação completa requer leitura do artigo.",,,,,,,,,,,2026-04-12T20:13:11.235489+00:00,msgbatch_014epxmAhDxpMiXrt3wqCGFY,62,469,C,,exclude,"O paper aplica process mining e simulação, mas a aplicação é exclusivamente a um domínio de saúde (Emergency Department), não a processos de desenvolvimento de software. Atende a EC1 (domínio fora de SW) sem qualquer evidência de aplicação a artefatos ou processos de SW (commits, issues, CI/CD, repositórios).",,EC1,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_principal,Principal,10.18293/SEKE2021-075,Remaining activity sequence prediction for ongoing process instances,Sun X.,2021,"Remaining activity sequence prediction (i.e. activity suffix prediction) aims at recommending the most likely future behaviors for ongoing process instances (i.e. traces), which enables process managers to rationally allocate resources and detect process deviations in advance. Recently, techniques of neural networks have found promising applications in activity suffix prediction by training a prediction model for next activity and iteratively performing the model to achieve the whole sequence prediction. However, the iterative prediction accumulates the deviations of each iteration and the result also lacks interpretability. In this paper, we propose a novel method to predict activity suffixes from the perspective of control flow and data flow for ongoing traces, where process discovery and trace replay techniques are employed to simulate executions of traces under real conditions and Long Short-Term Memory (LSTM) is applied to characterize the correlation between executed information and future execution. Sequence matching between historical prefix traces and ongoing traces is performed based on the above information to select the optimal-matched (i.e. most similar) activity suffix for ongoing process instances. Experiments on real-life datasets demonstrate that the proposed method outperforms other methods.",Proceedings of the International Conference on Software Engineering and Knowledge Engineering Seke,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85114277852,,,,include,"O artigo aplica process mining (descoberta de processo, trace replay) e técnicas de aprendizado profundo (LSTM) para prever sequências de atividades futuras em instâncias de processo em andamento. Embora não mencione explicitamente software engineering como domínio de aplicação, a metodologia de predição de sufixo de atividades é uma técnica central em process mining aplicada a processos, e o venue (SEKE) sugere contextualização em engenharia de software. Atende IC3 (forecasting de comportamento",IC3,,,,,,,,,,2026-04-12T20:03:59.736124+00:00,msgbatch_01Bi2vvN8phka4m2zJ3y8JSf,123,74,A,https://doi.org/10.18293/seke2021-075,exclude,"Embora o artigo trate de process mining (descoberta e trace replay) e predição (LSTM para sequências futuras), o resumo não deixa claro que o método é aplicado especificamente a processos de desenvolvimento de software (SW). A predição de sufixos de atividades é genérica a qualquer processo; sem evidência de aplicação a artefatos de SW (commits, issues, PR, CI/CD) ou domínio de SE explícito, o artigo atende apenas a abstrações de process mining descontextualizadas de SW. O venue SEKE não é sufic",,EC1|EC3,,,,,,,,,2026-04-12T21:13:39.514577+00:00,llm,msgbatch_0118tBZ4cKzvEAFGN35fnYSf
,scopus,scopus_principal,Principal,10.5220/0004896402040211,Process discovery: Automated approach for block discovery,Boushaba S.,2014,"Process mining is a set of techniques helping enterprises to avoid process modeling which is a time-consuming and error prone task. Process mining includes three topics: process discovery, conformance checking, and enhancement (IEEE Task Force on Process Mining: Process Mining Manifesto, 2012). The principle of process discovery is to extract information from event logs to capture the business process as it is being executed. Several techniques in literature (a algorithm, a+ algorithm and others) can be applied to discover a process model from a workflow log. However, as the amount of information grows exponentially, the log files (input of a process discovery algorithm) get bigger. In fact, classical techniques, which inspect relation between each couple of tasks will have problem dealing with big data. To this end, we introduced in (Boushaba et al., 2013) a new approach aiming to extract a block of tasks from event logs. In this paper, we present a new algorithm, based on a matrix representation, to detect a block of tasks. In addition, we develop an application to automate our technique.",Enase 2014 Proceedings of the 9th International Conference on Evaluation of Novel Approaches to Software Engineering,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84902336507,,,,maybe,"Título sugere process discovery (potencialmente IC1), mas ausência de resumo impede confirmação do domínio de aplicação e se realmente trata de processos de SW ou BPM genérico. A venue (ENASE) é relevante para SE, mas sem abstract não é possível descartar que seja puramente teórico ou aplicado a domínio não-SW.",,,,,,,,,,,2026-04-12T20:10:37.857356+00:00,msgbatch_01WubbEWrx98tudf2aLE6X3r,61,623,C,,exclude,"O paper apresenta uma técnica genérica de process discovery (detecção de blocos de tarefas) aplicada a event logs, mas não há evidência de aplicação específica a processos de desenvolvimento de software. O resumo discute BPM clássico e escalabilidade de algoritmos sem vincular a artefatos de SW (commits, issues, CI/CD) ou processos de desenvolvimento. Assim, EC1 (domínio fora de SW) se aplica—é BPM genérico, não PM em SE.",,EC1,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_principal,Principal,10.1007/978-3-319-22348-3_7,An approach to the discovery of accurate and expressive fix-time prediction models,Folino F.,2015,,Lecture Notes in Business Information Processing,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84947257261,,,,maybe,"Título sugere fortemente forecasting de fix-time (IC3), mas sem abstract não é possível confirmar se aborda processos de SW ou apenas modelos preditivos genéricos. Venue adequada (LNBIP, 2015) indica potencial relevância em BPM/SE, mas falta contexto para decisão definitiva.",IC3,,,,,,,,,,2026-04-12T20:07:33.942322+00:00,msgbatch_01WA34s6KYBnqTEYDoeQMa8p,59,673,D,,exclude,"PDF inacessível: não disponível em Unpaywall, Semantic Scholar nem OpenAlex. Capítulo de livro Springer atrás de paywall sem versão OA. Excluído por inacessibilidade de texto completo (sem PDF/OA disponível).",,EC5,,,,,,low,missing_pdf,True,2026-04-19T02:53:46.118987+00:00,manual_oa_search,
,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),,Towards Organizational Digital Twins: Process Enhancement by Object-Centric Simulation,Knopp B.,2023,,Ceur Workshop Proceedings,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85188351530,,,,maybe,"O título sugere simulação de processos organizacionais usando object-centric modeling, o que pode estar relacionado a process mining e modelagem estocástica em contextos organizacionais. Contudo, sem resumo disponível, não é possível determinar se o foco é especificamente em processos de software ou em domínios genéricos de BPM (potencial EC1). A relevância para PATHCAST permanece incerta.",,,,,,,,,,,2026-04-12T20:13:11.235489+00:00,msgbatch_014epxmAhDxpMiXrt3wqCGFY,56,797,E,,exclude,"Resumo ausente e impossível verificar conteúdo completo. Título sugere simulação de processos organizacionais com object-centric modeling, potencialmente relevante para process mining e modelagem estocástica, mas sem abstract não há evidência clara de aplicação a processos de software (IC1, IC2) vs. BPM genérico (EC1). Texto completo necessário para decisão fundamentada. Excluído por inacessibilidade de texto completo (sem PDF/OA disponível).",,EC5,full_text_required|insufficient_abstract|process_mining|simulation,unclear,simulation,none,unclear,low,missing_abstract,True,2026-04-19T09:29:37.070007+00:00,llm,msgbatch_01C8rhNjCTBHbzidE5uwZsF3
,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),10.1049/cp:20060919,Architecture of process mining based business process optimization,Tang H.,2006,"The optimization of processes of business guarantees the successes of informationization project. Although its importance is fully recognized, it never obtains sufficient study. This paper first discuss the current business process optimization methods, they are classified into three type: participation-type, principle-type and analytical-type. Then, architecture of process mining based business process optimization is proposed. According to this architecture, the subset of information that is relevant for process mining or analysis is extracted from a variety of business process system. This information is then modelled in certain of expression. Based on the model, hidden relationship and unknown knowledge about business processes are extracted and stored in the form of business knowledge model. With the help of the acquired business knowledge, business process can be optimized both on macro structure level through case based reasoning and on micro parameter level through process simulation and linear programming. Business process performance measurement system is employed in the architecture to check effect of optimization. Finally, key issues in this architecture are discussed.",Iet Conference Publications,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-34250615180,,,,maybe,"Título sugere process mining aplicado a otimização de processos, potencialmente relevante para IC1, mas sem resumo disponível não é possível confirmar se o foco é em processos de software ou domínios genéricos (BPM tradicional). Sendo de 2006, pode ser trabalho clássico em BPM sem específico link a engenharia de software.",,,,,,,,,,,2026-04-12T20:13:11.235489+00:00,msgbatch_014epxmAhDxpMiXrt3wqCGFY,61,540,C,,exclude,"O paper trata process mining aplicado a otimização de processos de negócio genéricos (BPM tradicional), sem nenhuma evidência de foco em processos de desenvolvimento de software, repositórios de código, artefatos de SW (commits, issues, PR, CI/CD) ou integração com engenharia de software. Não atende IC1 (PM em SW), IC2 (modelagem estocástica em processos de SW), IC3 (forecasting de métricas de SW) ou IC4 (mineração de repositórios de SW). Aplica-se EC1 — domínio fora de software (BPM genérico), ",,EC1,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,acm,acm_msr,ACM Complementar MSR,10.1145/2600821.2600844,Software process simulation modeling: preliminary results from an updated systematic review,Chao Gao; Shu Jiang; Guoping Rong,2014,"Software Process Simulation Modeling (SPSM) has raised research interest since 1980s. However, it is observed that SPSM studies published in the ICSSP community may have dropped in recent years. The objective of this research is to update the recent status of this area. We conducted a Systematic Literature Review (SLR) using the QGS-based search strategy. The review identified 74 primary studies in the past five years (2008-2012). This paper presents the preliminary results from this updated SLR by answering the first four research questions. Based on the findings from this updated review, it can be concluded that in terms of the number of SPSM studies found in the overall software engineering community, there is no significant change (drop) compared to the former review stage (1998-2007).",Proceedings of the 2014 International Conference on Software and System Process,conference paper,,https://doi.org/10.1145/2600821.2600844,,,,maybe,"Título altamente relevante sugere foco em modelagem de simulação de processos de software, potencialmente alinhado com IC2 (modelagem estocástica). Porém, sem resumo disponível, não é possível confirmar se a revisão sistemática aborda realmente process mining, forecasting ou modelagem estocástica conforme escopo PATHCAST, ou se trata de revisão genérica de BPM.",,,,,,,,,,,2026-04-12T20:13:11.235489+00:00,msgbatch_014epxmAhDxpMiXrt3wqCGFY,61,647,C,,exclude,"O paper é uma revisão sistemática (SLR) sobre Software Process Simulation Modeling (SPSM) como um todo, não especificamente sobre process mining, modelagem estocástica em SW, forecasting de métricas de processo ou mineração de repositórios. Embora SPSM possa envolver elementos estocásticos, o resumo não confirma que a revisão aborde interseção com process mining, dados de event logs, ou predição de métricas de processo conforme IC2, IC3 ou IC4. Aplica-se EC4 — revisão secundária genérica fora do",,EC4,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_principal,Principal,10.1142/S0218194022500553,Extension of a Simulation Software to Incorporate Quality-Related Factors in Investigations on Software Engineering Economics,Kuhlen D.,2023,"The economics of software engineering [B. W. Boehm, Software Engineering Economics, Prentice-Hall, Englewood Cliffs, New Jersey, 1981] are strongly influenced by the way how software development processes are performed. Simulations give valuable insights in the performance of these processes. In order to research the economics of software engineering, a process analysis studio (PAS) was developed and presented [D. Kuhlen and A. Speck, Business process analysis by model checking, in Proc. 5th Int. Symp. Data-Driven Process Discovery and Analysis SIMPDA, eds. P. Ceravolo and S. Rinderle-Ma, 2015; D. Kuhlen and A. Speck, The way of designing a simulation software in order to evaluate the economic performance in software development, in ICCMS ’17 Proc. 8th Int. Conf. Computer Modeling and Simulation, Int. Conf. Proc. Series by ACM, 2016; D. Kuhlen, Kostensenkungspotenzialfunktion der Softwareproduktion, dissertation, Christian-Albrechts-Universität zu Kiel, 2019]. This simulation software was built to analyze the capacitive configurations of the software production. It helps to assess the impact of different configurations on the process output. However, this research emphasizes the impact of quality-related factors (QRFs) on the process output. This paper presents a proposal how to extend the simulation software model in order to facilitate qualitative analysis. In order to facilitate the understanding of the model and the evaluation of the contribution, offered by the proposal, Prolog codes are used.",International Journal of Software Engineering and Knowledge Engineering,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85144567062,,,,maybe,"Título sugere relevância a modelagem de processos de SE (simulação, fatores de qualidade, economia de software), mas sem abstract não é possível confirmar se aborda process mining, modelagem estocástica ou forecasting de métricas de processo conforme escopo PATHCAST. Pode incluir IC2 (simulação estocástica) ou IC3 (previsão), mas precisa de confirmação.",,,,,,,,,,,2026-04-12T20:03:59.736124+00:00,msgbatch_01Bi2vvN8phka4m2zJ3y8JSf,69,198,C,,exclude,"O resumo descreve uma ferramenta de simulação (PAS) para análise de processos de desenvolvimento de software focando em fatores de qualidade e economia. Embora trate de simulação de processos de SE, não há evidência de process mining (IC1), modelagem estocástica explícita com Markov/Petri nets (IC2), forecasting de métricas de processo baseado em dados históricos (IC3), ou mineração de repositórios (IC4). A proposta é primariamente de extensão de modelo de simulação sem avaliação em dados reais ",,EC3,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_principal,Principal,10.1007/978-3-642-45422-6_4,Correlation of Business Activities Executed in Legacy Information Systems,Pérez-Castillo R.,2013,,Communications in Computer and Information Science,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84904764658,,,,maybe,"Título sugere análise de sistemas legados e correlação de atividades de negócio, potencialmente relevante para process mining (IC1), mas sem abstract disponível não é possível confirmar se o foco é em processos de software, se aplica técnicas de process mining, ou se o contexto é puramente de sistemas de informação genéricos sem vinculação a SW development.",,,,,,,,,,,2026-04-12T20:10:37.857356+00:00,msgbatch_01WubbEWrx98tudf2aLE6X3r,53,828,E,,exclude,"Abstract ausente e título fornece apenas indicação marginal de relevância. 'Correlation of Business Activities in Legacy Information Systems' pode referir-se a process mining (IC1) ou a sistemas de informação genéricos (EC1). Sem acesso ao texto completo, é impossível confirmar se o foco é em processos de desenvolvimento de software, se aplica técnicas de process mining reconhecidas, ou se trata de análise de sistemas legados sem vinculação a SW development. Dado que é conference paper de 2013 e. Excluído por inacessibilidade de texto completo (sem PDF/OA disponível).",,EC5,full_text_required|insufficient_abstract,unclear,none,none,unclear,low,missing_abstract,True,2026-04-19T09:29:37.070007+00:00,llm,msgbatch_01C8rhNjCTBHbzidE5uwZsF3
,scopus,scopus_principal,Principal,,Decomposed replay using hiding and reduction,Verbeek H.,2016,"In the area of process mining, decomposed replay has been proposed to be able to deal with nets and logs containing many different activities. The main assumption behind this decomposition is that replaying many subnets and sublogs containing only some activities is faster then replaying a single net and log containing many activities. Although for many nets and logs this assumption does hold, there are also nets and logs for which it does not hold. This paper shows an example net and log for which the decomposed replay may take way more time, and provides an explanation why this is the case. Next, to mitigate this problem, this paper proposes an alternative decomposed replay, and shows that this alternative decomposed replay is faster than the monolithic replay even for the problematic cases as identified earlier.owever, the alternative decomposed replay is often slower than the original decomposed approach. An advantage of the alternative decomposed approach over the original approach is that its cost estimates are typically better.",Ceur Workshop Proceedings,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84977486234,,,,maybe,"Título sugere conformance checking (decomposed replay é técnica central em process mining), potencialmente relevante para IC1, mas sem abstract não é possível confirmar aplicação específica a processos de software ou domínio de aplicação.",,,,,,,,,,,2026-04-12T20:07:33.942322+00:00,msgbatch_01WA34s6KYBnqTEYDoeQMa8p,60,661,C,,exclude,"O paper trata de conformance checking (decomposed replay) em process mining, mas o resumo não apresenta nenhuma aplicação, avaliação ou contexto específico a processos de desenvolvimento de software. É uma contribuição teórica/algorítmica pura sobre eficiência de replay em process mining, sem ligação demonstrada a artefatos de SW (commits, issues, PR, CI/CD) ou processos de desenvolvimento. Atende EC3 (algoritmo sem aplicação a processos de SW).",,EC3,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),,Markovian reliability analysis for software using error generation and imperfect debugging,Kaushik M.,2015,,Lecture Notes in Engineering and Computer Science,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84938151727,,,,maybe,"O título sugere uso de modelagem Markoviana (IC2) aplicada a software, porém sem resumo disponível não é possível confirmar se o foco é em processos de desenvolvimento de SW ou em modelagem de confiabilidade de código/sistema. A análise de 'error generation' e 'debugging' pode referir-se a qualidade de software (EC2: software como ferramenta/artefato) em vez de mining ou modelagem de processos de desenvolvimento.",IC2,,,,,,,,,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9,57,732,D,,exclude,"Full-text não recuperado após busca manual (sem DOI, não localizado em GS/BASE/Scopus)",,,,,,,,,,,2026-04-18T00:34:52.389101+00:00,manual,
,acm,acm_msr,ACM Complementar MSR,10.1145/2600821.2600827,A business process simulation method supporting resource evolution,Jimin Ling; Qi Feng; Li Zhang,2014,"Business process simulation is the procedure of planning, modeling and simulating enterprise process to analyze the features varying with time which guides the users to make decisions or important means of process improvement. In the existing simulation methods, they considered little about dynamic resource, which may lead to a large deviation. To solve the problem above, a business process simulation method supporting resource evolution that mainly focuses on human resource is proposed. Individual differences and personnel composition are analyzed to represent the dynamic feature of resources. Evolution of human capacity and personnel changes are described to meet the simulation requirements of human resource model. And then, process simulation mechanism and algorithm are realized. An experiment is conducted by simulating the software development process of a real-world software project using the system prototype we developed, and it shows that our method is closer to the practical project situation, thus the method effectiveness can be demonstrated to a certain extent. The main contribution of our work is a novel process simulation approach based on a dynamic resource model with configurable evolution rules.",Proceedings of the 2014 International Conference on Software and System Process,conference paper,,https://doi.org/10.1145/2600821.2600827,,,,maybe,"Título sugere simulação de processos de negócio com evolução de recursos, potencialmente relevante para IC2 (modelagem estocástica) ou IC4 (processos de SW). Porém, sem resumo disponível não é possível confirmar se aplicação é em domínio de desenvolvimento de software ou se trata de BPM genérico. Venue (ICSP 2014) é fortemente ligada a processos de software, aumentando probabilidade de inclusão.",,,,,,,,,,,2026-04-12T20:13:11.235489+00:00,msgbatch_014epxmAhDxpMiXrt3wqCGFY,61,524,C,,exclude,"O artigo apresenta um método de simulação de processos de negócio com foco em evolução de recursos humanos, aplicado a um projeto de desenvolvimento de software. Porém, não atende aos critérios de inclusão: não aplica process mining (IC1), não usa explicitamente modelagem estocástica formal como Markov ou Petri nets (IC2), não realiza forecasting de métricas de processo (IC3), e não minera repositórios para descobrir modelos de processo (IC4). Trata-se de simulação tradicional de processos com m",,,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_principal,Principal,10.1007/978-3-030-58666-9_1,Process minding: Closing the big data gap,Gal A.,2020,"This study investigates how different ways of receiving peer written corrective feedback (WCF) affect learners’ opportunities to actively engage in negotiation of form in tandem virtual encounters. Two types of WCF are compared, namely direct WCF plus oral metalinguistic explanation and indirect WCF plus oral prompt. During a telecollaboration programme between Italian students of English and US students of Italian, the participants (n = 16) were given several tasks to complete in dyads, including that of providing feedback on written compositions produced by their partner in the target language. The eight dyads were divided into two groups which received the same instructions for the activities, with the exception of instructions on how to provide WCF to their partner. The data of six dyads – three from each group – were analysed with regard to the quality of language-related episodes. The data analysis showed that indirect WCF plus oral prompt was more effective in leading the NNSs to actively engage with negotiation of form during the discussion phase. This result will be discussed together with other findings which emerged from the analysis, with the aim to provide useful insights on how to promote focus on form when implementing peer-review activities in telecollaboration programmes.",Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85091282365,,,,maybe,"Título sugere relevância a process mining ('Process minding' é provável variação/trocadilho de 'Process Mining'), mas sem abstract disponível não é possível confirmar se aborda processos de SW, modelagem estocástica ou forecasting conforme escopo PATHCAST. Venue (LNCS) é adequada para PM, mas a ausência de resumo gera incerteza sobre domínio e aplicação específica.",,,,,,,,,,,2026-04-12T20:07:33.942322+00:00,msgbatch_01WA34s6KYBnqTEYDoeQMa8p,66,306,C,,exclude,"O resumo revela que o estudo aborda educação linguística (feedback escrito em aprendizado de idiomas, telecollaboration entre alunos), não processos de desenvolvimento de software. Apesar do título sugerir 'Process Mining', o conteúdo é completamente fora do domínio de software engineering (EC1). Nenhum dos critérios de inclusão (IC1-IC4) é atendido.",,EC1,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1109/DSD.2012.110,Reliability of task execution during safe software processing,Raab P.,2012,"This paper presents the reliability evaluation of task execution during safe software processing. The standard method of duplication in a safety-critical application can also be applied for tasks in a software system. But in addition to this, there is also the possibility for coded task processing to increase the reliability and availability of software. The presented analysis covers the reliability analysis of a single, a duplicated and a coded task by the technique of continuous time Markov processes. Markov processes are often used for the reliability evaluation of safety-critical systems. We introduce a method to describe the execution time of tasks by means of enhanced Markov models and their solution by numerical methods.",Proceedings 15th Euromicro Conference on Digital System Design Dsd 2012,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84872915781,,,,maybe,"Título sugere foco em confiabilidade de execução de tarefas em processamento de software, potencialmente relevante a processos de SW, mas sem abstract disponível é impossível confirmar se atende aos critérios de inclusão (IC1-IC4) ou se incorre em exclusões (especialmente EC2 - software como ferramenta vs. processo).",,,,,,,,,,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9,61,635,C,,exclude,"O paper aplica Markov processes para análise de confiabilidade de execução de tarefas em sistemas de software, mas o foco é em propriedades de confiabilidade técnica (duplication, coding) de tarefas isoladas, não em modelagem ou predição de processos de desenvolvimento de software (e.g., lead time, cycle time, workflow mining). Atende potencialmente IC2 (modelagem estocástica), mas com aplicação a execução de tarefas em tempo real, não a processos de desenvolvimento/engenharia de software como e",,EC2,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_principal,Principal,10.29007/mfm4,ARCH-COMP25 Category Report: Stochastic Models,Abate A.,2025,"This report is concerned with a friendly competition for formal verification and policy synthesis of stochastic models. The main goal of the report is to introduce new benchmarks and their properties within this category and recommend next steps toward next year’s edition of the competition. In particular, this report introduces three recently developed software tools, a new water distribution network benchmark, and a collection of simplified benchmarks intended to facilitate further comparisons among tools that were previously not directly comparable. This friendly competition took place as part of the workshop Applied Verification for Continuous and Hybrid Systems (ARCH) in Summer 2025.",Epic Series in Computing,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-105027102890,,,,maybe,"Título sugere foco em modelagem estocástica (potencialmente IC2), mas ausência de abstract impede avaliação definitiva sobre aplicação a processos de software. ARCH-COMP é conference genérica de modelos e análise formal; pode incluir SW ou ser puramente teórico.",,,,,,,,,,,2026-04-12T20:03:59.736124+00:00,msgbatch_01Bi2vvN8phka4m2zJ3y8JSf,66,261,C,,exclude,"O paper trata de competição amigável para verificação formal e síntese de política em modelos estocásticos genéricos, com foco em benchmarks e ferramentas de análise formal. Não há evidência de aplicação a processos de desenvolvimento de software, repositórios, artefatos de SW (commits, issues, PR, CI/CD) ou modelagem de processos de engenharia de software. Enquadra-se em EC1 (domínio fora de SW) e EC3 (algoritmo/ferramenta teórica sem avaliação em processos de SW).",,EC1|EC3,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
