internal_id,nome_do_artigo,doi,ano,venue,fonte,ft_decision,ft_rationale,ft_matched_ic,ft_matched_ec,tem_pdf_local,abstract,resultados,relevancia_para_slr,metodo,tipo_de_evidencia,ameacas_limitacoes,contexto,fonte_dos_dados,tecnica_principal,rq_atendida,ic_ec_acionados,fase_do_sdlc,nivel_de_integracao,prioridade_de_leitura,QA1,QA2,QA3,QA4,QA5,QA6,QA7,QA8,qa_total,qa_include,qa_status,qa_notes
2d369fe9,Detecting Bottleneck and Fraud in Agile Development by using Petri net Performance and Trace Clustering,10.1109/ISEMANTIC.2019.8884226,2019.0,2019 International Seminar on Application for Technology of Information and Communication (iSemantic),ieee,include,"O paper aplica explicitamente Petri nets para modelar e analisar performance de processos Agile (IC2), detectando gargalos através de análise de traces (IC1). Usa clustering de traces para identificar anomalias em processos de desenvolvimento de software. Nenhum critério de exclusão se aplica: o domínio é claramente engenharia de software, o objeto de estudo é o processo de desenvolvimento (não software como ferramenta), e há avaliação empírica.",IC1|IC2,,True,"Software Development Life Cycle model is one of the basic idea of the software development. SDLC is a continuous process, the cycle starts from the moment when it is decide to release the project, and it ends when its full remove from the exploitation. Agile is one of the mostly used SDLC models. Combination of incremental and iterative process models with a focus on process customer satisfaction and can adapt to rapid delivery of working sofware is called Agile SDLC. This contribution of this paper is evaluating the performance, such as occurring bottleneck and fraud, of an Agile model to handle the management of the project. This paper uses Petri net to analyze Agile SDLC model performance. The petri net use to detect the bottleneck that occur in the model. If an event has longer waiting time tahen others, it can identify that the bottleneck occur in that task. Then, the fraud is detected based on trace clustering. Based on the experiment, the cluster which has lowest member is indicates as fraud processes.","Based on the experiment, the cluster which has lowest member is indicates as fraud processes.",Alta: aborda modelagem ou simulação de processos de software com potencial analítico forte para a SLR.,"Rede de petri, apoio de ia/nlp/ontologia, proposta de framework/modelo.",Avaliação experimental.,Dependência de modelagem e premissas do autor.,Entrega e devops.,Logs de ide.,Rede de Petri estocástica.,RQ2,IC4b,Entrega/DevOps,L1,Alta,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,True,avaliado_llm,"LLM-scored (claude-haiku-4-5-20251001): Study clearly states objective: evaluating performance (bottlenecks and fraud) in Agile SDLC using Petri nets (QA1, QA4). SE context is specific: Agile development model (QA2). Empirical evaluation mentioned ('based on experiment') with cluster analysis for fraud detection (QA5, QA8). However, data source is not reproducibly described—no specific projects, repositories, or datasets named (QA3). No dataset/code availability or reproducibility information provided (QA7). Threats to validity not discussed (QA6)."
c0352476,Detection of Bottleneck and Social Network in Business Process of Agile Development,10.1109/ISEMANTIC.2019.8884341,2019.0,Proceedings 2019 International Seminar on Application for Technology of Information and Communication Industry 4 0 Retrospect Prospect and Challenges Isemantic 2019,scopus,include,"O paper aplica process mining (algoritmo alpha++) a event logs gerados a partir de processos Agile para descobrir bottlenecks e dependências entre membros do time, atendendo claramente IC1 (Process Mining em Software). A análise de redes sociais complementa a mineração de processos. Nenhum critério de exclusão se aplica — o domínio é software, o focus é o processo de desenvolvimento, e há aplicação concreta de técnicas de PM.",IC1,,False,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,False,avaliado_llm,"LLM-scored (claude-haiku-4-5-20251001): Abstract clearly states research aim (investigate Agile methodology for performance analysis and detect bottlenecks/dependencies) and names SE context (Agile development teams). Alpha++ technique is formally identified as the PM method used. However, no specific data source is reproducibly described, no empirical validation results are reported, threats to validity are not discussed, and no dataset/code availability or quality metrics (fitness, precision, etc.) are mentioned."
e6f42f43,Evaluating Coding Behavior in Software Development Processes: A Process Mining Approach,10.1109/ICSSP.2019.00020,2019.0,2019 IEEE/ACM International Conference on Software and System Processes (ICSSP),ieee,include,"O paper aplica process mining (conformance checking) diretamente a processos de desenvolvimento de software, extraindo event logs de IDE e analisando comportamentos de codificação de desenvolvedores. Atende claramente IC1 (process mining em artefatos de SW — neste caso, IDE logs) sem violar nenhum critério de exclusão. A avaliação em 40 desenvolvedores confirma aplicação prática em contexto de SE.",IC1,,True,"Process mining is a family of techniques that aim at analyzing business process execution data recorded in event logs. Conformance checking is a branch of this discipline embracing approaches for verifying whether the behavior of a process, as recorded in a log, is in line with some expected behavior provided in the form of a process model. In the literature, process mining techniques have already been used to study software development processes starting from logs derived from version management systems or from document management systems. In this paper, we use conformance checking to test coding behaviors starting from event logs generated from IDE usage. Understanding how developers carry out coding activities and what hurdles they usually face should provide useful tips for improving and supporting software development processes.",Understanding how developers carry out coding activities and what hurdles they usually face should provide useful tips for improving and supporting software development processes.,Alta: trata diretamente de mineração de processos aplicada ao desenvolvimento de software.,"Mineração de processos, apoio de ia/nlp/ontologia, proposta de framework/modelo.",Proposta metodológica com evidência limitada.,Dependência de modelagem e premissas do autor.,"Desenvolvimento/codificação, qualidade e testes.",Logs de ide.,Mineração de processos.,"RQ1, RQ2",IC4a,"Desenvolvimento, Qualidade/Testes",L1,Alta,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,True,avaliado_llm,LLM-scored (claude-haiku-4-5-20251001): Clear research objective on coding behavior evaluation via process mining (QA1). SE context explicitly stated: IDE usage logs and software development processes (QA2). Data source clearly identified: IDE event logs from 40 novice developers in 5 sessions (QA3). Technique formally named: conformance checking with process mining (QA4). Empirical evaluation conducted on real developers (QA5). Quality metric reported: behavioral pattern identification and skill-based performance comparison (QA8). No limitations or threats to validity discussed (QA6). Data/code availability not mentioned (QA7).
542c0019,Learning analytics to improve coding abilities: a fuzzy-based process mining approach,10.1109/FUZZ-IEEE.2019.8859009,2019.0,2019 IEEE International Conference on Fuzzy Systems (FUZZ-IEEE),ieee,include,"O artigo aplica claramente process mining (fuzzy miner) a artefatos de desenvolvimento de software (IDE event logs) para descobrir e modelar processos de codificação de estudantes, atendendo IC1. O domínio é explicitamente software (coding workflow), a metodologia é process mining (fuzzy-based), e não há aplicação de exclusões decisivas.",IC1,,False,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,True,avaliado_llm,"LLM-scored (claude-haiku-4-5-20251001): Study clearly states research objective (understand coding workflow via process mining). SE context explicitly described (IDE usage, CS2 students, coding workflow). Data source named (IDE event logs from CodingMiner environment, 20 students, 4 assignments). Fuzzy miner technique formally identified. Empirical evaluation conducted (case study with 20 students). Process model quality assessed through discovered patterns and behavioral insights. Threats to validity not discussed; data/code availability not mentioned."
e627756c,Predicting Issue Handling Process using Case Attributes and Categorical Variable Encoding Techniques,10.1109/ICoDSE48700.2019.9092617,2019.0,2019 International Conference on Data and Software Engineering (ICoDSE),ieee,include,"O artigo claramente atende IC3 (forecasting de remaining duration e next activity em processos de SW usando dados históricos) e IC4 (minera repositórios do Google Chromium Project para extrair event logs e melhorar modelos de processo). Usa event logs de repositórios de software, técnicas de predição e avaliação em dados reais de SW, sem violação de critérios de exclusão.",IC3|IC4,,False,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,True,avaliado_llm,"LLM-scored (claude-haiku-4-5-20251001): The study clearly states research objectives (predicting remaining duration and next activities in issue handling). It specifies the SE context (software development, issue handling, SLA monitoring) and data source (Google Chromium Project event logs). However, no formal stochastic/PM technique is explicitly named (only encoding techniques and prediction methods); threats to validity are not discussed; and data/code availability is not mentioned. Quality metrics (MAE, accuracy) are reported."
fbd20bfb,The evolutionary composition of desirable execution traces from event logs,10.1016/j.future.2019.03.037,2019.0,Future Generation Computer Systems,scopus,include,"O artigo aplica claramente process mining (análise de event logs de múltiplas organizações) combinado com Genetic Algorithms para otimizar e compor traces de execução de processos. Trabalha com BPIC'15 dataset (event logs reais) e gera traces eficientes, atendendo IC1 (process mining aplicado a artefatos/logs de processos). Nenhum critério de exclusão se aplica.",IC1,,False,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,True,avaliado_llm,"LLM-scored (claude-haiku-4-5-20251001): Study clearly states objective of composing efficient traces via evolutionary computing on event logs (QA1). Software engineering context is process mining on organizational event logs (QA2). Data source explicitly named as BPIC'15 dataset (QA3). Genetic Algorithms formally identified as the stochastic technique (QA4). Empirical validation reported on BPIC'15 with optimality measurements (QA5, QA8). No discussion of threats/limitations or data/code availability mentioned (QA6, QA7)."
c0a779ae,Time Performance Evaluation of Agile Software Development,10.1109/ISEMANTIC.2019.8884304,2019.0,2019 International Seminar on Application for Technology of Information and Communication (iSemantic),ieee,include,"O artigo aplica claramente process mining (Alpha++ Algorithm e Heuristic Miner Algorithm) para descoberta de processos em desenvolvimento ágil de software, gerando event logs automaticamente e analisando bottlenecks. Atende IC1 (process mining aplicado a processos de SW com análise de event logs) sem violações de EC.",IC1|IC4,,False,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,True,avaliado_llm,"LLM-scored (claude-haiku-4-5-20251001): Research objectives are clearly stated (bottleneck detection in agile development). Software engineering context is explicitly named (agile software development process). Data source is described (event logs generated from workflow management systems). Process mining techniques are formally named (Alpha++ Algorithm, Heuristic Miner Algorithm, dotted chart analysis). Empirical validation is present (experiment proving automatic event log creation and bottleneck detection). However, no threats to validity or generalizability limitations are discussed, and no data/code availability is mentioned."
b788b176,Using constraint mining to analyze software development processes,10.1109/ICSSP.2019.00021,2019.0,Proceedings 2019 IEEE ACM International Conference on Software and System Processes Icssp 2019,scopus,include,"O artigo aplica constraint mining (técnica de process mining) a event logs extraídos de Jira para descobrir e analisar processos reais de desenvolvimento de software em quatro projetos, atendendo claramente IC1 (process mining em artefatos de SW—issue tracking). A mineração de restrições permite entender comportamento de processo, detectar desvios e monitorar evolução, sem qualquer critério de exclusão evidente.",IC1|IC4,,True,"Most software development organizations nowadays use issue-tracking tools to manage software processes throughout the life-cycle. Still, understanding development processes, keeping track of process execution, and reacting to deviations in projects remains challenging. In particular, the actual process usually differs from the process perceived by developers, making it hard to define the processes developers are expected to carry out. This is further challenged by frequently changing processes and process variations in different projects and teams. In this paper we describe an empirical study in which we applied a constraint mining approach from the field of software monitoring to automatically extract process definitions in the form of constraints.","We involved a domain expert to evaluate the usefulness of our results and investigated to what extent the mined constraints reflect the official development process of the company. We also report mining results for different issue types, across projects, and over different time windows. When defining, analyzing, and improving software processes it has turned out useful to distinguish several views [1]: • the perceived process (what developers think they do), i.e., their subjective perspective on the process based on their personal and daily work experience; • the actual process (what developers really do), i.e., how they execute the process, e.g., as determined through observation; and • the official process (what developers are supposed to do), i.e., the process model defined by an organization.","Média: relação indireta com a SLR, mais útil como contexto, método adjacente ou estudo complementar.","Apoio de ia/nlp/ontologia, proposta de framework/modelo.",Proposta metodológica com evidência limitada.,Dependência de modelagem e premissas do autor.,Contexto de processo de software não identificado com clareza na extração automática.,Issue tracker.,IA/NLP/aprendizado de máquina.,RQ1,EC3?,Não definido,L0,Média,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,True,avaliado_llm,"LLM-scored (claude-haiku-4-5-20251001): Study clearly states objective of extracting process constraints from issue-tracking data. Software engineering context (issue tracking, development processes) and data source (Jira from four real-world projects) are well described. Constraint mining technique is formally named. Empirical evaluation with domain expert validation is present. Limitations and comparison with official process are discussed. However, no specific quality metrics (fitness, precision, recall, F1) are reported, and code/data availability is not mentioned."
8de6dcfa,Connecting software reliability growth models to software defect tracking,10.1109/ISSRE5003.2020.00022,2020.0,Proceedings International Symposium on Software Reliability Engineering ISSRE,scopus,include,"O paper atende claramente IC2 (modelagem estocástica—Markov chain com 13 estados e matrizes de transição—aplicada ao ciclo de vida de defeitos em processos de SW) e IC3 (forecasting de métricas de processo de SW: previsão de resolução de defeitos e performance usando event log de rastreamento de defeitos). Os modelos Markovianos e distribuições de transição são aplicados diretamente a dados de defect tracking em um projeto real (NASA), sem violações de exclusão.",IC2|IC3,,True,"Traditional software reliability growth models only consider defect discovery data, yet the practical concern of software engineers is the removal of these defects. Most attempts to model the relationship between defect discovery and resolution have been restricted to differential equation-based models associated with these two activities. However, defect tracking databases offer a practical source of information on the defect lifecycle suitable for more complete reliability and performance models. This paper explicitly connects software reliability growth models to software defect tracking. Data from a NASA project has been employed to develop differential equation-based models of defect discovery and resolution as well as distributional and Markovian models of defect resolution.","The ideal outcome is a virtuous cycle in which modelers equip practitioners with practical inferences of high concern to inform process improvement and practitioners enhance data collection to support the livelihood of modelers. [8] used a non-homogeneous continuous time Markov chain to model various repair scenarios, analyzing the effect of fault removal policies on the number of defects remaining at the end of the test. The results suggest that the simple distributional approach achieves the best tradeoff between these two performance measures, but that enhanced data collection practices could improve the utility of the more advanced approaches and the inferences they enable. However, the Markovian model provides insight into the defect lifecycle and improved data collection practices may increase its attractiveness.",Alta: aborda modelagem ou simulação de processos de software com potencial analítico forte para a SLR.,"Cadeia de markov, apoio de ia/nlp/ontologia, proposta de framework/modelo.",Proposta metodológica com evidência limitada.,Dependência de modelagem e premissas do autor.,Qualidade e testes.,Logs de ide.,Cadeia de Markov.,RQ2,IC4b,Qualidade/Testes,L1,Alta,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,True,avaliado_llm,"LLM-scored (claude-haiku-4-5-20251001): Study clearly states objectives (connecting reliability models to defect tracking); describes SE context (software defect lifecycle management); names data source (NASA project defect tracking database); formally defines stochastic techniques (Markov chain with 13 states, transition probabilities, distributional models); validates empirically with real NASA data; discusses limitations and tradeoffs between approaches; and reports performance metrics comparing predictive and computational measures. No mention of reproducible code/data availability."
8a97d0cf,Constructing a Hybrid Software Process Simulation Model in Practice: An Exemplar from Industry,10.1145/3379177.3388906,2020.0,Proceedings of the International Conference on Software and System Processes,acm,include,"O artigo apresenta um projeto industrial de modelagem de processos de software usando simulação híbrida (System Dynamics + Discrete Event Simulation) para prever duração de projetos e datas de lançamento. Atende claramente IC2 (modelagem estocástica em processos de SW) e IC3 (forecasting de métricas de processo). Não há evidência de critérios de exclusão: o foco é o processo de desenvolvimento de software, não software como ferramenta.",IC2|IC3,,True,"Background: Software Process Simulation Modeling (SPSM) is of paramount importance to support quantitative management of software development process. Hybrid process simulation combines multiple simulation paradigms to reflect complex changes in realistic software processes, which brings inherent challenges to process management. Constructing a hybrid model requires more modeling expertise and experience than modeling by solo-paradigm. However, a few studies explicitly discuss the challenges they encountered as a topic, which may discourage practitioners. Objective: Our aim in this study is to present an industrial process modeling project as an exemplar to demonstrate and discuss the technical issues and challenges associated with hybrid process simulation in practice. Method: Based on the collaboration with a global software enterprise, we constructed a hybrid process simulation model that combines System Dynamics (SD) and Discrete Event Simulation (DES) to predict the project duration and release date for management. Results: Several challenges around hybrid process simulation of software development process are identified and discussed with the proposal of sets of solutions from different perspectives. The model is validated by comparing the simulation result with the actual enactment of the process in industry. In addition, the result confirms the rationality and efficacy of the suggested solutions to some extent. Conclusions: In the collaboration with the enterprise, five-step modeling procedure was adopted for constructing the hybrid process model. The experience reported about the detailed steps of hybrid modeling may offer reference value to the SPSM community.","Results: Several challenges around hybrid process simulation of software development process are identified and discussed with the proposal of sets of solutions from different perspectives. The model is validated by comparing the simulation result with the actual enactment of the process in industry. In addition, the result confirms the rationality and efficacy of the suggested solutions to some extent.",Alta: aborda modelagem ou simulação de processos de software com potencial analítico forte para a SLR.,"Simulação, apoio de ia/nlp/ontologia, proposta de framework/modelo.",Estudo empírico com dados reais.,Dependência de modelagem e premissas do autor.,Entrega e devops.,"Issue tracker, logs de ide.",Simulação.,"RQ1, RQ2",IC4b,Entrega/DevOps,L1,Alta,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,True,avaliado_llm,"LLM-scored (claude-haiku-4-5-20251001): Study clearly states objective to demonstrate hybrid process simulation challenges (QA1). Software context is explicit: software development process simulation with focus on project duration/release date prediction (QA2). Specific simulation techniques are named: System Dynamics and Discrete Event Simulation (QA4). Validation through comparison with actual industrial process enactment demonstrates empirical evaluation (QA5). Limitations and challenges are discussed throughout (QA6). However, no specific data source repository/project details are disclosed (QA3), no open-source artifacts are me"
15c9808b,DEVELOPMENT OF A TOOLKIT FOR ANALYZING SOFTWARE DEBUGGING PROCESSES USING THE CONSTRUCTIVE APPROACH,10.15587/1729-4061.2020.215090,2020.0,Eastern European Journal of Enterprise Technologies,scopus,include,"O artigo aplica claramente Process Mining (ProM) para análise de event logs coletados de um IDE (Visual Studio) durante o processo de debugging de software, implementando conformance checking e descoberta de padrões comportamentais. Atende decisivamente IC1 (Process Mining em Software) sem evidência de critérios de exclusão.",IC1,,True,"The EventType listing contains all possible types of events that are being tracked. 2 shows the architecture of a top-level, developed software tool. 2 shows two main components: Debug Event Tracker and Debug Event Analyzer. Debug Event Tracker is an extension to Microsoft Visual Studio, written in C#. The component is responsible for collecting data from the current project debugging sessions and sending them to a remote server.","2 shows the architecture of a top-level, developed software tool. 2 shows two main components: Debug Event Tracker and Debug Event Analyzer.","Média: relação indireta com a SLR, mais útil como contexto, método adjacente ou estudo complementar.","Apoio de ia/nlp/ontologia, proposta de framework/modelo.",Proposta metodológica com evidência limitada.,Limitações não ficaram explícitas no texto extraído; convém validar na leitura completa.,Qualidade e testes.,Fonte dos dados não identificada com clareza na extração automática.,IA/NLP/aprendizado de máquina.,RQ1,EC3?,"Design/Arquitetura, Qualidade/Testes",L0,Média,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,True,avaliado_llm,"LLM-scored (claude-haiku-4-5-20251001): Clear research objective stated (analyze software debugging processes using PM). SE context is specified (IDE debugging, student training). Data source is named (event logs from Microsoft Visual Studio extension). PM technique explicitly identified (ProM platform, conformance checking). Empirical validation evident through toolkit implementation and application. Process quality metrics implied via conformance checking evaluation. No reproducibility details or threats to validity discussion provided."
5029f905,Detecting Sudden Drift for Single-Instance Log in Software Development Process,10.1109/PHM-Besancon49106.2020.00069,2020.0,2020 Prognostics and Health Management Conference (PHM-Besançon),ieee,include,"O artigo aplica detecção de drift (técnica central de process mining) especificamente em logs de processos de desenvolvimento de software, utilizando análise de mudanças em relações de sucessão direta para identificar pontos de mudança. Atende claramente IC1 (process mining aplicado a artefatos/logs de SW) e IC4 (mineração de repositórios/logs para descobrir padrões em processos de SW). Nenhum critério de exclusão é decisivo.",IC1|IC4,,True,"The current algorithm for detecting drift in the business process can only detect the drift of the log of multi-instance. However, the log generated in the software development process is mainly single-instance. Hence, this paper proposes an algorithm for detecting sudden drift of the log of single-instance. First, we apply the LDA topic model for the topic extraction of log in the software development process to obtain the log of single-instance. Then the location of the drift point of the single-instance log can be detected according to the change of the lowest frequency of direct successor relation. Finally, the location numbers of the actual drift points were obtained by corresponding to original data. Multiple sets of simulated data evaluate this algorithm. The results show that this algorithm can effectively detect the sudden drift location of the single-instance log in the software development process.",The results show that this algorithm can effectively detect the sudden drift location of the single-instance log in the software development process.,"Média: relação indireta com a SLR, mais útil como contexto, método adjacente ou estudo complementar.","Apoio de ia/nlp/ontologia, proposta de framework/modelo.",Proposta metodológica com evidência limitada.,Escopo empírico possivelmente restrito; dependência de modelagem e premissas do autor.,Contexto de processo de software não identificado com clareza na extração automática.,Fonte dos dados não identificada com clareza na extração automática.,IA/NLP/aprendizado de máquina.,RQ1,EC3?,Não definido,L0,Média,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,True,avaliado_llm,"LLM-scored (claude-haiku-4-5-20251001): Research objective is clearly stated (detecting sudden drift in single-instance logs). Software engineering context is specified (software development process logs). Drift detection algorithm and LDA topic model are formally named techniques. Empirical validation is mentioned (multiple simulated datasets evaluated). However, no specific data source is reproducibly described, no availability of code/data is mentioned, and no quality metrics (fitness, precision, etc.) are reported—only general effectiveness claims."
7cf00385,Mining Software Repositories for the Characterization of Continuous Integration and Delivery,10.1145/3422392.3422503,2020.0,ACM International Conference Proceeding Series,scopus,include,"O paper atende claramente IC1 e IC4: minera repositórios GitHub (artefatos de SW como commits, builds, CI/CD pipelines) para descobrir e caracterizar padrões de adoção de CI/CD em processos de desenvolvimento de software. Extrai e analisa métricas de event logs estruturados em repositórios. Nenhum EC se aplica — o foco é process mining em SW, não SW como ferramenta.",IC1|IC4,,True,"Continuous Integration (CI) and Delivery (CD) are software development practices increasingly adopted in industry, which aiming at ensuring quality and stability, and making the whole process more efficient and less error-prone. Software engineers that incorporate these practices may have difficulties trying to get an overview of the impact of adopting them and tracking progress. Therefore, performing analysis regarding the level of the application of CI/CD practices in a software repository can help to understand how such practices are adopted, which can result in a better characterization of their benefits and limitations. To support this analysis, we developed Garimpeiro, a web application that supports the characterization of open source repositories hosted on GitHub regarding the level of adoption of CI/CD practices. This paper describes how the tool extracts data from GitHub repositories by showing the execution workflow, high-level architecture, and involved assumptions to define metrics.","Therefore, performing analysis regarding the level of the application of CI/CD practices in a software repository can help to understand how such practices are adopted, which can result in a better characterization of their benefits and limitations. This paper describes how the tool extracts data from GitHub repositories by showing the execution workflow, high-level architecture, and involved assumptions to define metrics.",Média-alta: analisa processos ou artefatos de desenvolvimento com aderência prática ao tema.,Apoio de ia/nlp/ontologia.,Tipo de evidência indefinido a partir da extração automática.,Forte dependência da qualidade e cobertura dos logs/dados.,"Desenvolvimento/codificação, qualidade e testes, entrega e devops, contexto aplicado específico.","Repositório/vcs, pipeline ci/cd.",IA/NLP/aprendizado de máquina.,"RQ1, RQ3",IC4d,"Design/Arquitetura, Desenvolvimento, Qualidade/Testes, Entrega/DevOps",L0,Média,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,True,avaliado_llm,"LLM-scored (claude-haiku-4-5-20251001): Clear research objective: characterize CI/CD adoption in repositories. Software context well-described: GitHub repositories, CI/CD practices, development processes. Data source explicitly named: GitHub repositories with execution workflows and metrics extraction. However, no formal process mining or stochastic technique is named (QA4=0), no reproducibility statement about data/code availability (QA7=0), and no quantitative process model quality metrics reported (QA8=0). Threats to validity are not discussed (QA6=0)."
b7022ac2,Understanding What Software Engineers Are Working on: The Work-Item Prediction Challenge,10.1145/3387904.3389294,2020.0,Proceedings of the 28th International Conference on Program Comprehension (ICPC '20),acm,include,"O paper aborda explicitamente a predição de work items em processos de engenharia de software, combinando process mining, mining software repositories e machine learning. Atende IC1 (aplicação de process mining a artefatos de SW como work items e workflows) e IC4 (mineração de repositórios e logs de ferramentas para descobrir modelos de processo de desenvolvimento). Nenhum critério de exclusão se aplica — o domínio é claramente engenharia de software, o foco está no processo de desenvolvimento (",IC1|IC4,,True,"ca ll y Facebook Inc. While there exists significant related work on capturing and analyzing workflows of software engineers (e.g., in terms of the use of VCSs or IDEs [10, 15, 18]), this paper calls to arms on research addressing the WIP challenge in terms of the defining characteristics to enable work-item prediction for software engineering workflows in software-intensive organizations. Future work is needed to leverage, advance, and combine techniques from program comprehension, mining software repositories, process mining, and machine learning.","• We may instead attempt re-engineering to improve, for example, logging, thereby improving tool integration. It is clear that the developer works on several diffs concurrently, as indicated by the overlapping distances between ‘diff created’ and ‘diff shipped’ / ‘diff abandoned’ events. The chart shows the number of tools used per employee per day. Organizations aggregate performance data at different levels by means of Key Performance Indicators (KPIs) to inform decision making, for example, regarding the effectiveness of 3.1.1 Logging Foundation.",Alta: trata diretamente de mineração de processos aplicada ao desenvolvimento de software.,"Mineração de processos, apoio de ia/nlp/ontologia.",Tipo de evidência indefinido a partir da extração automática.,Limitações não ficaram explícitas no texto extraído; convém validar na leitura completa.,Contexto de processo de software não identificado com clareza na extração automática.,Logs de ide.,Mineração de processos.,"RQ2, RQ3","IC4a, IC4c",Não definido,L1,Alta,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,True,avaliado_llm,"LLM-scored (claude-haiku-4-5-20251001): The paper clearly states the research objective (work-item prediction challenge in software engineering workflows). It describes the SE context in detail (developers, incident responders, production engineers, tool integration, workflows). Data sources are mentioned (Facebook case study with multiple tools, logging infrastructure, work items). However, no specific PM or stochastic technique is formally named; no explicit quality metrics (fitness, precision, etc.) are reported; no validation approach beyond Facebook lessons learned is detailed; and no information on reproducibility (code/data a"
77fa80cd,A cluster analysis method of software development activities based on event log,10.2174/2666255813666191204144931,2021.0,Recent Advances in Computer Science and Communications,scopus,include,"O artigo aplica claramente process mining a artefatos de desenvolvimento de software (event logs do projeto jEdit), utilizando técnicas de feature extraction (Word2vec) e clustering (K-means) para descoberta e identificação de atividades de desenvolvimento. Atende IC1 sem violações de critérios de exclusão.",IC1,,False,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,True,avaliado_llm,"LLM-scored (claude-haiku-4-5-20251001): Research objectives are clearly stated (activity identification and discovery via event log mining). Software engineering context is specified (software development process, jEdit project). Data source is reproducibly named (jEdit project event logs). Specific techniques are formally identified (Word2vec for feature extraction, K-means clustering, silhouette coefficient). Empirical validation is present (practical jEdit case study). However, no discussion of validity threats, no data/code availability stated, and no process model quality metrics (fitness, precision, generalization, etc.) are r"
b123faf2,An analysis of Monte Carlo simulations for forecasting software projects,10.1145/3412841.3442030,2021.0,Proceedings of the ACM Symposium on Applied Computing,scopus,include,"O paper aplica modelagem estocástica (Monte Carlo simulations) para forecasting de métricas de processo de desenvolvimento de software (delivery date e effort), atendendo claramente IC3 (forecasting de métricas de processo de SW). Utiliza dados históricos de projetos (takt time, FTE allocation) e avalia a acurácia das previsões em contexto agile, sem evidência de exclusão por EC.",IC3,,True,"CCS CONCEPTS Forecasts of the effort or delivery date can play an important role in managing software projects, but the estimates provided by development teams are often inaccurate and time-consuming to produce. This is not surprising given the uncertainty that underlies this activity. This work studies the use of Monte Carlo simulations for generating forecasts based on project historical data. We have designed and run experiments comparing these forecasts against what happened in practice and to estimates provided by developers, when available. Comparisons were made based on the mean magnitude of relative error (MMRE).","In this section, we evaluate the delivery and effort forecasting approaches described in the previous section through a few experiments. For each approach, we discuss positive and negative points,",Alta: aborda modelagem ou simulação de processos de software com potencial analítico forte para a SLR.,"Simulação, apoio de ia/nlp/ontologia, proposta de framework/modelo.",Avaliação experimental.,Dependência de modelagem e premissas do autor.,Contexto de processo de software não identificado com clareza na extração automática.,Logs de ide.,Simulação.,RQ2,"IC4b, IC4c",Design/Arquitetura,L1,Alta,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,True,avaliado_llm,"LLM-scored (claude-haiku-4-5-20251001): Clear research objective (forecasting software project delivery and effort using Monte Carlo simulations). SE context explicitly stated (agile projects, user stories, sprints). Data sources described (project historical data, takt time, FTE allocation). Formal technique named (Monte Carlo simulations). Empirical validation with real project data and comparison to developer estimates. Limitations discussed (requirements on input data, accuracy variation with data volume). Quality metrics reported (MMRE: 32%, 20%, 134%). No explicit mention of data/code availability."
