internal_id,title,doi,year,QA1,QA2,QA3,QA4,QA5,QA6,QA7,QA8,qa_total,qa_include,qa_rationale,qa_scored_at,qa_model
fa2cb37b,Enhanced What-If Scenarios Generation by Bridging Generative Models and Process Simulation,10.1109/ICPM66919.2025.11220730,2025,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,True,"QA1: Clear research objectives stated (bridging GenAI and BPS for what-if scenarios). QA2: No specific SE context named (business process, software development, testing, etc. remain generic). QA3: No data source reproducibly described (no GitHub, Jira, public dataset, or industry partner named). QA4: Specific techniques mentioned (generative models, Business Process Simulation). QA5: Empirical validation present (comparison of methods and evaluation framework applied). QA6: Limitations acknowledged (current approaches fail to capture interdependencies, parameter adjustment challenges). QA7: No",2026-04-28T15:00:56.029913+00:00,claude-haiku-4-5-20251001
7f6a881a,Declarative Process Mining for Software Processes: The RuM Toolkit and the Declare4Py Python Library,10.1007/978-3-031-49269-3_2,2024,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6.0,True,"The study clearly presents two tools (RuM Toolkit, Declare4Py) for declarative process mining in software processes, with explicit SE context (software development), event logs as data source, and named techniques (declarative process mining). Tools/code availability suggests reproducibility. No formal process model quality metrics (fitness, precision, etc.) are mentioned in the screening evidence.",2026-04-28T15:00:57.033570+00:00,claude-haiku-4-5-20251001
ed0ab009,PRIMAD: Building Digital Twins for Software Development Lifecycle within an Evolutionary Architecture,10.1109/SWC65939.2025.00261,2025,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6.0,True,"Research objective is clear (building DT for SDLC). SE context explicitly described (issue-tracking, JIRA, SDLC). Data source named (JIRA issue-tracking systems). Stochastic techniques formally defined (pm4py, Akka actor system, LightGBM). Preliminary empirical validation mentioned. Open-source tools (pm4py, Akka, LightGBM) used. No process quality metrics (fitness, precision, F1) reported; no threats to validity discussed.",2026-04-28T15:00:57.321225+00:00,claude-haiku-4-5-20251001
373ad20e,Applying Process Mining: The Reality of a Software Development SME,10.3390/app14041402,2024,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,True,"The study clearly states research objectives (improving process efficiency in software SMEs via process mining). The SE context is explicitly described (SME software development using L* life cycle model). Data source is identified (event logs from two real projects in the SME). Process mining techniques are named (control flow discovery, conformance checking with time and organization perspectives). Empirical validation via case study of two real projects is present. Threats to validity are discussed (data extraction challenges, communication issues, documentation gaps). Process model quality",2026-04-28T15:00:57.494787+00:00,claude-haiku-4-5-20251001
9ffa3123,Comparative Study of Reinforcement Learning in GitHub Pull Request Outcome Predictions,10.1109/SANER60148.2024.00057,2024,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,True,"Clear research objective on RL-based PR outcome prediction. SE context explicitly stated (GitHub, pull-based development, PR review processes). Data source identified as GitHub repositories with PR features and discussions. Markov Decision Processes formally named as stochastic technique. Empirical validation through comparison with baseline models across multiple data splits. Datasets made publicly available for reproducibility. G-mean and performance metrics reported. No explicit discussion of threats to validity or generalizability limitations.",2026-04-28T15:00:57.513104+00:00,claude-haiku-4-5-20251001
fda7184e,Supporting software evolution actions with process mining,,2023,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,True,"Clear research objective on using PM to support software evolution (QA1). Software engineering context specified: Electronic Document Management System with administrative procedures (QA2). Data source identified: logs from EDMS administrative procedures (QA3). No specific PM technique formally named (QA4). Empirical case study provided on EDMS (QA5). No process model quality metrics (fitness, precision, etc.) or validity threats discussed (QA6, QA8). Reproducibility not stated (QA7).",2026-04-28T15:00:57.572748+00:00,claude-haiku-4-5-20251001
3430f3d0,A Stochastic Approach Based on Rational Decision-Making for Analyzing Software Engineering Project Status,10.1007/978-3-031-49266-2_12,2024,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,True,"Research objective is clear (project status prediction using HMMs). SE context is described (software engineering organization, project management). HMM and Baum-Welch algorithm are formally named. Empirical validation is mentioned (tested with project-specific models on real data). However, no specific data source is named (no repository, project names, or dataset identification), no validity threats are discussed, no reproducibility artifacts are mentioned, and no quantitative metrics (accuracy values, precision, recall, RMSE) are reported despite mentioning 'accuracy'.",2026-04-28T15:00:57.656291+00:00,claude-haiku-4-5-20251001
61cb2257,Transforming Cognitive Maps into Markov Process Models for Software Development Projects,10.1109/SIST58284.2023.10223535,2023,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,False,"QA1: Abstract clearly states research aim (transforming cognitive maps into Markov chains for software projects). QA2: Software development projects explicitly mentioned as context. QA4: Markov chains formally named as the stochastic technique. QA5, QA6, QA7, QA8: No empirical validation, threats to validity, reproducibility data, or quality metrics reported in the abstract; appears to be a conceptual/methodological proposal.",2026-04-28T15:00:57.957749+00:00,claude-haiku-4-5-20251001
c7d555aa,Mining Pull Requests to Detect Process Anomalies in Open Source Software Development,10.1145/3597503.3639196,2024,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,True,"Study clearly states objective to investigate trustworthiness of PR processes via process mining (QA1). Software engineering context is well-defined: OSS development on GitHub with pull request workflows (QA2). Data source is reproducibly described: 17,531 PRs from 18 OSS projects on GitHub (QA3). Process mining technique is formally named: control-flow and semantic anomaly detection with root cause analysis (QA4). Empirical validation through real-data application on GitHub projects (QA5). Limitations discussed regarding project diversity and process variation (QA6). Process quality metrics i",2026-04-28T15:00:58.168281+00:00,claude-haiku-4-5-20251001
bbfaa5a6,Mathematical model of the software development process according to the 'outsource' scheme,10.1109/DESSERT61349.2023.10416494,2023,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,False,"QA1: Clear research objective to develop a mathematical model for probabilistic-temporal analysis of outsourced software development. QA2: Software engineering context explicitly stated ('outsourcing scheme', project complexity, collaboration, methodologies). QA4: Stochastic techniques named (probabilistic transitions, probabilistic distributions, statistical methods). QA3, QA5-QA8: No empirical validation, data sources, reproducibility, or quality metrics reported; appears to be purely conceptual/theoretical modeling without case study or evaluation.",2026-04-28T15:00:59.179478+00:00,claude-haiku-4-5-20251001
5b7858a6,Mapping Process Mining Techniques to Agile Software Development Perspectives,10.5220/0011850500003464,2023,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,False,"Clear research objectives stated (mapping PM techniques to ASD perspectives via literature review). SE context well-defined (Agile, Scrum, XP, event logs). PM techniques explicitly named (discovery, conformance, enhancement). However, this is a literature review without empirical validation on real data, no specific data source is named, no validity threats discussed, no code/data availability mentioned, and no quality metrics reported.",2026-04-28T15:00:59.255832+00:00,claude-haiku-4-5-20251001
56342950,Fault-insertion and fault-fixing behavioural patterns in Apache Software Foundation Projects,10.1016/j.infsof.2023.107187,2023,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,True,"Study clearly states research objectives (fault insertion/fixing patterns), describes SE context (Apache projects, developer activities), names data source (twelve Apache projects repositories), formally defines three stochastic techniques (Petri-net, Markov Chain, Hawkes Processes), performs empirical evaluation on real projects with analysis of developer behavior patterns, discusses differences across projects and limitations. No explicit mention of code/data availability.",2026-04-28T15:00:59.462016+00:00,claude-haiku-4-5-20251001
60f3005f,Discovery and Simulation of Business Processes with Probabilistic Resource Availability Calendars,10.1109/ICPM60904.2023.10271965,2023,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,True,"Study clearly states objectives (probabilistic resource availability modeling), describes business process simulation context, proposes discovery algorithm from event logs, employs stochastic modeling (probabilistic calendars), includes empirical validation comparing temporal distributions and cycle times, discusses limitations of crisp calendars, and reports quality metrics (temporal distribution replication, cycle time accuracy). Data/code availability not mentioned.",2026-04-28T15:00:59.488131+00:00,claude-haiku-4-5-20251001
21851bba,Exploring Collaboration Patterns in GitHub Using Discrete Time Markov Chain,10.1109/APSEC60848.2023.00090,2023,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,True,"Research objective is clearly stated (analyzing collaboration patterns in GitHub). Software context is well-defined (GitHub repositories, commits, pull requests). Data source is explicitly named (GitHub repositories). Discrete Time Markov Chain is formally specified as the stochastic technique. Empirical evaluation is mentioned via probabilistic temporal logic and model checking. However, no specific threats to validity are discussed, no reproducibility artifacts (dataset/code) are mentioned, and no quantitative process model quality metrics (fitness, precision, etc.) are reported—only qualita",2026-04-28T15:00:59.718058+00:00,claude-haiku-4-5-20251001
43e84ac4,MINDS: An NLP-Driven Process Mining Framework for Superior Microservices Decomposition,10.1109/ACCESS.2025.3639460,2025,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,True,"Clear research aim: automated microservice decomposition via PM+NLP. SE context explicitly stated: monolithic-to-microservices refactoring. Data source: event logs with 6,000 activities each from four applications. PM technique clearly named: inductive mining with NLP integration. Empirical validation on four applications with quality metrics (cohesion, coupling, fitness, precision). Limitations discussed (single vs. multi-dimensional, behavioral insights). No explicit mention of code/data availability. Multiple quality metrics reported (fitness, precision, cohesion, coupling scores).",2026-04-28T15:01:00.023767+00:00,claude-haiku-4-5-20251001
82ce5370,An AI-Enhanced Process Mining Framework for Software Process Insights,10.1109/KSE59128.2023.10299475,2023,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,True,"Clear research objective stated (process mining framework for software process insights). Software engineering context explicitly described (version control systems, e-commerce web applications development). Data source identified (version control systems extracting event logs). However, no specific PM technique formally named (ontology-based approach mentioned but not a standard PM algorithm like alpha miner). No validity threats discussed, no reproducibility information provided, and no quality metrics reported.",2026-04-28T15:01:00.067932+00:00,claude-haiku-4-5-20251001
d65695c6,A stochastic petri net model of continuous integration and continuous delivery,10.1109/RAMS51473.2023.10088212,2023,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,True,"Clear research objective stated (quantitatively guide CI/CD process quality via probability of timely delivery). Software engineering context explicitly named (CI/CD pipeline, continuous integration, continuous delivery). Stochastic Petri net technique formally identified. Empirical validation demonstrated through sensitivity analysis. However, no specific data source/dataset is named, reproducibility not stated, and threats to validity are not discussed.",2026-04-28T15:01:00.134883+00:00,claude-haiku-4-5-20251001
1b7688b7,Process Mining from Jira Issues at a Large Company,10.1109/ICSME58846.2023.00055,2023,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,True,Clear research aim to recover developer processes from Jira using process mining (QA1). Software context explicitly stated: maintenance workflows at large company with 74 repositories across 24 teams (QA2). Data source reproducibly described: Jira issues from named industrial partner (QA3). No specific PM technique formally named—only generic process-mining approach mentioned (QA4). Empirical validation through real case study with multiple teams (QA5). Limitations implicitly discussed regarding process deviations and insights (QA6). No mention of code/data availability (QA7). No quality metri,2026-04-28T15:01:00.337873+00:00,claude-haiku-4-5-20251001
b8fc130d,Unearthing open source decision-making processes: A case study of python enhancement proposals,10.1002/spe.3128,2022,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,True,"Clear research objective to discover decision-making processes in OSS; SE context explicitly named (Python Enhancement Proposals, OSS governance); data source reproducibly described (1.54 million email messages from Python project); process mining techniques formally named (discovery, visualization, structural analysis); empirical validation through case study with steering council evaluation; limitations discussed (framework extensibility, prior work comparison); however, no metrics like fitness/precision reported and no dataset/code availability stated.",2026-04-28T15:01:01.285744+00:00,claude-haiku-4-5-20251001
88087b27,Understanding Coding Behavior: An Incremental Process Mining Approach,10.3390/electronics11030389,2022,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,True,"Clear research objective on understanding coding behavior via incremental process mining. SE context is explicitly defined (IDE and VCS interactions in academic Java programming). Data source is well-described (customized IDE and VCS event logs from 6 novice students). Incremental process mining technique is formally named. Empirical evaluation conducted on real student programming sessions. However, no specific quality metrics (fitness, precision, etc.) are reported, no explicit discussion of threats/limitations, and no mention of data/code availability.",2026-04-28T15:01:01.634249+00:00,claude-haiku-4-5-20251001
b5ffb64d,Mining Fork-Including Software Development Traces,10.1007/978-3-031-07481-3_12,2022,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6.0,True,"Clear research objective on fork-type characteristics in open-source development. SE context explicitly stated (880 Java projects, action/observation events). Data source named (open-source projects with forks). Process mining explicitly mentioned as technique. Empirical evaluation on real projects. Dataset availability indicated by 'This dataset relates to the paper' statement. No specific process model quality metrics (fitness, precision, recall, F1) reported in abstract.",2026-04-28T15:01:01.834945+00:00,claude-haiku-4-5-20251001
f52cb3e1,Intervention of knowledge flows in software process mining projects,10.1109/ENC56672.2022.9882931,2022,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,True,"Research objectives are clearly stated (process mining to analyze knowledge flows in software development). SE context is named (software development company, process repositories). Process mining techniques are formally mentioned (process discovery, conformance checking, process improvement). Empirical validation exists (experience report from Mexican software company). However, data source origin is not reproducibly described, threats to validity are not discussed, reproducibility materials are not mentioned, and no quality metrics for process models are reported.",2026-04-28T15:01:02.020398+00:00,claude-haiku-4-5-20251001
fbe93e3d,Software Process Evaluation from User Perceptions and Log Data,10.1002/smr.2438,2022,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,True,"Research objectives are clearly stated (three RQs on SDM insights and improvements). SE context is detailed (software development methodologies, tools logs, developer/manager roles). Data source is described (software development tools logs, questionnaires). Process mining is formally named as the technique. Empirical evaluation via single case study confirms QA5. Limitations and generalizability concerns are explicitly discussed (cultural settings, tool availability constraints). However, no dataset or code availability is mentioned, and no quantitative process model quality metrics (fitness,",2026-04-28T15:01:02.069407+00:00,claude-haiku-4-5-20251001
e4f9257c,An Intelligent Methodology to Enhance Requirements Engineering in Multidisciplinary Projects,10.1109/CCECE49351.2022.9918286,2022,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,True,"Research objectives are clearly stated (process mining analysis and automated effort estimation). SE context is well-defined (agile/Scrum, requirements engineering, virtual healthcare system). Data sources are explicitly named (Jira, GitHub). Process mining technique is mentioned as the core method. Empirical validation occurs via case study application. However, no threats to validity are discussed, no dataset/code availability is mentioned, and no formal quality metrics (fitness, precision, etc.) are reported—only qualitative improvements ('more clear picture', 'mitigated change requests').",2026-04-28T15:01:02.395599+00:00,claude-haiku-4-5-20251001
7eebcd00,"Process Mining Model Integrated with Control Flow, Case, Organizational and Time Perspectives in a Software Development Project",10.1109/CONISOFT55708.2022.00022,2022,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,True,"Clear research objective on process mining for software development validation (QA1). Software engineering context is specific: Jira and GitHub in a small development organization (QA2). Data sources are reproducibly named: Jira Issue Tracking System, GitHub version control, and private organizational systems (QA3). Process mining technique is formally identified: discovery and conformance checking across control flow, organizational, case, and time perspectives (QA4). Empirical evaluation is evident through real-data application on an actual software project (QA5). No explicit discussion of v",2026-04-28T15:01:02.444682+00:00,claude-haiku-4-5-20251001
eeee1fa8,Identifying Possible Improvements of Software Development Life Cycle (SDLC) Process of a Bank by Using Process Mining,10.1142/S0218194022400010,2022,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,True,"Clear research objective stated (identify SDLC process improvements via process mining). SE context explicitly described (software development life cycle in banking sector). Data source identified (Kuveyt Turk Participation Bank's SDLC data). Specific PM technique named (bupaR for process mining discovery). Empirical validation present (real case study with expert evaluation). However, no discussion of limitations/threats, no mention of data/code availability, and no formal quality metrics (fitness, precision, recall, F1) reported.",2026-04-28T15:01:02.649412+00:00,claude-haiku-4-5-20251001
4b34f7a5,Unveiling process insights from refactoring practices,10.1016/j.csi.2021.103587,2022,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,True,"Study clearly states objectives (QA1: liaison between developer activities and software complexity via process mining). SE context is well-defined (QA2: refactoring task, IDE events, 117 developers, 71 teams). Data source is reproducibly described (QA3: IDE work sessions, 320 events collected). Process mining technique is formally named (QA4: process mining methods applied to model processes and extract metrics). Empirical validation is present (QA5: case study with 117 developers, 71 teams classifying refactoring practices). Limitations discussed (QA6: agnostic to language/location mentioned,",2026-04-28T15:01:03.071240+00:00,claude-haiku-4-5-20251001
6f295ec6,Using process mining for Git log analysis of projects in a software development course,10.1007/s10639-021-10564-6,2021,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,True,"Study clearly applies process mining to Git logs (QA1, QA4), with software development course as SE context (QA2). Git repositories are named as data source (QA3), and empirical evaluation in real educational setting is indicated (QA5). However, no threats to validity, reproducibility artifacts, or process model quality metrics (fitness, precision, etc.) are mentioned in the screening summary.",2026-04-28T15:01:03.634980+00:00,claude-haiku-4-5-20251001
e3d29a38,SIMPT: Process Improvement Using Interactive Simulation of Time-Aware Process Trees,10.1007/978-3-030-75018-3_40,2021,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,False,"Research objective is clearly stated (interactive simulation for process improvement and what-if analysis). Software engineering context is described (process mining, event logs, process discovery, conformance checking). Process trees and simulation techniques are formally named. However, no specific data source is identified, no empirical validation results are presented (abstract only), threats to validity are not discussed, reproducibility is not mentioned, and no quality metrics are reported.",2026-04-28T15:01:04.071635+00:00,claude-haiku-4-5-20251001
ae9983fa,A Stochastic Petri net Model of Continuous Integration and Continuous Delivery,10.1109/ISSREW55968.2022.00050,2022,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,True,"Research objective clearly stated (analyzing CI/CD pipelines for probability of timely delivery). SE context well-described (CI/CD pipelines in modern software development). Stochastic Petri net formally named as technique. Empirical validation via sensitivity analysis demonstrated. However, no specific data source named, no threats to validity discussed, no reproducibility support mentioned, and no formal PM quality metrics (fitness, precision, etc.) explicitly reported—only probability of timely delivery.",2026-04-28T15:01:04.145121+00:00,claude-haiku-4-5-20251001
c894f613,Monitoring a CI/CD Workflow Using Process Mining,10.1007/s42979-021-00830-2,2021,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,True,"Study applies process mining to CI/CD workflows with clear SE context (continuous integration/delivery) and event log sources (Apache Kafka integration from heterogeneous CI/CD artifacts). Process mining technique is named; empirical application to real CI/CD monitoring is evident. However, no specific quality metrics (fitness, precision, etc.), threats to validity, or data/code availability are mentioned in the provided information.",2026-04-28T15:01:04.270753+00:00,claude-haiku-4-5-20251001
7b0b22ea,Studying Task Processes for Improving Programmer Productivity,10.1109/TSE.2019.2904230,2021,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,True,Clear research objective on improving programmer productivity via task process analysis (QA1). SE context explicitly stated: live projects at CMMI Level 5 company with programmer task execution (QA2). Data source reproducibly described: video screen capture of programmers executing assigned tasks at Robert Bosch Engineering and Business Solutions Limited (QA3). Stochastic technique formally named: Markov chain modeling of task processes (QA4). Empirical validation via case study with real projects and programmer groups (QA5). Limitations and generalizability briefly discussed regarding transfe,2026-04-28T15:01:04.708936+00:00,claude-haiku-4-5-20251001
483d7725,DevOps workflow verification and duration prediction using non-Markovian stochastic Petri nets,10.1002/smr.2329,2021,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,True,"Clear research objectives stated in abstract (workflow verification and duration prediction). DevOps context explicitly named as SE setting. Non-Markovian Stochastic Petri Nets formally defined. MATLAB simulation case study provides empirical validation. Duration/delay metrics are evaluated. However, no reproducible data source named, no code/dataset availability mentioned, and no threats to validity discussed.",2026-04-28T15:01:05.004535+00:00,claude-haiku-4-5-20251001
9c4cc898,Extracting Process Features from Event Logs to Learn Coarse-Grained Simulation Models,10.1007/978-3-030-79382-1_8,2021,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,True,"The title and prior screening clearly state research objectives (extracting process features from event logs for simulation models). Event logs are mentioned as data source. System Dynamics is a named stochastic technique. However, software engineering context is unclear/not stated, threats to validity are not discussed, reproducibility/data availability is not mentioned, and specific PM quality metrics are not reported in the available text.",2026-04-28T15:01:05.182449+00:00,claude-haiku-4-5-20251001
db43c22c,Evaluating the Effectiveness of Software Development Processes Based on Probabilistic Causal Models,10.1109/SUMMA53307.2021.9632118,2021,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,True,"QA1: Research objective is clear—assessing effectiveness of Agile processes using probabilistic causal models. QA2: SE context is explicitly described (Agile methodology, software development, sprints). QA4: Markov chains are formally named as the mathematical apparatus. QA5: An empirical example of evaluating a software development process within an Agile sprint is presented. QA3, QA6, QA7, QA8: No specific data source is named (no repository, project, or dataset identified); no threats to validity or generalizability discussed; reproducibility not addressed (no code/data availability stated)",2026-04-28T15:01:05.186732+00:00,claude-haiku-4-5-20251001
f59b10d5,Continuous Build Outcome Prediction: A Small-N Experiment in Settings of a Real Software Project,10.1007/978-3-030-79463-7_35,2021,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,True,"The title clearly states a research objective (build outcome prediction). SE context is explicit (CI/CD, real software project, repository mining). Data source is identified (version control repository in a real project). However, no specific stochastic/PM technique is named, threats to validity are not discussed, and reproducibility/code availability is not mentioned. Process model quality metrics are implied through build outcome prediction accuracy evaluation.",2026-04-28T15:01:05.516029+00:00,claude-haiku-4-5-20251001
abfd6b2e,Business process analysis of programmer job role in software development using process mining,10.1016/j.procs.2021.12.191,2021,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,True,"Study clearly states objective of identifying programmer workflow using process mining on commit/collaboration tool event logs. Software context (development team roles), data source (collaboration tools, commit data), and PM technique (process mining workflow discovery) are explicitly named. Quality issues (deadlocks, synchronization problems, etc.) are identified, SEQUAL framework is applied as evaluation metric, and limitations/threats are discussed. However, no mention of dataset/code availability or reproducibility package.",2026-04-28T15:01:06.147698+00:00,claude-haiku-4-5-20251001
