internal_id,source_db,source_query_id,source_query_label,doi,title,authors,year,abstract,venue,doc_type,keywords,url,publisher,ta_decision,ta_rationale,ta_matched_ic,ta_matched_ec,ta_screened_at,ta_batch_id
76c0757a,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1109/DSA51864.2020.00087,Test Suite Generation for Software Reliability Testing Based on Hybrid Musa and Markov Method,Yin L.,2020,"As a large software-intensive system, the reliability of complex equipment system has a significant impact on the weapon equipment operational effectiveness and the battle field survival rate. Construction of software testing profile is the difficulty in the software reliability testing. The existing theory of software reliability test profile can not satisfy the needs of reliability test for complicated complex equipment system. In addition, it’s lack of effective methods for generating test data. Hence, a new method, which combines Musa profile and Markov chain model, is proposed to achieve the task profile division. Then based on the obtained operational profile model and the Markov state transition model, reliability test cases can be given. This method helps to solve the problem of multiple profile division for complex equipment system, and has a stable test case framework. In addition, this method is instructive and meaningful for software reliability test.",Proceedings 2020 7th International Conference on Dependable Systems and their Applications Dsa 2020,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85100573696,,exclude,"O artigo foca em geração de casos de teste para confiabilidade de software usando perfis operacionais e cadeias de Markov, mas não aborda process mining, descoberta de processos em artefatos de desenvolvimento de SW, ou forecasting de métricas de processo de desenvolvimento. Trata-se de teste de software e modelagem de confiabilidade, não da intersecção entre process mining e processos de desenvolvimento de SW.",,EC2,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
b399cadf,scopus,scopus_principal,Principal,10.1371/journal.pcbi.1005897,Fluctuating Finite Element Analysis (FFEA): A continuum mechanics software tool for mesoscale simulation of biomolecules,Solernou A.,2018,"Fluctuating Finite Element Analysis (FFEA) is a software package designed to perform continuum mechanics simulations of proteins and other globular macromolecules. It combines conventional finite element methods with stochastic thermal noise, and is appropriate for simulations of large proteins and protein complexes at the mesoscale (length-scales in the range of 5 nm to 1 μm), where there is currently a paucity of modelling tools. It requires 3D volumetric information as input, which can be low resolution structural information such as cryo-electron tomography (cryo-ET) maps or much higher resolution atomistic co-ordinates from which volumetric information can be extracted. In this article we introduce our open source software package for performing FFEA simulations which we have released under a GPLv3 license. The software package includes a C ++ implementation of FFEA, together with tools to assist the user to set up the system from Electron Microscopy Data Bank (EMDB) or Protein Data Bank (PDB) data files. We also provide a PyMOL plugin to perform basic visualisation and additional Python tools for the analysis of FFEA simulation trajectories. This manuscript provides a basic background to the FFEA method, describing the implementation of the core mechanical model and how intermolecular interactions and the solvent environment are included within this framework. We provide prospective FFEA users with a practical overview of how to set up an FFEA simulation with reference to our publicly available online tutorials and manuals that accompany this first release of the package.",Plos Computational Biology,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85044772320,,exclude,"O artigo trata de simulação biomolecular (proteins, macromoléculas) usando análise de elementos finitos estocásticos. Não há qualquer relação com processos de desenvolvimento de software, event logs, repositórios de código ou modelagem estocástica de processos de SW. Domínio claramente fora do escopo (bioinformática/biofísica).",,EC1,2026-04-12T20:07:33.942322+00:00,msgbatch_01WA34s6KYBnqTEYDoeQMa8p
6da2c219,scopus,scopus_principal,Principal,10.1007/11944836_3,Approximation algorithms for 2-stage stochastic optimization problems,Swamy C.,2006,,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84982914816,,exclude,"O artigo trata de algoritmos de aproximação para otimização estocástica em dois estágios, que é um tópico puramente teórico de otimização matemática. Sem resumo disponível e com base apenas no título, não há evidência de aplicação a processos de software ou event logs. O escopo é genérico em otimização, sem ligação clara aos critérios de inclusão (PM em SW, modelagem estocástica de processos de desenvolvimento, forecasting de métricas de processo, ou mineração de repositórios).",,EC3,2026-04-12T20:10:37.857356+00:00,msgbatch_01WubbEWrx98tudf2aLE6X3r
73d200fc,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1145/2814270.2814319,Finding deep compiler bugs via guided stochastic program mutation,Le V.,2015,,Proceedings of the Conference on Object Oriented Programming Systems Languages and Applications OOPSLA,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84958604903,,exclude,"O artigo trata de mutação de programas e descoberta de bugs em compiladores. Embora use técnicas estocásticas, não aborda process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo ou mineração de repositórios de desenvolvimento. O foco é em testes de software (compiler testing), não em processos de desenvolvimento de software.",,EC2,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
cc5747af,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1108/JQME-08-2020-0089,Reliability assessment for multi-state automatic ticket vending machine (ATVM) through software and hardware failures,Kumar A.,2022,"PurposeThis paper presents the performance analysis of the automatic ticket vending machine (ATVM) through the functioning of its different hardware and software failures.Design/methodology/approachFrequent failures in the working of ATVM have been observed; therefore, the authors of the paper intend to analyze the performance measures of the same. Authors have developed a mathematical model based on different hardware and software failures/repairs, which may occur during the operation, with the help of the Markov process. The developed model has been solved for two kinds of failure/repair rates namely variable failures (very much similar to real-time failure) and constant failures. Lagrange's method and Laplace transformation are used for the solution of the developed model.FindingsReliability and mean time to failure of the ATVM are determined. Sensitivity analysis for ATVM is also carried out in the paper. Critical components of the ATVM, which affect the performance of the same, in terms of reliability and MTTF are also identified.Originality/valueA mathematical model based on different hardware and software failures/repairs of ATVM has been developed to analyze its performance, which has not been done in the past.",Journal of Quality in Maintenance Engineering,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85102207306,,exclude,"O artigo aplica modelagem estocástica (Markov) a um sistema de máquina de venda de tickets (ATVM), não a processos de desenvolvimento de software. Embora mencione 'software failures', o contexto é de confiabilidade de máquinas, não de processos de engenharia de software, atendendo claramente EC1 (domínio fora de SW).",,EC1,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
bdcd2ba0,ieee,ieee_manual_01,IEEE Manual 01,10.1109/MIPRO60963.2024.10569435,Process Mining: Application in Practice,"Vukšić, Vesna Bosilj; Ivančić, Lucija; Vugec, Dalia Suša",2024,"Process mining is a concept that is not new, and software in this area is well represented on the market. The academic interest is reflected in a relatively large number of articles dealing with this topic. However, the practical implementation does not quite match these development trends. The aim of this study is therefore to investigate (1) the industries in which process mining is used and (2) the specific software used for this purpose. For the study, a systematic literature review was conducted by examining articles published in the last 5 years in Clarivate Analytics’ Web of Science (WoS) database. Based on the collected results, a bibliographic analysis was performed, the case studies on the application areas of process mining were analyzed and the software used was systematized. In addition, the identified benefits, current status, trends and challenges in the implementation of this concept in practice were analyzed. Considering the limitations of the research, guidelines for the scientific community are proposed to guide future research. Furthermore, approaches are proposed that could contribute to a stronger application of process mining in business practice.",2024 47th MIPRO ICT and Electronics Convention (MIPRO),conference paper,Industries; Systematics; Databases; Bibliographies; PROM; Market research; Software; process mining; software; case study; systematic literature review,,,exclude,"O artigo é uma revisão sistemática secundária sobre aplicações práticas de process mining em diversos domínios (indústrias genéricas), sem foco específico em processos de desenvolvimento de software. Não há evidência de que os casos de uso analisados envolvam SW engineering ou que a mineração seja aplicada a artefatos de software (commits, issues, PR, CI/CD).",,EC1|EC4,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
aa68db1c,scopus,scopus_principal,Principal,10.1109/CISE.2010.5677073,Algorithm for weighted hasse diagram and its application,Shuhua M.,2010,,2010 International Conference on Computational Intelligence and Software Engineering Cise 2010,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-79951611446,,exclude,Título menciona algoritmo para Hasse diagrams ponderados sem clareza de aplicação a processos de software. Ausência de resumo impede avaliação de possível conexão com process mining ou modelagem estocástica em SE. Contexto sugere contribuição algorítmica genérica (EC3) sem evidência de aplicação a artefatos ou processos de desenvolvimento de software.,,EC3,2026-04-12T20:10:37.857356+00:00,msgbatch_01WubbEWrx98tudf2aLE6X3r
61adb9a6,scopus,scopus_principal,Principal,10.1016/j.matpr.2020.06.446,"A review on simulation in digital twin for aerospace, manufacturing and robotics",Phanden R.K.,2020,"Abstract The Digital Twin (DT) is known as a computer-generated equivalent of a physical system. It is used to simulates for different objectives through the real-time harmonization of data received from the field. The prime interpretation of DT is very close link to simulation technique and software used. This relation can be viewed in two approaches viz., (i) DT is model to present the system based upon the various kinds of simulations techniques and tools and, (ii) DT as simulation of the system itself. In the aerospace, simulations replicate the continuous time history of flights, producing vast amount of data of simulations in order to recognize what the aircraft has undergone and to project forthcoming maintenance requirements and intrusions using various applications based simulation techniques, Computational Fluid Dynamics (CFD), Computer-Aided Engineering (CAE), Finite Element Methods (FEM) and Monte Carlo simulation. In case of manufacturing, the simulation helps to mimic the complex behavior of production procedures considering the effects of design constraints, human interventions, and any other external disturbances. In robotics, the simulation is mainly concern with the virtual commissioning of task in order to improve the control algorithms for robots in the course of development stage. In this paper, various recent contributions on simulation-based DT and DT-based simulation models proposed by researchers in the field of aerospace, manufacturing and robotics have been presented. The motivation behind this review is to pave the way and clarify the conceptual foundations on the adaptation of simulation techniques and software to develop DT for various applications.",Materials Today Proceedings,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85100450784,,exclude,"O paper trata de Digital Twin e simulação em aerospace, manufacturing e robotics, mas não aborda process mining, modelagem estocástica de processos de SW, forecasting de métricas de desenvolvimento, ou mineração de repositórios de software. O domínio principal está fora de engenharia de software (EC1), e 'software' aqui refere-se a ferramentas de simulação, não ao processo sendo estudado (EC2).",,EC1|EC2,2026-04-12T20:07:33.942322+00:00,msgbatch_01WA34s6KYBnqTEYDoeQMa8p
d252afe8,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1109/QRS-C.2016.69,"A Resource Optimization Algorithm of Cloud Data Center Based on Correlated Model of Reliability, Performance and Energy",Luo L.,2016,,Proceedings 2016 IEEE International Conference on Software Quality Reliability and Security Companion Qrs C 2016,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84991818066,,exclude,"O título aborda otimização de recursos em data centers de nuvem com foco em confiabilidade, desempenho e energia. Sem abstract disponível, mas o tema não demonstra relação com process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo ou mineração de repositórios de desenvolvimento. Atende EC1 (domínio fora de SW - infraestrutura de cloud) e EC2 (software como ferramenta/sistema, não como processo sendo estudado).",,EC1|EC2,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
6fd5d54c,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1115/ICONE29-89440,APPLICATION OF RECURRENT NEURAL NETWORK IN IMPROVING SOFTWARE RELIABILITY MODEL OF REACTOR PROTECTION SYSTEM,Li D.,2022,"The safety-critical software of Reactor Protection System (RPS) plays a significant role for the safe operation of the Nuclear Power Plant (NPP). The reliability analysis of safety-critical software is also expected by the nuclear regulation agencies and the software development groups for test evaluation and optimization.
 Software Reliability Growth Model (SRGM) is a commonly used reliability model. SRGMs can be divided into Markov model, non-homogeneous Poisson process (NHPP) model and so on according to the stochastic process method of its application. The NHPP model occupies a significant proportion in the software reliability models, which considers the failure rate as a function of time and, in the ideal case, the failure rate decreases with the removal of faults; after the software is released, the failure rate no longer changes unless the software is debugged again.
 SRGM researches are based on the recorded software error data which are a set of time series data and collected during software development. There are lots of extensive and in-depth researches to improve the software reliability growth model, such as considering more hypothesis in software development, analyzing software error severity, and so on. The rapidly developed neural network technology provides a new kind of research tool to analyze these recorded data. This paper uses software error data to train a Recurrent Neural Network (RNN), the trained RNN can give more correct software reliability growth prediction and improve SRGM results.",International Conference on Nuclear Engineering Proceedings ICONE,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85143199562,,exclude,"O artigo aplica modelagem estocástica (SRGM, NHPP, RNN) a software de sistema de proteção nuclear, não a processos de desenvolvimento de software. Embora mencione 'dados de erro de software' coletados durante desenvolvimento, o foco é confiabilidade e previsão de falhas do produto, não análise/previsão de características do processo de SW (lead time, cycle time, throughput). Domínio é segurança nuclear, fora do escopo da SLR.",,EC1|EC3,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
a87124ce,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1109/ISSREW.2019.00070,A hybrid framework for web services reliability and performance assessment,Guerriero A.,2019,"We present a framework for assessing operational reliability and performance of Web Services. The framework, named WS-REPAS, is hybrid in that it combines a modelling approach, based on Discrete Time Markov Chains (DTMC), with monitoring and in vivo testing of the service under assessment. Through the passive observation of the software in operation, field data are gathered and used to continuously update values of the parameters of the service DTMC model; changes in the service provisioning, or in the way it is used, trigger an active strategy, which executes proper testing sessions, ultimately yielding faithful estimates of the current service reliability and/or performance. We illustrate the framework and the automated support it provides. We show how it works describing experiments with a Web service publicly available in the Github repository.",Proceedings 2019 IEEE 30th International Symposium on Software Reliability Engineering Workshops Issrew 2019,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85080877659,,exclude,"O artigo trata de confiabilidade e desempenho de Web Services em geral, usando Markov Chains (DTMC) como ferramenta de modelagem. Embora use modelagem estocástica (IC2 potencial), não se enquadra no escopo da SLR porque: (1) não aplica process mining a artefatos de SW; (2) não modela processos de desenvolvimento de SW, mas sim processos operacionais de serviços web; (3) não faz forecasting de métricas de processo de desenvolvimento (lead time, cycle time, etc.); (4) não minera repositórios para ",,EC1,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
44f777bf,scopus,scopus_principal,Principal,,Software project portfolio selection a Modern Portfolio Theory based technique,Costa H.,2010,,Seke 2010 Proceedings of the 22nd International Conference on Software Engineering and Knowledge Engineering,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-79952376327,,exclude,"O título aborda seleção de portfólio de projetos de software usando Modern Portfolio Theory, que é uma técnica de gestão/planejamento, não process mining, modelagem estocástica de processos, forecasting de métricas de processo ou mineração de repositórios. Sem abstract, não é possível confirmar alinhamento com o escopo PATHCAST (análise de event logs, descoberta de processos ou predição de características de execução de processos de SW).",,EC3,2026-04-12T20:10:37.857356+00:00,msgbatch_01WubbEWrx98tudf2aLE6X3r
235532db,scopus,scopus_principal,Principal,10.1007/978-3-319-66197-1_22,Computing conditional probabilities: Implementation and evaluation,Märcker S.,2017,,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85029005035,,exclude,"Título genérico sobre probabilidades condicionais sem indicação de aplicação a process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo ou mineração de repositórios. Ausência de resumo impede confirmação de relevância ao escopo PATHCAST, e a natureza teórica/algorítmica do título sugere EC3 (algoritmo sem aplicação a processos de SW).",,EC3,2026-04-12T20:07:33.942322+00:00,msgbatch_01WA34s6KYBnqTEYDoeQMa8p
f5aa500e,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),10.1109/ACCESS.2026.3663154,PROcess Mining and Simulation for Healthcare Analysis: PROMSHA-Methodology,Salas E.,2026,"Process mining (PM) in the healthcare sector is a key discipline in terms of improving processes based on the data stored in clinical information systems. This discipline has been complemented by other techniques, such as process simulation (PS), in order to facilitate decision-making across the sector. In turn, this has enhanced the management of organizational indicators and strengthened the analysis, optimization, and improvement of processes. However, the combination of PM and PS in healthcare still presents a number of challenges, including the incorporation of additional medical specialties, the involvement of healthcare experts, the optimization of data quality, and the promotion of further research that seeks to strengthen the combination of these two areas. The present paper contributes to overcoming these challenges by introducing PROcess Mining & Simulation for Healthcare Analysis: PROMSHA-Methodology, a methodology that provides the necessary steps for process analysis by combining PM and PS in the field of healthcare. The methodology herein addresses certain challenges related to the quality of medical data and includes the participation of experts. To evaluate the usefulness of PROMSHA, a case study was conducted in the pediatric ophthalmology department of a Costa Rican hospital, in which PM techniques were applied to detect spaghetti models and repetitive activities, as well as to identify the causes of waiting lists and bottlenecks by means of several simulated scenarios.",IEEE Access,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-105029842625,,exclude,"O artigo aplica process mining e simulação, mas exclusivamente no domínio de healthcare (setor clínico/hospitalar), sem qualquer conexão com processos de desenvolvimento de software. Atende EC1 (domínio fora de SW) de forma decisiva.",,EC1,2026-04-12T20:13:11.235489+00:00,msgbatch_014epxmAhDxpMiXrt3wqCGFY
82f951e9,scopus,scopus_principal,Principal,10.1109/43.391729,Accounting Thermal Noise in Mathematical Models of Quasi-Homogeneous Regions in Silicon Devices,Mamontov Y.V.,1995,,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-0029344023,,exclude,"O artigo trata de modelagem matemática de ruído térmico em dispositivos de silício (domínio de eletrônica/hardware), sem relação com processos de desenvolvimento de software, process mining ou modelagem estocástica de processos de SW. Não atende nenhum critério de inclusão da SLR PATHCAST.",,EC1,2026-04-12T20:13:11.235489+00:00,msgbatch_014epxmAhDxpMiXrt3wqCGFY
50fbb95a,scopus,scopus_principal,Principal,10.1109/TSE.2026.3679253,Automata Learning versus Process Mining: The Case for User Journeys,Kobialka P.,2026,"With the servitization of business, understanding how users experience services becomes a crucial success factor for companies. Therefore, there is a need to include feedback from user experiences in the software engineering process. Behavioral models of user journeys, describing how users experience their interaction with a service, can provide insights and potentially improve services. In this paper, we investigate techniques that allow the automatic generation of behavioral models from user interactions with a service, recorded in an event log. We first compare two established techniques that generate behavioral models from a given event log: automata learning and process mining. Afterward, we present a novel, hybrid method that combines both automata learning and process mining methods to overcome their limitations. For the existing techniques, we present methods to learn models of user journeys and evaluate the accuracy of the resulting models. We then compare these techniques with our novel method for the automatic extraction of user journey models from the event logs of digital services. We assess the practical applicability of all techniques by evaluating real-world applications. Our results show that process mining techniques rely on expert knowledge, while automata learning techniques depend on the distribution of events in the given event log. We further show that the proposed hybrid technique combines the strengths of both process mining and automata learning, automatically selecting the best method and parameter settings for a given event log to learn very accurate models.",IEEE Transactions on Software Engineering,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-105034788376,,exclude,"Embora o artigo utilize process mining e event logs, o foco é em modelagem de user journeys/experiência de usuário em serviços digitais genéricos, não em processos de desenvolvimento de software. O contexto é servitização e experiência de usuário, não análise ou previsão de processos de SW (commits, CI/CD, desenvolvimento). Não atende aos critérios de inclusão específicos para SW engineering.",,EC1,2026-04-12T20:03:59.736124+00:00,msgbatch_01Bi2vvN8phka4m2zJ3y8JSf
1bdfcb8a,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1142/S0218194008003763,Reliability model for component-based systems in cosmic (a case study),Ormandjieva O.,2008,,International Journal of Software Engineering and Knowledge Engineering,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-54949118804,,exclude,"O título sugere um modelo de confiabilidade (reliability) para sistemas baseados em componentes, sem indicação clara de process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo ou mineração de repositórios. Trata-se de engenharia de confiabilidade de software (produto), não de análise/previsão de processos de desenvolvimento. Além disso, não há resumo disponível para confirmar relevância ao escopo PATHCAST.",,EC3,2026-04-12T20:03:59.736124+00:00,msgbatch_01Bi2vvN8phka4m2zJ3y8JSf
