internal_id,title,doi,year,source_db,ta_decision,ft_decision,ft_rationale,ft_matched_ic,ft_matched_ec,raw
8be359f1,"SimSWE - A Library of Reusable Components for Software Process
Simulation",,2010,wos,maybe,exclude,"O resumo não fornece evidência de que a biblioteca SimSWE utilize modelagem estocástica explícita (Markov, Monte Carlo, Petri nets estocásticas) nem menciona process mining, forecasting/predição de métricas de processo, ou mineração de repositórios. É uma ferramenta de simulação geral para processos de SE, mas sem confirmação de aplicação aos critérios IC1-IC4 do escopo PATHCAST.",,EC2,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O resumo não fornece evidência de que a biblioteca SimSWE utilize modelagem estocástica explícita (Markov, Monte Carlo, Petri nets estocásticas) nem menciona process mining, forecasting/predição de métricas de processo, ou mineração de repositórios. É uma ferramenta de simulação geral para processos de SE, mas sem confirmação de aplicação aos critérios IC1-IC4 do escopo PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [
    ""EC2""
  ],
  ""evidence"
5bb04209,An Introduction to Business Process Modeling,10.1007/978-3-642-36318-4_2,2013,springer,maybe,exclude,"O resumo está ausente e o título 'An Introduction to Business Process Modeling' é genérico, sugerindo um material introdutório sobre BPM em geral, sem evidência específica de abordagem de process mining, modelagem estocástica ou forecasting em contexto de software. A ausência de abstract em fase de texto completo, combinada com um título que não aponta inequivocamente para o escopo da SLR PATHCAST",,EC4,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O resumo está ausente e o título 'An Introduction to Business Process Modeling' é genérico, sugerindo um material introdutório sobre BPM em geral, sem evidência específica de abordagem de process mining, modelagem estocástica ou forecasting em contexto de software. A ausência de abstract em fase de texto completo, combinada com um título que não aponta inequivocamente para o escopo da SLR PATHCAST, constitui motivo suficiente para exclusão."",
  "
40009ea6,The state of adoption and the challenges of systematic variability management in industry,10.1007/s10664-019-09787-6,2020,springer,maybe,exclude,"O título indica foco em gestão de variabilidade de software (feature management, product lines, configuração), não em process mining, modelagem estocástica de processos de SW ou forecasting de métricas de processo. Sem abstract disponível e com contexto de 'variability management in industry', não há evidência de intersecção com o escopo PATHCAST (process mining + estocástica + forecasting em proc",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica foco em gestão de variabilidade de software (feature management, product lines, configuração), não em process mining, modelagem estocástica de processos de SW ou forecasting de métricas de processo. Sem abstract disponível e com contexto de 'variability management in industry', não há evidência de intersecção com o escopo PATHCAST (process mining + estocástica + forecasting em processos de desenvolvimento)."",
  ""matched_ic"": [],
"
ae92654e,Cleanroom Software Engineering: Theory and Practice,10.1007/978-1-4471-0523-7_16,1999,springer,maybe,exclude,"Cleanroom Software Engineering é uma metodologia clássica de engenharia de software focada em processos de desenvolvimento formais e confiabilidade, mas não aborda process mining, modelagem estocástica para predição, forecasting de métricas de processo, ou mineração de repositórios. Sem abstract e apenas com o título, não há evidência de que o trabalho intersecte os pilares da SLR PATHCAST (PM + e",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""Cleanroom Software Engineering é uma metodologia clássica de engenharia de software focada em processos de desenvolvimento formais e confiabilidade, mas não aborda process mining, modelagem estocástica para predição, forecasting de métricas de processo, ou mineração de repositórios. Sem abstract e apenas com o título, não há evidência de que o trabalho intersecte os pilares da SLR PATHCAST (PM + estocástico + forecasting + processos de SW)."",
  "
fa66416f,Mining Periodic Patterns from Nested Event Logs,10.1109/CIT.2014.27,2014,ieee,maybe,exclude,"Embora o paper trate de mining de padrões periódicos em event logs (IC1 aparentemente), o resumo não descreve aplicação concreta a processos de desenvolvimento de software nem a artefatos de SW (commits, issues, PR, CI/CD). O trabalho é genérico sobre padrões periódicos em traces/event logs sem especificar o domínio de SW ou uso para forecasting/predição de métricas de processo. Não há evidência d",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""Embora o paper trate de mining de padrões periódicos em event logs (IC1 aparentemente), o resumo não descreve aplicação concreta a processos de desenvolvimento de software nem a artefatos de SW (commits, issues, PR, CI/CD). O trabalho é genérico sobre padrões periódicos em traces/event logs sem especificar o domínio de SW ou uso para forecasting/predição de métricas de processo. Não há evidência de que o escopo do PATHCAST (intersecção: PM + est"
88c881a9,"Monotone Precision and Recall Measures for Comparing Executions and
Specifications of Dynamic Systems",10.1145/3387909,2020,wos,include,exclude,"O artigo propõe um framework teórico para medidas de precision e recall na comparação entre execution traces e especificações de sistemas dinâmicos. Embora mencione process mining, o foco é em propriedades matemáticas abstratas (monotonicity) de medidas de qualidade, não em aplicação de process mining a artefatos de software, modelagem estocástica de processos de SW, forecasting de métricas de pro",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo propõe um framework teórico para medidas de precision e recall na comparação entre execution traces e especificações de sistemas dinâmicos. Embora mencione process mining, o foco é em propriedades matemáticas abstratas (monotonicity) de medidas de qualidade, não em aplicação de process mining a artefatos de software, modelagem estocástica de processos de SW, forecasting de métricas de processo, ou mineração de repositórios. Atende EC3 ("
1b52f7cc,Structure-based software reliability prediction*,,1998,snowball,maybe,exclude,"O paper aborda modelagem de confiabilidade de software estruturada usando Markov chains (DTMC/CTMC), o que satisfaz IC2 (modelagem estocástica). Porém, o trabalho não trata de processos de desenvolvimento de software, forecasting de métricas de processo, mineração de repositórios ou event logs de processos de SW. A confiabilidade estrutural é uma propriedade de componentes/arquitetura, não um proc",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper aborda modelagem de confiabilidade de software estruturada usando Markov chains (DTMC/CTMC), o que satisfaz IC2 (modelagem estocástica). Porém, o trabalho não trata de processos de desenvolvimento de software, forecasting de métricas de processo, mineração de repositórios ou event logs de processos de SW. A confiabilidade estrutural é uma propriedade de componentes/arquitetura, não um processo de desenvolvimento. Cai sob EC1 (domínio dif"
7a95f96f,"Exploring the impact of situational context - A case study of a software
development process for a microservices architecture",10.1145/2904354.2904368,2016,wos,maybe,exclude,"O resumo menciona 'process discovery' mas enfatiza análise qualitativa de fatores situacionais e contexto organizacional. Não há evidência de aplicação de técnicas formais de process mining (descoberta, conformance, workflow mining, event log analysis), modelagem estocástica, forecasting de métricas de processo, ou mineração de repositórios. O trabalho é principalmente uma análise qualitativa de d",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O resumo menciona 'process discovery' mas enfatiza análise qualitativa de fatores situacionais e contexto organizacional. Não há evidência de aplicação de técnicas formais de process mining (descoberta, conformance, workflow mining, event log analysis), modelagem estocástica, forecasting de métricas de processo, ou mineração de repositórios. O trabalho é principalmente uma análise qualitativa de decisões de processo baseada em um framework refer"
6c6c3b29,Formal Verification of Temporal Constraints for Mobile Service-Based Business Process Models,10.1109/ACCESS.2018.2874937,2018,ieee,include,exclude,"Embora o resumo mencione process mining e conformance checking em event logs (IC1), o foco principal é a verificação formal de restrições temporais em processos de negócio móveis, não em processos de desenvolvimento de software (EC1). O contexto é genérico de business processes em ambiente pervasivo/móvel, sem qualquer vinculação a artefatos de SE (commits, issues, PR, CI/CD) ou modelagem estocást",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""Embora o resumo mencione process mining e conformance checking em event logs (IC1), o foco principal é a verificação formal de restrições temporais em processos de negócio móveis, não em processos de desenvolvimento de software (EC1). O contexto é genérico de business processes em ambiente pervasivo/móvel, sem qualquer vinculação a artefatos de SE (commits, issues, PR, CI/CD) ou modelagem estocástica aplicada a SW. A análise temporal é sobre con"
5fdc42f4,Rule-based Decision Support for No-Code Digitalized Processes,10.1016/j.procir.2022.04.042,2022,snowball,maybe,exclude,"O paper aborda process mining e otimização de processos digitalizados de forma genérica. O resumo não apresenta evidência de aplicação específica a processos de software (SW): não menciona repositórios, commits, issues, CI/CD, ou artefatos de desenvolvimento de software. Trata-se de um trabalho sobre processos digitalizados em geral, sem demonstrar aplicação ao domínio de engenharia de software, v",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper aborda process mining e otimização de processos digitalizados de forma genérica. O resumo não apresenta evidência de aplicação específica a processos de software (SW): não menciona repositórios, commits, issues, CI/CD, ou artefatos de desenvolvimento de software. Trata-se de um trabalho sobre processos digitalizados em geral, sem demonstrar aplicação ao domínio de engenharia de software, violando EC1 (domínio fora de SW sem link a SW)."","
1ff29983,Metrics and laws of software evolution-the nineties view,10.1109/metric.1997.637156,2002,snowball,maybe,exclude,"O paper trata de métricas e leis de evolução de software, mas não apresenta claramente aplicação de process mining, modelagem estocástica formal, ou forecasting de métricas de processo. Foca em análise retrospectiva de evolução e feedback, sem técnicas específicas de PM, modelos Markov/Monte Carlo, ou predição de lead/cycle time. Não atende nenhum IC com evidência suficiente.",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de métricas e leis de evolução de software, mas não apresenta claramente aplicação de process mining, modelagem estocástica formal, ou forecasting de métricas de processo. Foca em análise retrospectiva de evolução e feedback, sem técnicas específicas de PM, modelos Markov/Monte Carlo, ou predição de lead/cycle time. Não atende nenhum IC com evidência suficiente."",
  ""matched_ic"": [],
  ""matched_ec"": [
    ""EC3""
  ],
  ""evidence_tag"
51ae36af,Mining Hybrid UML Models from Event Logs of SOA Systems,10.15514/ispras-2017-29(4)-10,2017,snowball,include,exclude,"O paper aplica process mining para descoberta de modelos UML a partir de event logs (IC1 atendido), mas não trata de modelagem estocástica, forecasting de métricas de processo ou análise de repositórios de SW. O foco é puramente em reverse engineering e visualização de arquitetura SOA, sem qualquer componente de predição, modelagem probabilística ou análise de processos de desenvolvimento. Não há ",IC1,,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper aplica process mining para descoberta de modelos UML a partir de event logs (IC1 atendido), mas não trata de modelagem estocástica, forecasting de métricas de processo ou análise de repositórios de SW. O foco é puramente em reverse engineering e visualização de arquitetura SOA, sem qualquer componente de predição, modelagem probabilística ou análise de processos de desenvolvimento. Não há previsão de métricas de processo (lead time, cycl"
27e267c2,Synergies Between Artificial Intelligence and&#xa0;Software Engineering: Evolution and&#xa0;Trends,10.1007/978-3-031-08202-3_2,2022,springer,maybe,exclude,"Resumo ausente inviabiliza avaliação confiável. Título sugere survey/handbook sobre IA e Engenharia de Software em geral, não especificamente sobre process mining, modelagem estocástica de processos de SW, ou forecasting de métricas de processo. Classificável como EC4 (revisão secundária fora do escopo) com alto risco.",,EC4,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""Resumo ausente inviabiliza avaliação confiável. Título sugere survey/handbook sobre IA e Engenharia de Software em geral, não especificamente sobre process mining, modelagem estocástica de processos de SW, ou forecasting de métricas de processo. Classificável como EC4 (revisão secundária fora do escopo) com alto risco."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC4""],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""unclear"",
  "
bea7b5ea,"Incremental Process Modeling through Stakeholder-Based Hybrid Process
Simulation",,2009,wos,maybe,exclude,"O abstract descreve modelagem e simulação de processos de software usando abordagem híbrida (discreta e contínua), mas não há evidência de process mining, análise de event logs, forecasting de métricas de processo, ou mineração de repositórios. A abordagem é teórica/conceitual, focada em linguagens de modelagem e perspectivas de stakeholders, sem aplicação a artefatos concretos de SW ou dados reai",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O abstract descreve modelagem e simulação de processos de software usando abordagem híbrida (discreta e contínua), mas não há evidência de process mining, análise de event logs, forecasting de métricas de processo, ou mineração de repositórios. A abordagem é teórica/conceitual, focada em linguagens de modelagem e perspectivas de stakeholders, sem aplicação a artefatos concretos de SW ou dados reais. Não atende aos critérios IC1, IC3 ou IC4; IC2 "
3001debe,Test case generation using stochastic automata networks: quantitative analysis,10.1109/SEFM.2004.1347529,2004,ieee,maybe,exclude,"O artigo foca em geração de casos de teste usando SAN para modelagem de comportamento de software, não em modelagem estocástica de processos de desenvolvimento de software (IC2) nem em mineração de event logs de processos reais (IC1, IC4). Teste é um artefato/atividade, não o processo de desenvolvimento sendo estudado; ademais, não há evidência de forecasting de métricas de processo (IC3).",,EC2,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo foca em geração de casos de teste usando SAN para modelagem de comportamento de software, não em modelagem estocástica de processos de desenvolvimento de software (IC2) nem em mineração de event logs de processos reais (IC1, IC4). Teste é um artefato/atividade, não o processo de desenvolvimento sendo estudado; ademais, não há evidência de forecasting de métricas de processo (IC3)."",
  ""matched_ic"": [],
  ""matched_ec"": [
    ""EC2""
  ],
 "
8e40d612,Application of system dynamic model in software project management,,2007,wos,maybe,exclude,"O artigo apresenta um módulo educacional (CBT) baseado em System Dynamics para treinamento em gerenciamento de projetos de software, não uma aplicação prática ou metodologia de análise de processos de software reais. Não há evidência de process mining, análise de event logs, repository mining, ou forecasting de métricas específicas de processo (lead time, cycle time, etc.). Trata-se de simulação d",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo apresenta um módulo educacional (CBT) baseado em System Dynamics para treinamento em gerenciamento de projetos de software, não uma aplicação prática ou metodologia de análise de processos de software reais. Não há evidência de process mining, análise de event logs, repository mining, ou forecasting de métricas específicas de processo (lead time, cycle time, etc.). Trata-se de simulação didática desconectada do escopo de PATHCAST (que r"
