internal_id,title,doi,year,source_db,abstract,ta_decision,ta_rationale,ta_matched_ic,ta_matched_ec,raw
b80ec997,Systematic Mapping of Process Mining Studies in Healthcare,10.1109/ACCESS.2018.2831244,2018,ieee,"In the last decade, as an emerging technique for business processes management, process mining (PM) has been applied in many domains, including manufacturing, supply-chain, government, healthcare, and software engineering. Particularly in healthcare, where most processes are complex, variable, dynamic, and multi-disciplinary in nature, the application of this technique is growing yet challenging. Several literature reviews, as secondary studies, reveal the state of PM applications in healthcare from different perspectives, such as clinical pathways, oncology processes, and hospital management. In this article, we present the results of a systematic mapping (SM) study which we conducted to structure the information available in the primary studies. SM is a well-accepted method to identify and categorize research literature, in which the number of primary studies is rapidly growing. We searched for studies between 2005 and 2017 in the electronic digital libraries of scientific literature, and identified 172 studies out of the 2428 initially found on the topic of PM in healthcare. We created a concept map based on the information provided by the primary studies and classified these studies according to a number of attributes including the types of research and contribution, application context, healthcare specialty, mining activity, process modeling type and notation/language, and mining algorithm. We also reported the demographics and bibliometrics trends in this domain; namely, publication volume, top-cited papers, most contributing researchers and countries, and top venues. The results of mapping showed that, despite the healthcare data and technique related challenges, the field is rapidly growing and open for further research and practice. The researchers who are interested in the field could use the results to elicit opportunities for further research. The practitioners who are considering applications of PM, on the other hand, could observe the most common aims and specialties that PM techniques are applied.",exclude,"Este é um estudo secundário (systematic mapping) sobre process mining em healthcare, não em software engineering. Apesar de mencionar briefly que PM é aplicado em software engineering como um dos domínios, o escopo e foco do artigo é exclusivamente em aplicações de PM em healthcare (clinical pathways, oncology, hospital management). Atende EC1 (domínio fora de SW) e EC4 (revisão secundária fora do",,EC1|EC4,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""Este é um estudo secundário (systematic mapping) sobre process mining em healthcare, não em software engineering. Apesar de mencionar briefly que PM é aplicado em software engineering como um dos domínios, o escopo e foco do artigo é exclusivamente em aplicações de PM em healthcare (clinical pathways, oncology, hospital management). Atende EC1 (domínio fora de SW) e EC4 (revisão secundária fora do escopo de PM em SE)."",
  ""matched_ic"": [],
  ""ma"
3e6acab8,Identification process relationship of process model discovery based on workflow-net,10.1109/ICODSE.2017.8285876,2017,ieee,"While web services now is common to use as a solution to integrating business process in an organization, the effort to analyze the business process will getting more complicated because the distributed nature of services. Process on each service interacting to each other and the process will have some relation. To help analyze the business process in a service, a process mining technique can be used. How ever, discovered process model from process mining technique still using traditional process model, i.e., workflow net that have some limitations to describe an interacting process that happens in a web services. Based on the limitations, method to identifying interactions and relation process will be proposed in this paper. From the experiment, port component in proclet is capable to model process interactions between web service and can be implemented in process mining.",maybe,"O paper aborda process mining em contexto de web services e propõe melhorias ao workflow-net para modelar interações de processos. Embora mencione process mining (IC1 potencial), o abstract é vago quanto à aplicação específica em processos de software de desenvolvimento (foco em business process em web services). A ausência de abstract verificado e ambiguidade sobre o escopo de 'software' exigem v",IC1,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O paper aborda process mining em contexto de web services e propõe melhorias ao workflow-net para modelar interações de processos. Embora mencione process mining (IC1 potencial), o abstract é vago quanto à aplicação específica em processos de software de desenvolvimento (foco em business process em web services). A ausência de abstract verificado e ambiguidade sobre o escopo de 'software' exigem verificação de texto completo."",
  ""matched_ic"": [""I"
aba297a9,Design of Intelligent Business Process System and Process Remodeling,10.1109/ICICTA.2008.131,2008,ieee,"Traditional business process management systems only focus on process definition and running. This paper designs an intelligent business process system to realize process diagnosis, analysis, optimization, and prediction. Process mining engine is the key component of the intelligent system. This paper designs a process mining algorithm based on Markov matrix to realize business process remodeling. Realization of intelligent business process system can effectively improve the process management ability of managers.",maybe,"O artigo menciona process mining e Markov matrix em contexto de business process management, mas não há clareza se o domínio é processos de software ou genérico (saúde, manufatura, finanças). O abstract está ausente ou não verificado, impossibilitando confirmação de aplicação específica a SW.",IC1|IC2,EC1,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O artigo menciona process mining e Markov matrix em contexto de business process management, mas não há clareza se o domínio é processos de software ou genérico (saúde, manufatura, finanças). O abstract está ausente ou não verificado, impossibilitando confirmação de aplicação específica a SW."",
  ""matched_ic"": [""IC1"", ""IC2""],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [
    ""process_mining"",
    ""forecasting"",
    ""markov"",
    ""insufficient_abst"
92bca06c,Applying Process Mining to Support Management of Predictive Analytics/Data Mining Projects in a Decision Making Center,10.1109/ICSAI48974.2019.9010135,2019,ieee,"A Decision Making Centers (DMC) Environment facilitates the understanding of complex problems and simplifies the decision making process of policy makers and stakeholders by playing out several what if scenarios. One of the key elements in this environment is the management of Predictive Analytics and Data Mining (PADM) techniques required for real-time and accurate representation of data in scenarios. However, there has been a gap in understanding the best practices that facilitate the execution of PADM in environments such as a DMC. In this paper we aim to address this gap. Specifically, we apply process mining techniques to reveal: 1) process flow and executed activities in PADM projects and 2) The relationship and time distribution of activities within a PADM project execution. To this end two successful projects were analyzed in order to find relationships among activities and time metrics during execution. The present study aims to support managers in the execution of large scale PADM projects.",exclude,"O artigo aplica process mining a projetos de Predictive Analytics/Data Mining em um Decision Making Center, não a processos de desenvolvimento de software. Embora mencione 'PADM projects', o domínio é análise de dados e suporte à decisão, não engenharia de software ou ciclo de vida de desenvolvimento.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo aplica process mining a projetos de Predictive Analytics/Data Mining em um Decision Making Center, não a processos de desenvolvimento de software. Embora mencione 'PADM projects', o domínio é análise de dados e suporte à decisão, não engenharia de software ou ciclo de vida de desenvolvimento."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [""process_mining""],
  ""software_context"": ""not_software_process"",
  ""stochastic_"
a28d9e4d,A Bit-Encoding Approach for Frequent Sequence Mining,10.1109/CISE.2009.5363782,2009,ieee,"Sequential pattern mining is an important data mining problem with broad applications. And the classic algorithm for this problem is PrefixSpan, which is a projection-based, sequential pattern-growth approach. But it must scan projected database once in order to find a local frequent item, it may cost much time when the database is large. In this paper, we propose an encoding-based, sequential pattern-growth approach for efficient mining of sequential patterns, PSBE (PrefixSpan with Bit-Encoding), which can find local frequent item with little cost. In this approach, we encode the database with 0,1 bits, build encoded database, and use the framework of PrefixSpan to find out sequential patterns. We can improve the PrefixSpan by the property of encoding. Our experiment shows that PSBE outperforms the PrefixSpan algorithm.",exclude,"O artigo trata de sequential pattern mining (algoritmo PrefixSpan com otimização bit-encoding), sem nenhuma aplicação ou conexão explícita a processos de software, engenharia de software ou event logs de sistemas de desenvolvimento. É um algoritmo de data mining genérico.",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata de sequential pattern mining (algoritmo PrefixSpan com otimização bit-encoding), sem nenhuma aplicação ou conexão explícita a processos de software, engenharia de software ou event logs de sistemas de desenvolvimento. É um algoritmo de data mining genérico."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC3""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
"
a1f4e973,Multi-perspective log generator for declarative models,10.1109/SMC58881.2025.11342846,2025,ieee,"Background: The generation of synthetic event logs is fundamental to the advancement and evaluation of process mining techniques. However, synthetic log generation in the context of multi-perspective declarative modeling faces challenges due to its flexible nature, where any behavior that is not constrained by rules is allowed. In addition, the synthetic event log needs to simultaneously meet process, data access and privacy constraints. Objective: This study presents a general-purpose, configurable, multi-perspective log generator capable of simultaneously ensuring compliance with the rules of the flow, data access and privacy perspectives in a flexible context such as that found in declarative processes. Method: A multi-perspective synthetic log generator was developed, capable of integrating declarative process models, data access and organizational structure. The tool was structured in three stages: processing the input models, generating the event log with Declare4Py, and generating the access log respecting the restrictions. Results: Two experiments were carried out with 1,000 and 2,000 cases respectively. The logs generated respected all the rules of conformity between activities, accesses and permissions. There was a linear increase in file size and a moderate increase in execution time, compatible with the complexity of the models. Conclusions: The proposed tool proved effective in generating coherent synthetic logs with multiple perspectives, supporting research into process mining and the evaluation of compliance algorithms. It is a relevant solution for contexts where real data is scarce or sensitive.",exclude,"O paper trata de geração de synthetic event logs para avaliação de técnicas de process mining, mas não analisa, descobre ou prevê características de processos de software reais. Não atende IC1 (não minera artefatos de SW), IC2 (não usa modelagem estocástica), IC3 (não faz forecasting de métricas) ou IC4 (não minera repositórios). É uma ferramenta metodológica para pesquisa em PM, não uma aplicação",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de geração de synthetic event logs para avaliação de técnicas de process mining, mas não analisa, descobre ou prevê características de processos de software reais. Não atende IC1 (não minera artefatos de SW), IC2 (não usa modelagem estocástica), IC3 (não faz forecasting de métricas) ou IC4 (não minera repositórios). É uma ferramenta metodológica para pesquisa em PM, não uma aplicação em processos de SW."",
  ""matched_ic"": [],
  ""mat"
770ecf33,Better user recommendations using enhancing software development process repository,10.1109/ICCITechn.2015.7488045,2015,ieee,Reusing previously completed software repository to enhance the development process is a common phenomenon. If developers get suggestions from the existing projects they might be benefited a lot what they eventually expect while coding. The strategies available in this field have been rapidly changing day by day. There are a number of efforts that have been focusing on mining process and constructing repository. Some of them have emphasized on the web based code searching while others have integrated web based code searching in their customized tool. But web based approaches have inefficiency especially in building repository on which they apply mining technologies. To search the code snippets in response to the user query we need an enriched repository with a better representation and abstraction. To ensure that repository before mining process we have developed a concept based on Enhancing Software Development Process (ESDP). In ESDP approach multiple sources of codes from both online and offline storages are considered to construct the central repository with XML representation and applied mining techniques in the client side. The respective evaluation shows that ESDP approach works much better in response time and performance than many other existing approaches available today.,exclude,"O artigo foca em técnicas de busca e recomendação de código em repositórios (code snippet retrieval), não em process mining, modelagem estocástica ou forecasting de processos de desenvolvimento de software. Embora mencione 'mining techniques', refere-se a mineração de código para busca, não análise de event logs ou descoberta de processos.",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo foca em técnicas de busca e recomendação de código em repositórios (code snippet retrieval), não em process mining, modelagem estocástica ou forecasting de processos de desenvolvimento de software. Embora mencione 'mining techniques', refere-se a mineração de código para busca, não análise de event logs ou descoberta de processos."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC3""],
  ""evidence_tags"": [""repository_mining"", ""insufficient_abstr"
1c073179,A New Process Mining Algorithm Based on Event Type,10.1109/DASC.2011.186,2011,ieee,"The aim of process mining is to rediscover the process model from the event log which is recorded by the information system. Although the omnipresence of the event logs in information system, rarely part of them are considered to analyze the processes. In this paper, we present a new mining algorithm based on the event type we defined. This algorithm not only can detect all of the SWF-nets and short-loops, but also can directly detect the implicit dependency. Because we can obtain more task information from the event log, we can deal with a wider subclass of WF-nets with the algorithm we have presented.",maybe,"O artigo apresenta um algoritmo de process mining com foco em descoberta de modelos a partir de event logs, atendendo potencialmente IC1. Porém, o abstract está marcado como ausente/não verificado, e não há evidência clara de aplicação específica a processos de software (pode ser genérico de BPM). A falta de informação sobre domínio de aplicação e detalhes metodológicos recomenda cautela.",IC1,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O artigo apresenta um algoritmo de process mining com foco em descoberta de modelos a partir de event logs, atendendo potencialmente IC1. Porém, o abstract está marcado como ausente/não verificado, e não há evidência clara de aplicação específica a processos de software (pode ser genérico de BPM). A falta de informação sobre domínio de aplicação e detalhes metodológicos recomenda cautela."",
  ""matched_ic"": [
    ""IC1""
  ],
  ""matched_ec"": [],
  ""e"
04657923,Monitoring of Microservices Architecture based Applications using Process Mining,10.23919/INDIACom54597.2022.9763155,2022,ieee,"With the growing businesses, the dependency on software technology has constantly been increasing. In order to handle more a customer base, companies constantly have been working to make the systems up and running. As changes to systems are frequent and have to be made in less time, companies have moved from standalone service oriented architecture to microservices architecture, where each functionality has been developed and maintained as a separate service. Microservices architecture style of developing software has many benefits such as scalability, ease of deployment, etc. But developer and support teams are facing issues with monitoring the application, which is an important and challenging task. Manual monitoring of such a large number of services is a tedious job. So far, the existing work on monitoring in the literature is focused only on the application layer. In this paper, we propose an approach for building a monitoring mechanism for the microservices architecture based software systems. We have used distributed tracing along with process mining techniques to analyze and monitor both the business layer and application layer of enterprise architecture model layers to get a holistic view of the entire system.",include,"O artigo aplica process mining (distributed tracing + process mining techniques) para analisar e monitorar sistemas de microserviços, atendendo IC1 (process mining em artefatos de software). Não há exclusão decisiva; o foco em monitoramento de arquitetura de software alinha-se ao escopo de processos de desenvolvimento.",IC1,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O artigo aplica process mining (distributed tracing + process mining techniques) para analisar e monitorar sistemas de microserviços, atendendo IC1 (process mining em artefatos de software). Não há exclusão decisiva; o foco em monitoramento de arquitetura de software alinha-se ao escopo de processos de desenvolvimento."",
  ""matched_ic"": [""IC1""],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""software_process"",
    ""event_log"
0ffa4684,Egidio: A non-invasive approach for synthesizing organizational models,10.1109/ICSE.2012.6227062,2012,ieee,"To understand and improve processes in organizations, six key questions need to be answered, namely, what, how, where, who, when, why. Organizations with established processes have IT system(s) that gather(s) information about some or all of the key questions. Software organizations usually have defined processes, but they usually lack information about how processes are actually executed. Moreover, there is no explicit information about process instances and activities. Existing process mining techniques face problems in coping with such environment. We propose a tool, Egidio, which uses non-invasively collected data and builds organizational models. In particular, we explain the tool within a software company, which is able to extract different aspects of development processes. The main contribution of Egidio is the ability to mine processes and organizational models from fine-grained data collected in a non-invasive manner, without interrupting the developers' work.",include,"O paper apresenta Egidio, uma ferramenta que aplica process mining para extrair e sintetizar modelos de processos de desenvolvimento de software a partir de dados coletados de forma não-invasiva. Atende claramente IC1 (process mining em artefatos de software) e IC4 (mineração de repositórios para descoberta de processos de SW).",IC1|IC4,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O paper apresenta Egidio, uma ferramenta que aplica process mining para extrair e sintetizar modelos de processos de desenvolvimento de software a partir de dados coletados de forma não-invasiva. Atende claramente IC1 (process mining em artefatos de software) e IC4 (mineração de repositórios para descoberta de processos de SW)."",
  ""matched_ic"": [""IC1"", ""IC4""],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""software_process"""
91e32835,Exploring How Students Test Models in Conceptual Modelling,10.1109/CSEET66350.2025.00019,2025,ieee,"Conceptual modelling can be used as a starting point for designing software systems and to better understand the domain knowledge related to requirements. This can act as a first step in Model-Driven Engineering (MDE) which is an approach to software development where code (or another artefact such as documentation or test cases) is automatically generated from a model. Assuming that the code or other artefacts are generated correctly from the designed conceptual model by the transformation engine, there is still no guarantee that the model correctly reflects the requirements for the system. This validation can take the form of model simulation, where the user can simulate real-world scenarios on the model. It has been found that students often struggle with modelling. Previous research has found that the use of a model simulation tool can improve student performance in terms of understanding the behavioural and structural aspects of a model and check the output for correctness. However, due to the exploratory nature of simulation tools, it is possible that some patterns of interacting with a model simulation tool are more typical of high achieving students than low achieving students. To this end, this research aims to analyse students' interaction behaviours in a model simulation tool in order to understand which approaches to model validation are most fruitful for good performance in an conceptual modelling course. This is done by collecting students' recorded user logs in a simulation tool and developing a process model using process mining. The results show that highperforming students show different interaction behaviours than average and low-performing students. Several recommendations for teaching conceptual modelling are derived from the identified interaction behaviours.",exclude,"O artigo aplica process mining para analisar comportamentos de estudantes em ferramentas de simulação de modelos conceituais, não em processos de desenvolvimento de software. Embora use PM, não atende aos critérios de inclusão (IC1-IC4) pois não analisa processos de SW reais (commits, issues, PR, CI/CD, repositórios ou modelos estocásticos de desenvolvimento). O domínio é educação em engenharia de",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo aplica process mining para analisar comportamentos de estudantes em ferramentas de simulação de modelos conceituais, não em processos de desenvolvimento de software. Embora use PM, não atende aos critérios de inclusão (IC1-IC4) pois não analisa processos de SW reais (commits, issues, PR, CI/CD, repositórios ou modelos estocásticos de desenvolvimento). O domínio é educação em engenharia de software, não processos de SW."",
  ""matched_ic"":"
d8d58d83,Conformance Checking during Software Evolution,10.1109/WCRE.2010.42,2010,ieee,"Reflexion models are a conformance checking technique between high-level models and source code. I propose three changes to improve scalability of the technique and its ease of use in the context of an evolving software development project. First, express architectural rules as design tests that may be checked in a testing framework. Second, support semi-automated changes to the mapping between source code and the model when source code changes occur. Finally, derive automated suggestions of high-level model changes based on improving software cohesion and coupling.",exclude,"O paper trata de conformance checking entre modelos arquiteturais de alto nível e código-fonte usando Reflexion models, focando em evolução de software. Não aborda process mining (não há descoberta ou análise de event logs de processos), modelagem estocástica (não há cadeia de Markov, simulação ou técnicas probabilísticas), forecasting de métricas de processo (não prediz lead time, cycle time, etc",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de conformance checking entre modelos arquiteturais de alto nível e código-fonte usando Reflexion models, focando em evolução de software. Não aborda process mining (não há descoberta ou análise de event logs de processos), modelagem estocástica (não há cadeia de Markov, simulação ou técnicas probabilísticas), forecasting de métricas de processo (não prediz lead time, cycle time, etc.), nem mineração de repositórios para descoberta"
