internal_id,title,doi,year,QA1,QA2,QA3,QA4,QA5,QA6,QA7,QA8,qa_total,qa_include,qa_rationale,qa_scored_at,qa_model
24e9c63d,Monte carlo simulation based estimations: Case from a global outsourcing company,10.1109/ITMC.2011.5996034,2011.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,True,"QA1: Research objective is clearly stated—developing stochastic models and Monte Carlo simulation for effort estimation. QA2: Software engineering context is described: software project life cycle phases, software development projects, mid-sized software services outsourcing (SSO) organization. QA3: Data source identified as a real mid-sized software services outsourcing organization (named as the source of empirical data). QA4: Specific technique is named: Monte Carlo simulation and stochastic models/notations. QA5: Empirical validation is present—the tool was tested in a real SSO organizatio",2026-04-29T12:35:05.983026+00:00,claude-haiku-4-5-20251001
0222b592,Mining Logs to Model the Use of a System,10.1109/ESEM.2017.47,2017.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,True,"QA1: Clear research aim stated in abstract ('studies how to automatically build process models representing the actual intents of users'). QA2: Software engineering context described—execution logs from a software system and user interaction modeling. QA3: No specific data source named (no GitHub, Jira, project names, or public dataset identified; 'use logs' and 'one-month set of logs' are too vague). QA4: Specific stochastic technique formally named: Hidden Markov Models (HMM). QA5: Empirical validation present—comparison of automatically generated HMM models against stakeholder-built models ",2026-04-29T12:35:06.108583+00:00,claude-haiku-4-5-20251001
ef76ffc3,An Experience Report on Applying Passive Learning in a Large-Scale Payment Company,10.1109/ICSME.2017.71,2017.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,True,"QA1: Research objectives clearly stated—passive learning applicability and usefulness in large-scale systems. QA2: SE context described—large payment company development team, system behavior analysis. QA3: Data source reproducibly described—trace logs from a large payment company system (named industrial partner). QA4: PM technique formally identified—passive learning, graph model inference from trace logs (process mining technique). QA5: Empirical validation present—9-month action research case study in real industrial setting with iterative evaluation. QA6: Threats to validity discussed—pap",2026-04-29T12:35:06.170189+00:00,claude-haiku-4-5-20251001
62936834,Software process deviation threshold analysis by system dynamics,10.1109/ICIME.2010.5477522,2010.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,True,"QA1: Research objectives are clearly stated—determining deviation thresholds quantitatively for software process control. QA2: Software engineering context is described (software process enactment, process control, quality improvement). QA3: No specific data source is named (no GitHub, Jira, SVN, industry partner, or named dataset mentioned). QA4: A specific stochastic/simulation technique is formally identified: system dynamics with simulation. QA5: Empirical validation is evidenced through simulation-based evaluation with project progress rate as control goal. QA6: No discussion of limitatio",2026-04-29T12:35:06.847002+00:00,claude-haiku-4-5-20251001
835c31bf,Rate-Based Queueing Simulation Model of Open Source Software Debugging Activities,10.1109/TSE.2014.2354032,2014.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,True,"QA1: Clear research objectives stated in abstract - proposing rate-based queueing simulation framework for OSS reliability assessment and optimal version-updating decisions. QA2: Software engineering context well-described - OSS debugging activities, testing and debugging processes, version updates, reliability assessment in open source projects. QA3: Data source reproducibly described - three real datasets explicitly named from Apache and GNOME projects. QA4: PM/stochastic technique formally defined - rate-based queueing simulation model is the core technique, with decision model for optimiza",2026-04-29T12:35:08.094467+00:00,claude-haiku-4-5-20251001
f33d3c89,Software maintenance process analysis using discrete-event simulation,10.1109/CSMR.2001.914986,2001.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,True,"QA1: Research objective is clearly stated—investigating potential of simulation for analyzing and improving software maintenance processes. QA2: SE context is well-described—software maintenance process is the specific setting. QA3: No reproducible data source is named; no repository, dataset, or organization is identified. QA4: Discrete-event simulation (DES) is formally named as the stochastic technique. QA5: Empirical validation is present—simulation experiment examines an actual process design. QA6: Threats to validity and limitations are discussed (risk of inadequate process design, usabi",2026-04-29T12:35:08.772777+00:00,claude-haiku-4-5-20251001
aa97e968,A method for stochastic modeling the software development process in constrained resource environments,10.1109/SIEDS.2008.4559698,2008.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,False,"QA1: The abstract clearly states research objectives—presenting a UML-based method for stochastic modeling of software development processes using Monte Carlo simulation. QA2: Software engineering context is described (software development process, process improvement, deployment). QA3: No specific data source, repository, dataset, or named project is mentioned. QA4: A specific stochastic technique is formally named: Monte Carlo simulation. QA5: No empirical validation is described in the abstract; no case study, experiment, or real-data application is mentioned. QA6: No threats to validity or",2026-04-29T12:35:09.039848+00:00,claude-haiku-4-5-20251001
1941da25,The Economic Impact of Software Development Process Choice -- Cycle-Time Analysis and Monte Carlo Simulation Results,10.1109/HICSS.2015.599,2015.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,True,"QA1: Clear research objective stated in abstract—quantitative assessment of process methodology change impact on cycle-time and economic value. QA2: Software engineering context clearly described—development process methodology change, cycle-time performance analysis, process improvement initiatives. QA3: Data source described as commercial case study with historical cycle-time performance data; reproducibility limited but data origin is identifiable. QA4: Monte Carlo simulation technique is explicitly named and referenced as the stochastic method used. QA5: Empirical validation present via co",2026-04-29T12:35:09.188170+00:00,claude-haiku-4-5-20251001
78969f65,Decision support for using software inspections,10.1109/SEW.2003.1270720,2003.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,False,"QA1=1: Research objective is clearly stated—decision support for planning inspection effort using process modeling and simulation. QA2=1: Software engineering context is described (NASA software development projects, inspections across development phases). QA3=0: Data source not specified reproducibly (no mention of actual datasets, repositories, or named projects beyond 'NASA'). QA4=0: Stochastic/PM technique not formally named (only 'simulator' and 'process modeling' mentioned generically; no specific algorithm like alpha miner, Markov chain, etc.). QA5=1: Empirical validation implied throug",2026-04-29T12:35:09.329650+00:00,claude-haiku-4-5-20251001
df1bee14,"The Why, When, What, and How About Predictive Continuous Integration: A Simulation-Based Investigation",10.1109/TSE.2023.3330510,2023.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,True,"QA1: Clear research aim stated in abstract—investigating predictive CI from process perspective (why, when, what, how). QA2: Software engineering context clearly described as Continuous Integration (CI) practice. QA3: No specific data source named (GitHub, Jira, real projects)—only mentions simulation, not real data origin. QA4: Formal technique clearly defined—Discrete-Event Simulation (DES) model explicitly named, plus RIDEC method developed. QA5: Empirical validation present—simulation-based experiments conducted with measurable results (36.8% time reduction, 90.5% waiting time reduction). ",2026-04-29T12:35:11.374857+00:00,claude-haiku-4-5-20251001
dd998c10,Evaluating the Effectiveness of Software Development Processes Based on Probabilistic Causal Models,10.1109/SUMMA53307.2021.9632118,2021.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,True,"QA1: Research objective is clearly stated—assessing effectiveness of Agile methodology implementation using probabilistic causal models. QA2: Software engineering context is described in detail—Agile methodology, sprints, and software development process are explicitly mentioned. QA3: No reproducible data source is identified; no specific projects, repositories, datasets, or industry partners are named. QA4: A specific stochastic technique is formally named: Markov chains are explicitly mentioned as the mathematical apparatus. QA5: Empirical validation is present—an example of evaluating a sof",2026-04-29T12:35:12.499205+00:00,claude-haiku-4-5-20251001
e45c53bb,Evaluating Learning-to-Rank Models for Prioritizing Code Review Requests using Process Simulation,10.1109/SANER56733.2023.00050,2023.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,True,"QA1: Research objectives clearly stated—aims to perform post-review evaluation on LtR models for prioritizing CRRs using process simulation. QA2: Software engineering context detailed—specifically code review processes in large-scale active software projects. QA3: Data source reproducible—historical review data from repositories mentioned; figshare link provided for materials. QA4: PM/stochastic technique formally defined—Discrete-Event Simulation (DES) and Software Process Simulation Modeling (SPSM) explicitly named; seven Learning-to-Rank models (LambdaMART, AdaRank, etc.) specified. QA5: Re",2026-04-29T12:35:12.506218+00:00,claude-haiku-4-5-20251001
98786988,High Productivity Programmers Use Effective Task Processes in Unit-Testing,10.1109/APSEC.2015.31,2015.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,True,"QA1: Clear research objective stated in abstract: studying impact of task processes on programmer productivity. QA2: Specific SE context described: unit-testing, model-based testing projects, task processes in software development. QA3: Data source reproducibly described: field study at Robert Bosch Engineering & Business Solutions Limited (named industry partner), 18 programmers from 3 live projects. QA4: Stochastic technique formally defined: Markov chain modeling explicitly named as method, with Euclidean distance metric between Markov chains mentioned. QA5: Empirical validation present: fi",2026-04-29T12:35:12.584323+00:00,claude-haiku-4-5-20251001
0c10d633,Risk-Based Intelligent Software Release Planning,10.1109/UIC-ATC.2012.109,2012.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,False,"QA1: The abstract clearly states research objectives—applying bootstrapping techniques to software release problems and deriving interval estimates of optimal release times. QA2: No specific SE context is described; 'software release problems' is generic without naming development settings, repositories, or projects. QA3: No data source is identified; no mention of event logs, repositories, datasets, or specific projects. QA4: Two techniques are formally named: bootstrapping and NHPP (exponential non-homogeneous Poisson process) with maximum likelihood estimation. QA5: The abstract describes a",2026-04-29T12:35:12.957112+00:00,claude-haiku-4-5-20251001
2de8a9af,Handling Estimation Uncertainty with Bootstrapping: Empirical Evaluation in the Context of Hybrid Prediction Methods,10.1109/ESEM.2011.33,2011.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,True,"QA1: Research objective clearly stated - addressing uncertainty in hybrid prediction methods through bootstrapping. QA2: Software engineering context described - software project cost and quality prediction, estimation models. QA3: Data source reproducible - empirical study using data from more than sixty projects mentioned, though specific project names/repositories not detailed. QA4: Stochastic technique formally defined - Monte Carlo simulation and bootstrapping explicitly named as core techniques. QA5: Empirical validation present - empirical study conducted with 60+ projects and six estim",2026-04-29T12:35:14.725926+00:00,claude-haiku-4-5-20251001
008caf63,Simulation of the defect removal process with queuing theory,10.1109/ESEM.2009.5316005,2009.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,True,"QA1: Clear research objective stated—simulating defect removal process to estimate duration, developer utilization, and remaining defects. QA2: Software engineering context is described (defect removal process, developers, project management). QA3: No specific data source named (only 'real data' mentioned without repository, project names, or dataset identification). QA4: Queuing theory (finite independent queues) is formally identified as the stochastic technique. QA5: Empirical validation is claimed ('Experimental results based on real data') indicating real-data application. QA6: No discuss",2026-04-29T12:35:15.411358+00:00,claude-haiku-4-5-20251001
537bbfd0,Process-Driven Incremental Effort Estimation,10.1109/ICSSP.2019.00030,2019.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,True,"QA1: Research objective is clearly stated—proposing an incremental effort estimation method integrating phase-based models. QA2: Software engineering context is well described—effort estimation for project management, phase-based development process, analysis and design activities. QA3: Data source is reproducibly described—empirical dataset of 61 master-level student projects from USC CSSE (named institution and project count). QA4: Stochastic technique formally defined—Bayesian model explicitly named and described as statistically modeling effects of size measurements on project effort. QA5:",2026-04-29T12:35:15.565182+00:00,claude-haiku-4-5-20251001
66a32124,Predicting defect numbers based on defect state transition models,10.1145/2372251.2372287,2012.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,True,"QA1: Abstract clearly states research objective—predicting defect numbers at each state using transition models. QA2: Software engineering context is well-described: software maintenance, defect lifecycle with specific states (NEW, ASSIGNED, RESOLVED), and project maintenance planning. QA3: Data source is reproducibly described—six open source projects are evaluated with temporal data (July 2009 to June 2010, predicting December 2010), though specific project names are not listed in the abstract. QA4: Markovian method and defect state transition models are formally named as the stochastic tech",2026-04-29T12:35:15.997488+00:00,claude-haiku-4-5-20251001
4cb686b6,Investigating the Significance of the Bellwether Effect to Improve Software Effort Prediction: Further Empirical Study,10.1109/TR.2018.2839718,2018.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,True,"QA1: Research objectives are clearly stated in the abstract (investigate Bellwether effect and SEP accuracy improvement). QA2: Software engineering context is well-defined (software effort prediction/SEP, project estimation). QA3: No specific data sources are named (no GitHub, Jira, specific project names, or public datasets mentioned). QA4: Formal techniques are specified: Bellwether moving windows (BMW), ergodic Markov chain, and three sampling methods (SSPM, SysSam, RandSam). QA5: Empirical investigation is conducted with results reported on real SEP datasets. QA6: Limitations and parameter",2026-04-29T12:35:16.106752+00:00,claude-haiku-4-5-20251001
9870248b,Using Simulation to Evaluate the Impact of New Requirements Analysis Tools,10.1109/PICMET.2007.4349581,2007.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,True,"QA1: Clear research objective stated—assessing impact of automated defect detection tool on development process using simulation. QA2: SE context well-described—IEEE 12207 systems development lifecycle, large-scale NASA projects, requirements analysis tools. QA3: No specific data source named (no repository, dataset, or project identifier mentioned). QA4: Stochastic technique formally identified—'process simulation' is mentioned as the method. QA5: Empirical evaluation present—case study evaluating impact on NASA-like projects. QA6: No discussion of threats to validity or limitations documente",2026-04-29T12:35:18.099051+00:00,claude-haiku-4-5-20251001
47ed5bf0,Generalizing evolutionary coupling with stochastic dependencies,10.1109/ASE.2011.6100065,2011.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,True,"QA1: Abstract clearly states research objectives—formalizing evolutionary coupling as stochastic process and improving change impact analysis accuracy. QA2: Software engineering context is explicitly described—change impact analysis, revision history analysis, open source systems development. QA3: Data source is reproducibly described—78 releases of five open source systems (named as 'open source systems'). QA4: PM/stochastic technique formally defined—Markov chain model explicitly named and described as core technique. QA5: Results validated empirically—empirical evaluation conducted on 78 re",2026-04-29T12:35:18.473312+00:00,claude-haiku-4-5-20251001
70af8211,A Process Optimization Method Based on Process Performance Models,10.1109/ICMSS.2009.5303022,2009.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,False,"QA1: The abstract clearly states research objectives - proposing a process optimization method integrating T-PSM with performance models. QA2: SE context is described - software process simulation, optimization, and CMMI implementation are named as the development process domain. QA4: Specific stochastic techniques are mentioned - 'process simulation model' (T-PSM) with behavior and computation models are formally defined. QA3: No reproducible data source is identified; 'organization's historical data' is mentioned but no specific dataset, repository, or project is named. QA5: No empirical val",2026-04-29T12:35:18.862249+00:00,claude-haiku-4-5-20251001
1145c10d,Cost-Effective Build Outcome Prediction Using Cascaded Classifiers,10.1109/MSR.2017.26,2017.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,True,"QA1: Clear research objective stated—predicting build outcomes using cascaded classifiers in CI context. QA2: Software engineering context clearly described as continuous integration (CI) with focus on build outcomes and defect detection. QA3: Data source not reproducibly described—no specific projects, repositories, or datasets named; only generic reference to 'software repositories'. QA4: Specific PM/stochastic technique formally identified—'cascaded classifiers' is named as the approach. QA5: Empirical evaluation present—experiments conducted with quantitative results (51.7% reduction, 85.2",2026-04-29T12:35:19.129737+00:00,claude-haiku-4-5-20251001
fbc469cf,Change-Aware Build Prediction Model for Stall Avoidance in Continuous Integration,10.1109/ESEM.2017.23,2017.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,True,"QA1: Research objective is clearly stated—predicting build success/failure in CI without executing actual builds. QA2: SE context is well-described (CI servers, code changes, build pipeline, unit/integration testing). QA3: Data source is reproducibly named (TravisTorrent dataset, three build systems: Ant, Maven, Gradle, cross-project scenario). QA4: No formal stochastic or PM technique is explicitly named; AST analysis and clustering are mentioned but no specific algorithm (e.g., inductive miner, Markov chain) is identified. QA5: Empirical validation is present—evaluation on real data across t",2026-04-29T12:35:21.188061+00:00,claude-haiku-4-5-20251001
35e35d46,Comparative Study of Reinforcement Learning in GitHub Pull Request Outcome Predictions,10.1109/SANER60148.2024.00057,2024.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,True,"QA1: Abstract clearly states research objectives—exploring factors influencing PR outcomes and employing RL for PR outcome prediction. QA2: Software engineering context is well described (pull-based development, GitHub, PR review processes). QA3: Data source is clearly identified as GitHub repositories with PR features and discussions; explicitly states datasets are made publicly available. QA4: Specific stochastic technique is formally named—Markov Decision Processes (MDP) used for RL formalizations. QA5: Empirical validation is present—evaluation on real GitHub data with comparison against b",2026-04-29T12:35:21.633370+00:00,claude-haiku-4-5-20251001
eefc7305,Interactive Exploration of Developer Interaction Traces using a Hidden Markov Model,,2016.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,True,"QA1: Abstract clearly states research objective—using HMMs to mine high-level developer behavior from IDE traces. QA2: Software engineering context is well-described: IDE interaction traces, developer behavior analysis, debugging behavior study. QA3: Data source is reproducibly described: large IDE interaction dataset from nearly 200 developers at ABB, Inc. (named industry partner). QA4: Stochastic technique is formally named: Hidden Markov Models (HMMs) with dual stochastic processes. QA5: Empirical validation present: application to real IDE interaction dataset from 200 developers in the fie",2026-04-29T12:35:21.785653+00:00,claude-haiku-4-5-20251001
b2c57fd3,Modeling Software Testing Process Using HTCPN,10.1109/FCST.2009.53,2009.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,True,"QA1: Yes, research objective is clearly stated—modeling and optimizing software testing processes using HTCPN. QA2: Yes, the SE context is described: software testing process as a relatively independent process from development. QA3: No, the data source is not identified reproducibly; no specific projects, repositories, or datasets are named. QA4: Yes, a specific technique is formally named: HTCPN (Hierarchical Timed Colored Petri Nets) and CPN Tools for simulation. QA5: Yes, empirical validation is present—simulation and performance analysis of the testing process using CPN Tools with metrics",2026-04-29T12:35:22.040120+00:00,claude-haiku-4-5-20251001
9662854d,Mining Software Repositories for Predictive Modelling of Defects in SDN Controller,,2019.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,True,"QA1: Research objectives are clearly stated—modeling bug manifestation/removal rates and optimizing test planning. QA2: Software engineering context is detailed—OpenDaylight SDN controller development, modules, architecture. QA3: Data sources are reproducibly described—publicly available bug repository, Git version control system, Jira issue tracker, specific time period (March 2013–September 2018), 8k+ bugs. QA4: Stochastic techniques are formally referenced—'stochastic behaviour of bug manifestation and bug removal rates' indicates use of formal modeling techniques. QA5: Empirical validation",2026-04-29T12:35:22.209207+00:00,claude-haiku-4-5-20251001
160fface,On the Differences between Unit and Integration Testing in the TravisTorrent Dataset,10.1109/MSR.2017.25,2017.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,True,"QA1: Clear research objective stated in abstract—separating unit from integration tests and analyzing their impact on workflow. QA2: Software engineering context well described—CI/CD builds, test execution, issue tracking, repository analysis. QA3: Data source explicitly named—TravisTorrent dataset from MSR 2017 challenge; TravisTorrent is a public, reproducible dataset. QA4: No formal PM or stochastic technique explicitly named (no mention of alpha miner, inductive miner, Petri nets, Markov chains, conformance checking, etc.; analysis is correlational/empirical rather than process mining mode",2026-04-29T12:35:24.941756+00:00,claude-haiku-4-5-20251001
ab99a53e,Data mining for software process discovery in open source software development communities,10.1049/ic:20040484,2004.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,False,"QA1: The abstract clearly states research objectives—discovering development processes from OSS repositories using data mining and AI techniques. QA2: The software engineering context is explicitly described: open source software development communities and repositories. QA3: The data source context is described as 'publicly available open source software development repositories,' which references a general category of repositories (OSS) as the data source, meeting reproducibility at an abstract level. QA4: No specific process mining or stochastic technique is formally named in the abstract; ",2026-04-29T12:35:24.986817+00:00,claude-haiku-4-5-20251001
d4601a2f,Issue handling performance in proprietary software projects,10.1109/MSR.2012.6224282,2012.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,True,"QA1: Clear research objective stated—replicating a previous study on correlation between software maintainability and defect resolution speed in proprietary projects. QA2: Software engineering context clearly described—software maintenance tasks, defect fixing, bug report data mining, issue handling process. QA3: Data source described reproducibly—three proprietary software projects with bug report data (issue tracking system); specificity limited but identifiable as mining issue tracking repositories. QA4: No formal PM or stochastic technique named; study appears correlational/empirical analy",2026-04-29T12:35:25.327965+00:00,claude-haiku-4-5-20251001
f2c6bd74,GHALogs: Large-Scale Dataset of GitHub Actions Runs,10.1109/MSR66628.2025.00104,2025.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,True,"QA1: Clear research objective stated—addressing the gap in fine-grained CI/CD performance knowledge and scarcity of large-scale datasets. QA2: Software engineering context well-described—CI/CD processes, GitHub Actions, workflow runs. QA3: Data source reproducibly described—116k workflows from 25k public GitHub projects, 513k runs, 2.3M steps with complete logs. QA4: No formal process mining or stochastic technique explicitly named (alpha miner, inductive miner, Petri nets, conformance checking, etc. not mentioned). QA5: Empirical validation present—dataset creation and large-scale empirical c",2026-04-29T12:35:25.458235+00:00,claude-haiku-4-5-20251001
5c4c0e7f,Studying Developer Build Issues and Debugger Usage via Timeline Analysis in Visual Studio IDE,,2018.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,True,"QA1: Clear research objectives stated in abstract—studying build failures, debugger usage, and developer throughput via timeline analysis. QA2: Specific SE context described: IDE (Microsoft Visual Studio), development sessions, build failures, code debugging. QA3: Data source reproducibly described: KaVE dataset of developer interactions in Visual Studio IDE is a named, public dataset. QA4: No specific formal PM or stochastic technique named (timeline analysis is described but not formalized as a named algorithm like alpha miner, inductive miner, etc.). QA5: Empirical validation present: analy",2026-04-29T12:35:27.107987+00:00,claude-haiku-4-5-20251001
