internal_id,source_db,source_query_id,source_query_label,doi,title,authors,year,abstract,venue,doc_type,keywords,url,publisher,abstract_source,abstract_match_type,ta_decision,ta_rationale,ta_matched_ic,ta_matched_ec,ta_evidence_tags,ta_software_context,ta_stochastic_method,ta_forecast_target,ta_process_data_source,ta_confidence,ta_evidence_status,ta_manual_review_required,ta_screened_at,ta_batch_id,ft_priority_score,ft_priority_rank,ft_priority_band,ft_oa_url,ft_decision,ft_rationale,ft_matched_ic,ft_matched_ec,ft_evidence_tags,ft_software_context,ft_stochastic_method,ft_forecast_target,ft_process_data_source,ft_confidence,ft_evidence_status,ft_manual_review_required,ft_screened_at,ft_screened_by,ft_batch_id
,ieee,ieee_manual_01,IEEE Manual 01,10.1109/CSMR.2011.5,Process Mining Software Repositories,"Poncin, Wouter; Serebrenik, Alexander; Brand, Mark van den",2011,"Software developers’ activities are in general recorded in software repositories such as version control systems, bug trackers and mail archives. While abundant information is usually present in such repositories, successful information extraction is often challenged by the necessity to simultaneously analyze different repositories and to combine the information obtained. We propose to apply process mining techniques, originally developed for business process analysis, to address this challenge. However, in order for process mining to become applicable, different software repositories should be combined, and “related” software development events should be matched: e.g., mails sent about a file, modifications of the file and bug reports that can be traced back to it. The combination and matching of events has been implemented in FRASR (Framework for Analyzing Software Repositories), augmenting the process mining framework ProM. FRASR has been successfully applied in a series of case studies addressing such aspects of the development process as roles of different developers and the way bug reports are handled.",2011 15th European Conference on Software Maintenance and Reengineering,conference paper,Software; Data mining; Postal services; Control systems; Computer bugs; PROM; Process control; process mining; software repositories,,,,,include,"O artigo aplica process mining diretamente a repositórios de software (VCS, bug trackers, mail archives) para analisar processos de desenvolvimento, combinando eventos de múltiplas fontes. Atende claramente IC1 (process mining em software) e IC4 (mineração de repositórios), sem violações dos critérios de exclusão.",IC1|IC4,,,,,,,,,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9,123,73,A,https://pure.tue.nl/ws/files/3322651/Metis244824.pdf,include,"O artigo aplica process mining técnicas (descoberta de processos) diretamente a repositórios de software (VCS, bug trackers, mail archives) para analisar processos de desenvolvimento de software, implementando a abordagem em FRASR. Atende claramente IC1 (process mining em software com event logs de repositórios) e IC4 (mineração de repositórios para descoberta de modelos de processo). Nenhum critério de exclusão se aplica.",IC1|IC4,,,,,,,,,,2026-04-12T21:13:39.514577+00:00,llm,msgbatch_0118tBZ4cKzvEAFGN35fnYSf
,scopus,scopus_principal,Principal,10.18293/SEKE2021-075,Remaining activity sequence prediction for ongoing process instances,Sun X.,2021,"Remaining activity sequence prediction (i.e. activity suffix prediction) aims at recommending the most likely future behaviors for ongoing process instances (i.e. traces), which enables process managers to rationally allocate resources and detect process deviations in advance. Recently, techniques of neural networks have found promising applications in activity suffix prediction by training a prediction model for next activity and iteratively performing the model to achieve the whole sequence prediction. However, the iterative prediction accumulates the deviations of each iteration and the result also lacks interpretability. In this paper, we propose a novel method to predict activity suffixes from the perspective of control flow and data flow for ongoing traces, where process discovery and trace replay techniques are employed to simulate executions of traces under real conditions and Long Short-Term Memory (LSTM) is applied to characterize the correlation between executed information and future execution. Sequence matching between historical prefix traces and ongoing traces is performed based on the above information to select the optimal-matched (i.e. most similar) activity suffix for ongoing process instances. Experiments on real-life datasets demonstrate that the proposed method outperforms other methods.",Proceedings of the International Conference on Software Engineering and Knowledge Engineering Seke,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85114277852,,,,include,"O artigo aplica process mining (descoberta de processo, trace replay) e técnicas de aprendizado profundo (LSTM) para prever sequências de atividades futuras em instâncias de processo em andamento. Embora não mencione explicitamente software engineering como domínio de aplicação, a metodologia de predição de sufixo de atividades é uma técnica central em process mining aplicada a processos, e o venue (SEKE) sugere contextualização em engenharia de software. Atende IC3 (forecasting de comportamento",IC3,,,,,,,,,,2026-04-12T20:03:59.736124+00:00,msgbatch_01Bi2vvN8phka4m2zJ3y8JSf,123,74,A,https://doi.org/10.18293/seke2021-075,exclude,"Embora o artigo trate de process mining (descoberta e trace replay) e predição (LSTM para sequências futuras), o resumo não deixa claro que o método é aplicado especificamente a processos de desenvolvimento de software (SW). A predição de sufixos de atividades é genérica a qualquer processo; sem evidência de aplicação a artefatos de SW (commits, issues, PR, CI/CD) ou domínio de SE explícito, o artigo atende apenas a abstrações de process mining descontextualizadas de SW. O venue SEKE não é sufic",,EC1|EC3,,,,,,,,,2026-04-12T21:13:39.514577+00:00,llm,msgbatch_0118tBZ4cKzvEAFGN35fnYSf
,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1587/transinf.E93.D.185,Software reliability modeling considering fault correction process,Jia L.,2010,"Many existing software reliability models (SRMs) are based on the assumption that fault correction activities take a negligible amount of time and resources, which is often invalid in real-life situations. Consequently, the estimated and predicted software reliability tends to be over-optimistic, which could in turn mislead management in related decision-makings. In this paper, we first make an in-depth analysis of real-life software testing process; then a Markovian SRM considering fault correction process is proposed. Parameter estimation method and software reliability prediction method are established. A numerical example is given which shows that by using the proposed model and methods, the results obtained tend to be more appropriate and realistic.",IEICE Transactions on Information and Systems,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-77949654413,,,,include,"O artigo propõe um modelo Markoviano (estocástico) para processos de teste e correção de falhas em software, analisando dados reais de processo de desenvolvimento. Atende IC2 (modelagem estocástica em processos de SW) e IC3 (previsão de confiabilidade do processo de software).",IC2|IC3,,,,,,,,,,2026-04-12T20:03:59.736124+00:00,msgbatch_01Bi2vvN8phka4m2zJ3y8JSf,123,75,A,https://www.jstage.jst.go.jp/article/transinf/E93.D/1/E93.D_1_185/_pdf,exclude,"O artigo propõe um modelo Markoviano para confiabilidade de software, mas foca em modelagem matemática de taxa de falhas e correção sem analisar processos reais de desenvolvimento (eventos, logs, artefatos como commits/issues). Não há mineração de repositórios, análise de event logs, ou previsão de métricas operacionais de processo (lead time, cycle time). O modelo é teórico-aplicado a dados sintéticos/agregados, não a rastreamento de processos reais de SW.",,EC3,,,,,,,,,2026-04-12T21:13:39.514577+00:00,llm,msgbatch_0118tBZ4cKzvEAFGN35fnYSf
,scopus,scopus_complementar,Complementar (MSR → Process Modeling),10.1145/3524842.3528049,Studying the Impact of Continuous Delivery Adoption on Bug-Fixing Time in Apache's Open-Source Projects,De Almeida C.D.A.,2022,"Buggy software impacts people's lives and businesses. Nowadays, a huge portion of a software project's cost is spent on debugging (finding and fixing bugs). Therefore, reducing the time needed to release new software versions free from bugs becomes crucial. Continuous delivery (CD) arises as an alternative to traditional software release engineering by providing the capability to faster and continuously release software to customers through automated pipelines. Previous studies claim that CD adoption leads to a reduction in the software release cycle time, including the time lag to fix reported bugs (bug-fixing time) and apply correction patches in the affected versions. However, there is a lack of empirical evidence supporting (or not) this claim. To fulfill this gap, we conducted an empirical study to evaluate the impact of CD adoption in the bug-fixing time. We study 25 open-source projects comparing the bug-fixing time before and after adopting CD. Our results show that bug-fixing time after CD adoption becomes shorter (with statistical significance) than the bug-fixing time before CD adoption.",Proceedings 2022 Mining Software Repositories Conference MSR 2022,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85134078311,,,,include,"O estudo minera repositórios de projetos Apache (IC4) para descobrir o impacto da adoção de Continuous Delivery no tempo de correção de bugs, utilizando event logs implícitos (histórico de commits/releases). Embora não use process mining formalmente, analisa processos de desenvolvimento de software através de dados de repositórios para prever/comparar métricas de processo (bug-fixing time), alinhando-se ao escopo de mineração de repositórios para processo de SW.",IC4,,,,,,,,,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9,123,76,A,https://dl.acm.org/doi/pdf/10.1145/3524842.3528049,exclude,"Embora o estudo minere repositórios (IC4 potencial), a análise se limita a comparação simples de métricas (bug-fixing time antes/depois de CD) sem descobrir ou modelar o processo de desenvolvimento em si. Não aplica process mining (descoberta, conformance, workflow mining, event log analysis), não usa modelagem estocástica (Markov, redes de Petri, matrizes de transição) e não realiza forecasting baseado em dados ou modelos de processo. Trata-se de um estudo empírico de impacto de prática de enge",,,,,,,,,,,2026-04-12T21:13:39.514577+00:00,llm,msgbatch_0118tBZ4cKzvEAFGN35fnYSf
,scopus,scopus_complementar,Complementar (MSR → Process Modeling),10.1109/MSR.2017.54,An Empirical Analysis of Build Failures in the Continuous Integration Workflows of Java-Based Open-Source Software,Rausch T.,2017,"Continuous Integration (CI) has become a common practice in both industrial and open-source software development. While CI has evidently improved aspects of the software development process, errors during CI builds pose a threat to development efficiency. As an increasing amount of time goes into fixing such errors, failing builds can significantly impair the development process and become very costly. We perform an indepth analysis of build failures in CI environments. Our approach links repository commits to data of corresponding CI builds. Using data from 14 open-source Java projects, we first identify 14 common error categories. Besides test failures, which are by far the most common error category (up to >80% per project), we also identify noisy build data, e.g., induced by transient Git interaction errors, or general infrastructure flakiness. Second, we analyze which factors impact the build results, taking into account general process and specific CI metrics. Our results indicate that process metrics have a significant impact on the build outcome in 8 of the 14 projects on average, but the strongest influencing factor across all projects is overall stability in the recent build history. For 10 projects, more than 50% (up to 80%) of all failed builds follow a previous build failure. Moreover, the fail ratio of the last k=10 builds has a significant impact on build results for all projects in our dataset.",IEEE International Working Conference on Mining Software Repositories,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85026529844,,,,include,"O artigo aplica mineração de repositórios e análise de event logs (commits + CI builds) para descobrir padrões e fatores que impactam processos de desenvolvimento de SW. Atende IC1 (process mining em artefatos de SW: commits, CI/CD) e IC4 (mineração de repositórios para melhorar compreensão de processos de desenvolvimento). Não há violação de critérios de exclusão.",IC1|IC4,,,,,,,,,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9,122,77,A,,exclude,"Embora o artigo minere repositórios e CI/CD, sua análise é descritiva (categorização de erros, identificação de fatores correlatos) e não emprega process mining (descoberta de processos, conformance checking, workflow mining), modelagem estocástica (Markov, Petri nets, matrizes de transição) nem forecasting/predição de métricas de processo. A ligação entre fatores de processo e falhas é estatística simples (impacto significativo), não constitui construção de modelo estocástico ou preditivo do pr",,EC3,,,,,,,,,2026-04-12T21:13:39.514577+00:00,llm,msgbatch_0118tBZ4cKzvEAFGN35fnYSf
,scopus,scopus_principal,Principal,10.1109/TASE.2018.2844725,Automatic Discovery of Behavioral Models From Software Execution Data,Liu C.,2018,"During the execution of a software system, tremendous amounts of data are recorded, and such data provide valuable information on software runtime behavior analysis. This paper presents an approach on how to utilize process mining as an enabler to discover software behavioral models. To achieve this, we formally define the software event log and its transformation from original software execution data. Essentially, a software event log consists of a set of cases that each is a manifestation of an independent software run. A case is represented as an ordered sequence of events that each refers to a method call. Given the observation that software usually has a hierarchical structure, we first propose an approach to construct a hierarchical software event log from the original flat one by the recursively applying method calling relation detection. Next, using extended process discovery techniques, we discover a software behavioral model, which is represented as a kind of hierarchical Petri net with components, from the hierarchical software event log. We have implemented the proposed approach in the open source process mining toolkit ProM. By using two synthetic software event logs, we show that our approach can deal with infrequent behavior. Moreover, a validation with one real-life software event log shows that our approach can help visualize actual software runtime behavior in an easy-to-understand manner. Note to Practitioners—Software data analysis techniques play an increasingly important role for understanding the real behavior of software systems. This paper addresses the issue of discovering behavioral models from real-life software execution data. A kind of hierarchical Petri nets is defined to represent the discovered software behavior. All proposed concepts and algorithms are supported by open source tools, and experiments over both synthetic and real-life software execution data have shown their applicability. The proposed methodology is readily applicable to industrial-size software behavior discovery problems.",IEEE Transactions on Automation Science and Engineering,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85052827842,,,,include,"O artigo aplica process mining (descoberta de modelos) diretamente a dados de execução de software, descobrindo modelos comportamentais em forma de Petri nets hierárquicas a partir de event logs de software. Atende claramente IC1 (process mining em software) com descoberta de modelos a partir de execution data e logs de software.",IC1,,,,,,,,,,2026-04-12T20:07:33.942322+00:00,msgbatch_01WA34s6KYBnqTEYDoeQMa8p,122,78,A,,include,"O artigo aplica process mining (descoberta de modelos comportamentais) diretamente a dados de execução de software, utilizando event logs de software e técnicas de discovery estendidas para gerar Petri nets hierárquicas. Atende claramente IC1 (process mining em software) sem evidência de EC decisivo.",IC1,,,,,,,,,,2026-04-12T21:13:39.514577+00:00,llm,msgbatch_0118tBZ4cKzvEAFGN35fnYSf
,ieee,ieee_manual_01,IEEE Manual 01,10.1109/MSR.2015.39,Identifying Software Process Management Challenges: Survey of Practitioners in a Large Global IT Company,"Gupta, Monika; Sureka, Ashish; Padmanabhuni, Srinivas; Asadullah, Allahbaksh Mohammedali",2015,"Process mining consists of mining event logs generated from business process execution supported by Information Systems (IS). Process mining of software repositories has diverse applications because vast data is generated during Software Development Life Cycle (SDLC) and archived in IS such as Version Control System (VCS), Peer Code Review (PCR) System, Issue Tracking System (ITS), and mail archives. There is need to explore its applications on different repositories to aid managers in process management. We conduct two phase surveys and interviews with managers in a large, global, IT company. The first survey and in-person interviews identify the process challenges encountered by them that can be addressed by novel applications of process mining. We filter, group and abstract responses formulating 30 generic problem statements. On the basis of process mining type, we classify identified problems to eight categories such as control analysis, organizational analysis, conformance analysis, and preventive analysis. The second survey asks distinct participants the importance of solving identified problems. We calculate proposed Net Importance Metric (NIM) using 1262 ratings from 43 participants. Combined analysis of NIM and first survey responses reveals that the problems mentioned by few practitioners in first survey are considered important by majority in the second survey. We elaborate on possible solutions and challenges for most frequent and important problems. We believe solving these validated problems will help managers in improving project quality and productivity.",2015 IEEE/ACM 12th Working Conference on Mining Software Repositories,conference paper,Data mining; Software; Process control; Interviews; Measurement; Companies; Process Mining; Qualitative Study; Software Development Life Cycle; Software Repositories,,,,,include,"O paper atende IC1 (Process Mining em Software) ao aplicar técnicas de process mining a artefatos de desenvolvimento de software (VCS, ITS, PCR systems) para identificar desafios de gerenciamento de processos. Também trata IC4 (Mineração de Repositórios para Processo) ao minerar repositórios para descobrir e melhorar modelos de processo de desenvolvimento. Não há violação clara de critérios de exclusão: o domínio é explicitamente software engineering, o foco é no processo (não em software como f",IC1|IC4,,,,,,,,,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9,122,79,A,,exclude,"Embora o resumo mencione process mining e repositórios de software, o paper é fundamentalmente um survey de desafios gerenciais baseado em entrevistas com praticantes, não uma aplicação ou desenvolvimento de process mining propriamente dito. O trabalho identifica problemas potenciais para future work em process mining, mas não demonstra aplicação concreta de técnicas de PM, modelagem estocástica ou forecasting a dados de processos de SW. Viola EC3: método/framework sem avaliação empírica em proc",,EC3,,,,,,,,,2026-04-12T21:13:39.514577+00:00,llm,msgbatch_0118tBZ4cKzvEAFGN35fnYSf
,ieee,ieee_manual_01,IEEE Manual 01,10.1109/SAPIENCE.2016.7684142,Process mining for project management,"Joe, Jeni; Emmatty, Tanya; Ballal, Yasha; Kulkarni, Snehal",2016,"Business process mining or process mining is the intersection between data mining and business process modelling that extracts business patterns from event logs. Event logs are freely available in any organization. Business logs are a potential source of useful information. By the various patterns that are present in the logs, a lot can be estimated about the type of procedures that should be incorporated into the organization for better performance. Event logs store information about time and event data of business processes. Process mining algorithms are used to mine business process models using event logs. Generating automated business models out of this could provide valuable insight to a firm eventually leading to customer satisfaction. Process Mining works by three phases: discovery, conformation and alteration. By using process mining, many kinds of information can be collected about the process, such as control-flow, performance, organizational information and decision patterns. A process model could be represented as Petri nets which is a formal graphical representation of the workflow diagram or it can be represented as Business Process Modelling Notation. This project aims to develop a user friendly platform which is capable of generating petri net like models by process mining. By using various process mining algorithms we will develop software which would mine the event logs of a particular firm. It would provide a data or workflow analysis scheme. This would optimize business process intelligence and thus provide alternative and superior work strategies. In this project, we are mainly targeting project management using process mining. There are many projects that are undertaken by an IT company that all follow the same procedure. The concept of business process mining can be used in order to improve the performance of a company by optimizing its Software Development Life Cycle. By feeding the previous logs of a similar project of the company, the software would give a flowgraph. This flowgraph can help to identify the sequence of the activities, roles in the organization as well as various efficiency parameters. The algorithm being used is the Heuristic Miner Algorithm for process mining.",2016 International Conference on Data Mining and Advanced Computing (SAPIENCE),conference paper,Data mining; Project management; Heuristic algorithms; Software algorithms; Software; Organizations; process mining; event logs,,,,,include,"O paper aplica process mining (descoberta, conformance, algoritmos) especificamente a processos de desenvolvimento de software e gerenciamento de projetos em empresas de IT, visando otimizar o Software Development Life Cycle usando event logs. Atende IC1 (PM em artefatos de SW) e IC4 (mineração de repositórios/logs para descoberta de modelos de processo de SW).",IC1|IC4,,,,,,,,,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9,122,80,A,,include,"O paper aplica explicitamente process mining (discovery, conformance, Heuristic Miner Algorithm) a event logs de processos de desenvolvimento de software e gerenciamento de projetos em empresas de IT, visando otimizar o Software Development Life Cycle. Atende claramente IC1 (process mining em artefatos/processos de SW) e IC4 (mineração de logs para descoberta de modelos de processo de desenvolvimento de SW). Nenhum critério de exclusão se aplica.",IC1|IC4,,,,,,,,,,2026-04-12T21:13:39.514577+00:00,llm,msgbatch_0118tBZ4cKzvEAFGN35fnYSf
,ieee,ieee_manual_01,IEEE Manual 01,10.1109/APSEC.2006.14,A Systematic Approach to Process Enactment Analysis as Input to Software Process Improvement or Tailoring,"Huo, Ming; Zhang, He; Jeffery, Ross",2006,Software process improvement has been a focus of industry for many years. To assist the procedure and implementation of process improvement we provide a software process recovery method based on mining project enactment data. The goal of the method is to uncover the actual process used in order to provide input to improve the quality of a defined software process. The recovered model (or patterns) is at the same level of abstraction as the predefined process model. This provides an easy and clear way to identify the gap between the planned process model and the real enactment. We investigate the enactment of a defined software process from the view of understanding the appropriateness and fitness for purpose of the process model from the viewpoint of the project managers in the context of a small software development organization. We collected data from organizations and applied our method to a pilot case study. The main contribution of our work is to provide a software process model recovery method which supports software process change and improvement.,2006 13th Asia Pacific Software Engineering Conference (APSEC'06),conference paper,Software quality; Computer industry; Context modeling; Helium; Australia; Data mining; Project management; Software development management; Programming; Workflow management software,,,,,include,"O paper aplica mining de dados de enactment de projetos de software para recuperar modelos de processo reais, comparando com processos predefinidos. Atende claramente IC1 (process mining em artefatos de SW para descoberta de processo) e IC4 (mineração de repositórios/dados de projeto para descobrir modelos de processo de desenvolvimento).",IC1|IC4,,,,,,,,,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9,121,81,A,,include,O paper apresenta um método sistemático de mineração de dados de enactment de projetos de software para recuperar modelos de processo reais e compará-los com processos predefinidos. Atende claramente IC1 (process mining aplicado a artefatos e dados de software para descoberta de processo) e IC4 (mineração de dados de projeto para descobrir e melhorar modelos de processo de desenvolvimento). Nenhum critério de exclusão se aplica.,IC1|IC4,,,,,,,,,,2026-04-12T21:13:39.514577+00:00,llm,msgbatch_0118tBZ4cKzvEAFGN35fnYSf
,ieee,ieee_manual_01,IEEE Manual 01,10.1109/EDOC.2019.00026,A User Evaluation of Process Discovery Algorithms in a Software Engineering Company,"Agostinelli, Simone; Maggi, Fabrizio Maria; Marrella, Andrea; Milani, Fredrik",2019,"Process mining methods allow analysts to use logs of historical executions of business processes in order to gain knowledge about the actual behavior of these processes. One of the most widely studied process mining operations is automated process discovery. An event log is taken as input by an automated process discovery method and produces a business process model as output that captures the control-flow relations between tasks that are described by the event log. In this setting, this paper provides a systematic comparative evaluation of existing implementations of automated process discovery methods with domain experts by using a real life event log extracted from an international software engineering company and four quality metrics: understandability, correctness, precision, and usefulness. The evaluation results highlight gaps and unexplored trade-offs in the field and allow researchers to improve the lacks in the automated process discovery methods in terms of usability of process discovery techniques in industry.",2019 IEEE 23rd International Enterprise Distributed Object Computing Conference (EDOC),conference paper,Companies; Systematics; Tools; Complexity theory; Software algorithms; Data mining; User Evaluation; Process Mining; Process Discovery; BPMN,,,,,include,"O artigo aplica process discovery (técnica central de process mining) a event logs reais extraídos de uma empresa de engenharia de software, avaliando a qualidade dos modelos de processo descobertos. Atende claramente IC1 ao aplicar process mining (descoberta automatizada de processos) a artefatos e contexto de desenvolvimento de software, com validação por especialistas do domínio.",IC1,,,,,,,,,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9,121,82,A,https://iris.uniroma1.it/bitstream/11573/1347078/1/Agostinelli_Postprint_A-User-Evaluation_2019.pdf,include,"O artigo aplica claramente process discovery (técnica fundamental de process mining) a event logs reais extraídos de uma empresa de engenharia de software, avaliando algoritmos automatizados com métricas de qualidade (understandability, correctness, precision, usefulness) validadas por especialistas do domínio. Atende inequivocamente IC1 sem ativar nenhum critério de exclusão.",IC1,,,,,,,,,,2026-04-12T21:13:39.514577+00:00,llm,msgbatch_0118tBZ4cKzvEAFGN35fnYSf
,ieee,ieee_manual_01,IEEE Manual 01,10.1109/ICPM.2019.00020,Assessing Software Development Teams' Efficiency using Process Mining,"Caldeira, João; Brito e Abreu, Fernando; Reis, José; Cardoso, Jorge",2019,"Context. Improving the efficiency and effectiveness of software development projects implies understanding their actual process. Given the same requirements specification, different software development teams may follow different strategies and that may lead to inappropriate use of tools or non-optimized allocation of effort on spurious activities, non-aligned with the desired goals. However, due to its intangibility, the actual process followed by each developer or team is often a black box. Objective. The overall goal of this study is to improve the knowledge on how to measure efficiency in development teams where a great deal of variability may exist due to the human-factor. The main focus is on the discovery of the underlying processes and compare them in terms of efficiency and effectiveness. By doing so, we expect to reveal potentially hidden costs and risks, so that corrective actions may take place on a timely manner during the software project life cycle. Method. Several independent teams of Java programmers, using the Eclipse IDE, were assigned the same software quality task, related to code smells detection for identifying refactoring opportunities and the quality of the outcomes were assessed by independent experts. The events corresponding to the activity of each team upon the IDE, while performing the given task, were captured. Then, we used process mining techniques to discover development process models, evaluate their quality and compare variants against a reference model used as ""best practice"". Results. Teams whose process model was less complex, had the best outcomes and vice-versa. Comparing less complex process variants with the """"best practice"""" process, showed that they were also the ones with less differences in the control-flow perspective, based on activities frequencies. We have also determined which teams were most efficient through process analysis. Conclusions. We confirmed that, even for a well-defined software development task, there may be a great deal of process variability due to the human factor. We were able to identify when developers were more or less focused in the essential tasks they were required to perform. Less focused teams had the more complex process models, due to the spurious / non-essential actions that were carried out. In other words, they were less efficient. Experts' opinion confirmed that those teams also were less effective in their expected delivery. We therefore concluded that a self-awareness of the performed process rendered by our approach, may be used to identify corrective actions that will improve process efficiency (less wasted effort) and may yield to better deliverables, i.e. improved process effectiveness.",2019 International Conference on Process Mining (ICPM),conference paper,Data mining; Task analysis; Tools; Java; Human factors; Software quality; software development; process mining; software process analytics; ide usage; efficiency assessment,,,,,include,"O paper aplica process mining (descoberta de modelos de processo) diretamente a artefatos de software development (eventos do IDE, atividades de desenvolvedores) para analisar e melhorar a eficiência de equipes de desenvolvimento. Atende claramente IC1 e o escopo da SLR ao descobrir processos reais de desenvolvimento de SW usando event logs e comparar variantes de processo.",IC1,,,,,,,,,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9,121,83,A,https://repositorio.iscte-iul.pt/bitstream/10071/26000/1/conferenceobject_60919.pdf,include,O paper aplica process mining (descoberta e análise de modelos de processo) diretamente a artefatos de desenvolvimento de software (event logs capturados do IDE Eclipse durante atividades de developers) para avaliar e comparar eficiência de equipes. Atende claramente IC1: process mining aplicado a processos de desenvolvimento de software com análise de variantes de processo e conformance contra modelo de referência ('best practice'). Nenhum critério de exclusão se aplica.,IC1,,,,,,,,,,2026-04-12T21:13:39.514577+00:00,llm,msgbatch_0118tBZ4cKzvEAFGN35fnYSf
,scopus,scopus_principal,Principal,10.5220/0006772003140319,Deep learning process prediction with discrete and continuous data features,Schönig S.,2018,"Process prediction is a well known method to support participants in performing business processes. These methods use event logs of executed cases as a knowledge base to make predictions for running instances. A range of such techniques have been proposed for different tasks, e.g., for predicting the next activity or the remaining time of a running instance. Neural networks with Long Short-Term Memory architectures have turned out to be highly customizable and precise in predicting the next activity in a running case. Current research, however, focuses on the prediction of future activities using activity labels and resource information while further event log information, in particular discrete and continuous event data is neglected. In this paper, we show how prediction accuracy can significantly be improved by incorporating event data attributes. We regard this extension of conventional algorithms as a substantial contribution to the field of activity prediction. The new approach has been validated with a recent real-life event log.",Enase 2018 Proceedings of the 13th International Conference on Evaluation of Novel Approaches to Software Engineering,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85051962925,,,,include,"O artigo aplica deep learning (LSTM) para predição de atividades em processos usando event logs, atendendo a IC3 (forecasting de métricas de processo - predição de próxima atividade e remaining time). Não apresenta critérios de exclusão claros; domínio é business processes com validação em event log real.",IC3,,,,,,,,,,2026-04-12T20:07:33.942322+00:00,msgbatch_01WA34s6KYBnqTEYDoeQMa8p,121,84,A,https://doi.org/10.5220/0006772003140319,exclude,"Embora o resumo mencione event logs e predição usando deep learning (LSTM), o artigo não especifica aplicação a processos de desenvolvimento de software — trata-se de business processes genéricos. O IC3 exige forecasting de métricas de processo de SW (lead time, cycle time, throughput, taxa de defeitos); predição de próxima atividade em business processes arbitrários não satisfaz este critério. Não há evidência de aplicação a artefatos de SW (commits, issues, PR, CI/CD) que caracterizaria IC1 ou",,EC1,,,,,,,,,2026-04-12T21:13:39.514577+00:00,llm,msgbatch_0118tBZ4cKzvEAFGN35fnYSf
,scopus,scopus_principal,Principal,10.1016/j.ifacol.2018.11.200,Enterprise Level Integration of Ontology Engineering and Process Mining for Management of Complex Data and Processes to improve Decision System,Thakar T.,2018,"Abstract Software development may involve international-scale, dynamic business processes that consume and generate data in complex ways which may not be obvious to management. This loads risks for global data management projects. This paper investigates an approach combining process mining and knowledge engineering to help manage complex data assets in an international software development process. The research engaged a data management team and other stakeholders over a critical one year period during which the company was involved in an acquisition of another similar sized company. This added significantly to the overall complexity of the enterprise context and decision process. Serious challenges existed with systemic complexity, including the silo-ed nature of IT assets which were not readily amenable to modelling dynamic networks of processes. Preliminary results presented here showed that some features of the combined process mining/ontology development framework would address process management complexity, aiding control of that complex data environment.",IFAC Papersonline,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85056987665,,,,include,O paper aplica process mining a processos de desenvolvimento de software em escala internacional (IC1) e combina mineração de processos com engenharia de conhecimento para análise de complexidade de processos de SW. Não há exclusões decisivas; o foco em gestão de dados em contexto de desenvolvimento de software alinha-se ao escopo da SLR.,IC1,,,,,,,,,,2026-04-12T20:07:33.942322+00:00,msgbatch_01WA34s6KYBnqTEYDoeQMa8p,121,85,A,https://doi.org/10.1016/j.ifacol.2018.11.200,exclude,"Embora o resumo mencione 'process mining' e 'software development process', o trabalho carece de evidências concretas de aplicação de PM a artefatos de software (commits, issues, PR, CI/CD, event logs). O foco principal é em 'ontology engineering' e 'data management' em contexto de aquisição corporativa, sem demonstração clara de descoberta ou análise de processos de SW através de logs de eventos ou artefatos de repositório. Trata-se de aplicação conceptual/preliminar sem avaliação rigorosa em p",,EC2,,,,,,,,,2026-04-12T21:13:39.514577+00:00,llm,msgbatch_0118tBZ4cKzvEAFGN35fnYSf
