internal_id,title,doi,source_db,year,abstract_source,abstract_match_type,ta_decision_original,ta_rationale_original,ta_decision_rescreened,ta_rationale_rescreened,ta_matched_ic_rescreened,ta_matched_ec_rescreened,ta_confidence_rescreened,ta_evidence_status_rescreened,ta_screened_at_rescreened,ta_batch_id_rescreened,changed,transition
3feb9a4e,Scilab-based reliability analysis of 5-storey offshore jacket structure using monte carlo finite element method,,scopus,2018,crossref,title_fuzzy,exclude,"O paper trata de análise de confiabilidade de estruturas offshore usando Monte Carlo em engenharia civil, não envolve processos de software ou engenharia de software. Claramente fora do escopo da SLR PATHCAST.",exclude,"O artigo trata de análise de confiabilidade estrutural de uma plataforma offshore usando Monte Carlo e FEM. Não há qualquer conexão com processos de desenvolvimento de software, mineração de repositórios, event logs de software ou modelagem estocástica de processos de SW. O domínio é engenharia civil/estrutural.",,EC1,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,exclude→exclude
66de7dc0,Hintikka games for PCTL on labeled Markov chains,10.1109/QEST.2008.10,scopus,2008,openalex,doi_exact,exclude,"O artigo trata de teoria de jogos e verificação formal (Hintikka games e PCTL) em cadeias de Markov. Sem abstract disponível e com foco em fundamentação teórica de sistemas de verificação, não há evidência de aplicação a processos de desenvolvimento de software ou process mining. O paper aparenta ser EC3 (algoritmo/método teórico sem avaliação em SW).",exclude,"Artigo trata de fundamentos teóricos de lógica temporal probabilística (PCTL) e model checking em cadeias de Markov, sem aplicação a processos de desenvolvimento de software. Não há evidência de análise, descoberta ou previsão de processos de SW ou mineração de repositórios.",,EC1|EC3,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,exclude→exclude
48a3c416,Automatic checking of conformance to requirement boilerplates via text chunking: An industrial case study,10.1109/ESEM.2013.13,scopus,2013,semanticscholar,doi_exact,exclude,"O artigo trata de conformance checking de requisitos usando text chunking, focando em validação de documentação/boilerplates de requisitos. Não há evidência de process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios para descoberta/previsão de processos de desenvolvimento. A conformance checking aqui refere-se a artefatos de requisitos, não a event logs ou processos de SW.",exclude,"O paper trata de verificação automática de conformidade de requisitos com boilerplates usando NLP (Text Chunking), não abordando process mining, modelagem estocástica, forecasting de métricas de processo, ou mineração de repositórios de SW. O foco é em engenharia de requisitos (RE), não em análise de processos de desenvolvimento.",,EC3,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,exclude→exclude
282512f4,A Markov-based collaborative pricing system for information goods bundling,10.1016/j.eswa.2007.11.040,scopus,2009,crossref,title_fuzzy,exclude,"O título indica um sistema de preços colaborativo para bundling de bens digitais, que é um problema de e-commerce/economia digital, não de processos de desenvolvimento de software. Nenhum IC é atendido; EC1 (domínio fora de SW) se aplica claramente.",exclude,"O artigo trata de pricing de bens informacionais em economia digital, utilizando modelo Markoviano para precificação colaborativa. Não há aplicação a processos de desenvolvimento de software, mineração de repositórios, ou análise de event logs de processos de SW. Domínio claramente fora do escopo (EC1).",,EC1,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,exclude→exclude
2dec62a4,The relationship of code churn and architectural violations in the open source software jabref,10.1145/3129790.3129810,scopus,2017,openalex,doi_exact,exclude,"O artigo estuda a relação entre code churn e violações arquiteturais em um projeto de software específico, mas não aplica process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios para descobrir/modelar processos de desenvolvimento. Trata-se de análise de qualidade de código, não de análise de processos de SW.",exclude,"O paper estuda a relação entre code churn e violações arquiteturais em um projeto específico (JabRef), usando mineração de repositório. Embora seja mineração de repositório de software, não aborda process mining, modelagem estocástica, ou forecasting de métricas de processo. Trata de qualidade de código e arquitetura, não de processos de desenvolvimento de software (fluxo, sequências de atividades, event logs de processos).",,EC3,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,exclude→exclude
1bdfcb8a,Reliability model for component-based systems in cosmic (a case study),10.1142/S0218194008003763,scopus,2008,openalex,doi_exact,exclude,"O título sugere um modelo de confiabilidade (reliability) para sistemas baseados em componentes, sem indicação clara de process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo ou mineração de repositórios. Trata-se de engenharia de confiabilidade de software (produto), não de análise/previsão de processos de desenvolvimento. Além disso, não há resumo disponível para confirmar relevância ao escopo PATHCAST.",exclude,"O artigo propõe um modelo de confiabilidade para sistemas baseados em componentes usando cadeias de Markov, mas não aborda process mining, modelagem estocástica de processos de desenvolvimento de software, forecasting de métricas de processo ou mineração de repositórios. O foco é em engenharia de confiabilidade de componentes, não em processos de desenvolvimento de SW.",,EC3,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,exclude→exclude
31c3d637,Importance sampling based safety-critical software statistical testing acceleration,10.1109/CISE.2010.5676800,scopus,2010,openalex,doi_exact,maybe,"O título sugere testing de software, mas sem resumo não é possível confirmar se trata de process mining, modelagem estocástica de processos de SW, ou forecasting de métricas de processo. 'Importance sampling' é técnica estatística que pode estar relacionada a IC3 (forecasting), mas falta contexto sobre se analisa processos de desenvolvimento ou apenas testes.",exclude,"O paper trata de teste estatístico e confiabilidade de software, mas não aborda process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo, ou mineração de repositórios. O uso de cadeia de Markov é apenas para modelar padrões de uso/teste, não para descobrir ou prever características de processos de desenvolvimento de SW.",,EC3,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,True,maybe→exclude
4da654f9,Introduction to the special issue on timed and stochastic approaches to system evaluation,10.1007/s10009-026-00853-1,scopus,2026,semanticscholar,doi_exact,maybe,"Artigo editorial/introdução de special issue sobre abordagens temporizadas e estocásticas para avaliação de sistemas. Sem resumo disponível, é impossível confirmar se aborda process mining ou modelagem estocástica aplicada especificamente a processos de software ou se é apenas uma compilação editorial genérica de BPM/avaliação de sistemas.",exclude,"Este é um editorial de special issue que apresenta uma visão geral de trabalhos selecionados de conferências (QEST+FORMATS 2024). O abstract não descreve pesquisa empírica ou metodológica própria aplicada a processos de software; trata-se de um artigo introdutório a uma coleção, sem evidência de contribuição direta aos critérios de inclusão (process mining, modelagem estocástica em SW, forecasting de métricas de processo ou mineração de repositórios).",,EC4,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,True,maybe→exclude
3afa58f7,Stochastic steady-state and AC analyses of mixed-signal systems,10.1145/1629911.1630011,scopus,2009,openalex,doi_exact,exclude,"O título refere-se a análise de sistemas eletrônicos (mixed-signal systems) em automação de design de circuitos, domínio claramente fora de engenharia de software. Sem abstract disponível, mas o contexto da conferência (DAC - Design Automation Conference) e a terminologia técnica indicam foco em hardware/circuitos, não em processos de SW.",exclude,"O artigo trata de análise de sistemas eletrônicos mistos (digital phase-locked loops, delta-sigma data converters) usando cadeias de Markov. Não há conexão com processos de desenvolvimento de software, repositórios de código, ou artefatos de engenharia de software. Embora use modelagem estocástica (Markov), o domínio é eletrônica/processamento de sinais, não engenharia de software.",,EC1,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,exclude→exclude
412f0bc4,Performance modeling of design patterns for distributed computation,10.1109/MASCOTS.2012.37,scopus,2012,openalex,doi_exact,exclude,"O artigo trata de modelagem de desempenho de padrões de design para computação distribuída, não de process mining, modelagem estocástica de processos de SW ou forecasting de métricas de processo de desenvolvimento. Sem abstract disponível, não há evidência de intersecção com o escopo PATHCAST (análise de event logs, descoberta de processos de SW, ou predição de métricas de desenvolvimento).",exclude,"O artigo aplica modelagem estocástica (CTMC) a padrões de design para computação paralela em máquinas multicore, não a processos de desenvolvimento de software. O contexto é performance de sistemas distribuídos, não análise, descoberta ou previsão de processos de SE.",,EC1,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,exclude→exclude
208ba840,Reliability of component based systems - A critical survey,,scopus,2012,crossref,title_fuzzy,exclude,"O título sugere um survey sobre confiabilidade de sistemas baseados em componentes, mas sem abstract não é possível confirmar se trata process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo ou mineração de repositórios. O tema parece focar em confiabilidade de software (componentes) como atributo de qualidade, não em análise/descoberta/previsão de processos de desenvolvimento de SW. Classificado como revisão secundária potencialmente fora do escopo (EC4).",exclude,"O artigo é uma survey sobre confiabilidade de sistemas baseados em componentes, focando em estimação de confiabilidade e validação de modelos. Não aborda process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo ou mineração de repositórios – não atende nenhum IC. O tema é confiabilidade de software (product quality), não análise/predição de processos de desenvolvimento.",,EC3,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,exclude→exclude
0067d38b,Software tool for advanced Monte Carlo simulation of electron scattering in EBL and SEM: CHARIOT,10.1117/12.504568,scopus,2003,openalex,doi_exact,exclude,"O artigo trata de simulação Monte Carlo para espalhamento de elétrons em litografia de feixe eletrônico (EBL) e microscopia eletrônica de varredura (SEM), domínio de física/engenharia de materiais. Não há conexão com processos de desenvolvimento de software, event logs, repositórios de SW ou modelagem de processos de engenharia de software.",exclude,"O paper trata de simulação Monte Carlo de espalhamento de elétrons em litografia de feixe de elétrons e microscopia eletrônica de varredura. Domínio de física/engenharia de materiais, sem qualquer conexão a processos de desenvolvimento de software (EC1).",,EC1,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,exclude→exclude
4edae2ff,Research on software reliability based on forecasting model combined by LS-SVM and Markov chain,10.4028/www.scientific.net/AMM.197.542,scopus,2012,semanticscholar,doi_exact,maybe,"Título sugere forecasting em processos de software (LS-SVM + Markov chain para reliability) potencialmente atendendo IC2 e IC3, mas ausência de abstract impede confirmação clara sobre aplicação a processos de SW (não apenas confiabilidade de código) e se event logs/repositórios são utilizados. Venue em Mechanics and Materials é inusitada para SE.",exclude,"O paper aplica forecasting de falhas de software (LS-SVM + Markov chain), atendendo IC3 (forecasting de métricas de processo). Porém, não há evidência clara de que os dados provêm de event logs, repositórios ou artefatos de SW reais (commits, issues, logs CI/CD). O trabalho foca em predição de confiabilidade/falhas com dados genéricos de 'software failure data', não em processos de desenvolvimento de software (IC4 exigiria mineração de repositórios ou IC1 exigiria aplicação a artefatos de SW). O",IC3,EC3,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,True,maybe→exclude
5704fb61,Joint algorithm for traffic normalization and energy-efficiency in cellular network,10.1007/978-3-319-33622-0_5,scopus,2016,semanticscholar,doi_exact,exclude,"O título indica um artigo sobre otimização de redes celulares (traffic normalization e energy-efficiency), domínio claramente fora de engenharia de software e processos de desenvolvimento. Sem abstract disponível, mas o escopo é notoriamente incompatível com process mining ou modelagem de processos de SW.",exclude,"O artigo trata de otimização de energia em redes celulares usando geometria estocástica, domínio claramente fora de engenharia de software. Não há qualquer conexão com process mining, processos de desenvolvimento de software, modelagem de workflow de SW, ou repositórios de software.",,EC1,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,exclude→exclude
105bc4c7,"BPM-D 2025 - Joint Proceedings of the Best Dissertation Award, Doctoral Consortium, and Demonstration and Resources Forum at BPM 2025, co-located with 23rd International Conference on Business Process Management, BPM 2025",,scopus,2025,crossref,title_fuzzy,maybe,"Trata-se de proceedings de conferência de BPM (Business Process Management) sem resumo disponível. Enquanto BPM é próximo ao escopo de process mining, não há informações suficientes para confirmar se os artigos inclusos focam em processos de software ou aplicam técnicas de PM/modelagem estocástica a SW. A decisão requer avaliação dos artigos individuais dentro dos proceedings.",exclude,"O artigo trata de Business Process Management em pequenas e médias empresas familiares, focando em ambidextria organizacional e capacidades de TI. Não há qualquer menção a process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios de software. O contexto é estritamente organizacional/gerencial, não de processos de desenvolvimento de software.",,EC1|EC3,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,True,maybe→exclude
6f572f74,Conformance checking of access control policies specified in XACML,10.1109/COMPSAC.2007.96,scopus,2007,openalex,doi_exact,exclude,"O artigo trata de conformance checking de políticas de controle de acesso (XACML), que é um domínio de segurança e governança. Não há indicação no título de relação com process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo ou mineração de repositórios de desenvolvimento. Enquadra-se em EC1 (domínio fora de SW) e não atende nenhum IC.",exclude,"O artigo aborda verificação de conformidade em políticas de controle de acesso XACML, um tema de segurança de software, não processo de desenvolvimento de software. Não há qualquer menção a process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios de desenvolvimento (VCS, Jira, CI/CD). O 'conformance checking' aqui refere-se a validação de especificações de política, não análise de processos de SW via event logs.",,EC1|EC3,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,exclude→exclude
2cc4c817,Conformance checking of component-based systems for scenario-based specifications,10.1109/ICSESS.2011.5982241,scopus,2011,semanticscholar,doi_exact,maybe,"Título sugere conformance checking (potencialmente IC1), mas sem abstract não é possível confirmar se trata de process mining em SW ou é apenas verificação formal genérica de sistemas. A menção a 'component-based systems' e 'scenario-based specifications' pode referir-se a processos de SW ou a verificação de software como ferramenta (EC2).",exclude,"O artigo trata de conformance checking de componentes de software usando FSM e UML sequence diagrams, mas foca em verificação formal de especificações em fase de design. Não aborda process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo ou mineração de repositórios, e não analisa event logs reais ou processos de desenvolvimento.",,EC3,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,True,maybe→exclude
2b99dc38,Reliability analysis of component-based software based on relationships of components,10.1109/ICWS.2008.83,scopus,2008,openalex,doi_exact,exclude,"O título sugere análise de confiabilidade de componentes de software baseada em relacionamentos, o que é típico de engenharia de software, mas não se alinha com os critérios de inclusão da SLR PATHCAST (process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo, ou mineração de repositórios). O domínio parece ser arquitetura/confiabilidade de componentes, não processos de desenvolvimento de software.",exclude,"O artigo trata de modelagem de confiabilidade de componentes SOA usando cadeias de Markov, mas não aborda processo de desenvolvimento de software nem predição de características de processo (lead time, cycle time, throughput). Foca em análise de confiabilidade de arquitetura de software, não em process mining ou forecasting de métricas de processo de SW.",,EC2,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,exclude→exclude
14f5e403,Seismic fragility analysis of railway RC bridges accounting for bridge-train interaction based on a novel formulation for constrained dynamical systems and a co-simulation technique,10.7712/120121.8581.19644,scopus,2021,openalex,doi_exact,exclude,"O paper trata de análise de fragilidade sísmica de pontes ferroviárias de concreto armado e interação ponte-trem, utilizando técnicas de co-simulação para sistemas dinâmicos. Não há qualquer conexão com process mining, modelagem estocástica de processos de software, forecasting de métricas de desenvolvimento de software ou mineração de repositórios de software. O domínio é engenharia civil/ferroviária, claramente fora do escopo da SLR PATHCAST.",exclude,"O artigo trata de análise de fragilidade sísmica de pontes ferroviárias de concreto armado e interação ponte-trem, utilizando dinâmica estrutural e co-simulação. Não há qualquer conexão com process mining, modelagem estocástica de processos de software, forecasting de métricas de processo ou mineração de repositórios de desenvolvimento. O domínio é engenharia civil/estrutural, não engenharia de software.",,EC1,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,exclude→exclude
0f920462,Reliability prediction for component-based software systems: Dealing with concurrent and propagating errors,10.1016/j.scico.2014.03.016,scopus,2015,core,title_exact,exclude,"O título refere-se a predição de confiabilidade (reliability) em sistemas de software baseados em componentes, focando em erros concorrentes e propagação de falhas. Não há evidência de envolvimento com process mining, modelagem estocástica de processos de desenvolvimento de SW, forecasting de métricas de processo (lead time, cycle time, etc.), ou mineração de repositórios para descoberta de processos. O escopo é engenharia de confiabilidade de produtos, não análise/predição de processos de desen",exclude,"O artigo trata de predição de confiabilidade (reliability) em sistemas de software baseado em modelos de design, usando Markov. Porém, não aborda processos de desenvolvimento de software, event logs de processos, descoberta de processos ou análise de repositórios. O foco é em confiabilidade técnica de componentes, não em modelagem ou previsão de processos de SW (como lead time, cycle time, throughput de desenvolvimento).",,EC3,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,exclude→exclude
376b660e,Architecture for discovery and customization of multi-tenant learning process as a service and resources allocation in cloud computing,10.18293/SEKE2019-136,scopus,2019,openalex,doi_exact,exclude,"O título refere-se a 'learning process' em contexto de cloud computing e alocação de recursos, não a processos de desenvolvimento de software. Sem resumo disponível, não há evidência clara de aplicação de process mining, modelagem estocástica ou forecasting em artefatos de SW (commits, issues, PR, CI/CD). Trata-se de arquitetura de serviços em nuvem, não descoberta ou predição de processos de desenvolvimento.",exclude,"O artigo trata de descoberta de processos de e-learning em ambiente multi-tenant na nuvem, não de processos de desenvolvimento de software. Embora mencione 'discovery', refere-se a descoberta de processos educacionais, não aplicação de process mining a artefatos de SW (commits, issues, PR, CI/CD) ou modelagem de processos de desenvolvimento.",,EC1,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,exclude→exclude
5ffe43fa,Combining Process Mining and Simulation to Guide Users Towards Process Improvement in mpmX,,scopus,2023,core,title_exact,maybe,"Título sugere combinação de process mining e simulação, potencialmente relevante para IC1 e IC2. Porém, sem abstract disponível, não é possível confirmar se o contexto é processos de software (PATHCAST) ou BPM genérico. mpmX pode ser ferramenta de BPM, mas domínio de aplicação permanece incerto.",exclude,"O paper aborda process mining e simulação em contexto genérico de BPM (business processes), sem evidência específica de aplicação a processos de desenvolvimento de software. Não há menção a artefatos de SW (commits, issues, PR, CI/CD), repositórios ou processos de desenvolvimento, caracterizando potencial aplicação a domínios genéricos de negócio, não necessariamente SW.",,EC1,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,True,maybe→exclude
