internal_id,source_db,source_query_id,source_query_label,doi,title,authors,year,abstract,venue,doc_type,keywords,url,publisher,ta_decision,ta_rationale,ta_matched_ic,ta_matched_ec,ta_screened_at,ta_batch_id
32b39476,acm,acm_principal,ACM Principal,10.1145/3017680.3017716,Understanding Student Interactions in Capstone Courses to Improve Learning Experiences,"Neyem, Andres; Diaz-Mosquera, Juan; Munoz-Gama, Jorge; Navon, Jaime",2017,,Proceedings of the 2017 ACM SIGCSE Technical Symposium on Computer Science Education (SIGCSE '17),conference paper,,,ACM,exclude,"O artigo trata de análise de interações de estudantes em cursos capstone para melhorar experiências de aprendizado. Não há evidência de que aplique process mining, modelagem estocástica ou forecasting a processos de desenvolvimento de software, nem que minere repositórios de SW. O foco é em educação/pedagogia, não em processos de SW (EC1 - domínio fora de SW).",,EC1,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
3231578f,acm,acm_principal,ACM Principal,10.1145/2597073.2597081,Process Mining Multiple Repositories for Software Defect Resolution from Control and Organizational Perspective,"Gupta, Monika; Sureka, Ashish; Padmanabhuni, Srinivas",2014,,Proceedings of the 11th Working Conference on Mining Software Repositories (MSR 2014),conference paper,,,ACM,maybe,"Título fortemente sugestivo de IC1 (process mining aplicado a repositórios de SW para análise de defeitos), mas ausência de resumo impede confirmação do escopo exato, metodologia e se realmente aplica PM a artefatos de SW ou apenas analisa dados sem PM.",IC1,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
79023ad0,acm,acm_principal,ACM Principal,10.1145/3387909,Monotone Precision and Recall Measures for Comparing Executions and Specifications of Dynamic Systems,"Polyvyanyy, Artem; Solti, Andreas; Weidlich, Matthias; Di Ciccio, Claudio; Mendling, Jan",2020,"The behavioural comparison of systems is an important concern of software engineering research. For example, the areas of specification discovery and specification mining are concerned with measuring the consistency between a collection of execution traces and a program specification. This problem is also tackled in process mining with the help of measures that describe the quality of a process specification automatically discovered from execution logs. Though various measures have been proposed, it was recently demonstrated that they neither fulfil essential properties, such as monotonicity, nor can they handle infinite behaviour. In this article, we address this research problem by introducing a new framework for the definition of behavioural quotients. We prove that corresponding quotients guarantee desired properties that existing measures have failed to support. We demonstrate the application of the quotients for capturing precision and recall measures between a collection of recorded executions and a system specification. We use a prototypical implementation of these measures to contrast their monotonic assessment with measures that have been defined in prior research.",ACM Transactions on Software Engineering and Methodology (TOSEM),article,,,ACM,include,"O artigo aborda medidas de precisão e recall para comparação entre execution traces (event logs) e especificações de sistemas, aplicando diretamente a process mining (descoberta e conformance checking). Atende IC1 ao tratar analysis e quality assessment de process specifications a partir de execution logs, técnica central em process mining para software.",IC1,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
08d64489,acm,acm_principal,ACM Principal,10.1145/3084100.3084103,Mining Collaboration Patterns of Software Development Processes Based on Trace Alignment,"Yu, Dongjin; Wang, Jiaojiao",2017,,Proceedings of the 2017 International Conference on Software and System Process (ICSSP '17),conference paper,,,ACM,maybe,"Título indica aplicação de trace alignment (técnica de process mining) a processos de desenvolvimento de software, potencialmente satisfazendo IC1. Porém, ausência de resumo impede confirmação clara do escopo, metodologia e se efetivamente minera eventos/logs de processos de SW ou apenas padrões de colaboração.",IC1,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
ac56abe2,acm,acm_principal,ACM Principal,10.1145/3331155,Behavioral Petri Net Mining and Automated Analysis for Human-Computer Interaction Recommendations in Multi-Application Environments,"Theis, Julian; Darabi, Houshang",2019,"Process Mining is a famous technique which is frequently applied to Software Development Processes, while being neglected in Human-Computer Interaction (HCI) recommendation applications. Organizations usually train employees to interact with required IT systems. Often, employees, or users in general, develop their own strategies for solving repetitive tasks and processes. However, organizations find it hard to detect whether employees interact efficiently with IT systems or not. Hence, we have developed a method which detects inefficient behavior assuming that at least one optimal HCI strategy is known. This method provides recommendations to gradually adapt users' behavior towards the optimal way of interaction considering satisfaction of users. Based on users' behavior logs tracked by a Java application suitable for multi-application and multi-instance environments, we demonstrate the applicability for a specific task in a common Windows environment utilizing realistic simulated behaviors of users.",Proceedings of the ACM on Human-Computer Interaction (PACMHCI),article,,,ACM,exclude,"Embora o artigo aplique process mining (Petri nets) a logs de comportamento, o foco é em recomendações de HCI e eficiência de interação de usuários com sistemas IT, não em processos de desenvolvimento de software. O domínio é HCI/usabilidade, não engenharia de software ou ciclo de desenvolvimento.",,EC1,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
410a31ce,acm,acm_principal,ACM Principal,10.1145/2832987.2833075,Clustering Software Project Components for Strategic Decisions and Building Reuse Libraries,"Srinivas, Chintakindi; Radhakrishna, Vangipuram; Rao, C. V. Guru",2015,,Proceedings of the International Conference on Engineering and MIS (ICEMIS '15),conference paper,,,ACM,maybe,"Título sugere análise de componentes de projeto de software, potencialmente relevante para IC4 (mineração de repositórios para descoberta de processo), mas sem abstract disponível é impossível confirmar se trata de process mining, modelagem estocástica ou forecasting. Pode ser apenas engenharia de software tradicional (reuso de código) sem foco em processos.",,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
7e6b3f9f,acm,acm_principal,ACM Principal,10.1145/1809980.1810047,Uma Experiência em Mineração de Processos de Manutenção de Software,"Cruz, John Igor B. da; Ruiz, Duncan",2008,,Companion Proceedings of the XIV Brazilian Symposium on Multimedia and the Web (WebMedia '08),conference paper,,,ACM,maybe,"O título sugere aplicação de process mining a processos de manutenção de software (IC1 potencial), mas a ausência de abstract impede confirmação clara do escopo, metodologia e contribuição. Pode ser estudo preliminar ou aplicação marginal.",IC1,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
07e55287,acm,acm_principal,ACM Principal,10.1145/287000.287001,Discovering Models of Software Processes from Event-Based Data,"Cook, Jonathan E.; Wolf, Alexander L.",1998,,ACM Transactions on Software Engineering and Methodology (TOSEM),article,,,ACM,maybe,"O título é altamente relevante para process mining em SW ('Discovering Models of Software Processes from Event-Based Data'), sugerindo atendimento a IC1 e possivelmente IC4. Porém, sem acesso ao resumo e sendo de 1998, não é possível confirmar se a abordagem efetivamente aplica PM ou modelagem estocástica a artefatos reais de SW, ou se trata-se de método conceitual puro (EC3).",,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
4f816525,ieee,ieee_manual_01,IEEE Manual 01,10.1109/QUATIC.2016.061,"Software Development Process Mining: Discovery, Conformance Checking and Enhancement","Caldeira, João; Abreu, Fernando Brito e",2016,"Software development has become a fundamental process on any business or organization. As a consequence, together with other emergent technologies, new development platforms (IDEs) are being created, mainly in the cloud (e.g., Eclipse Orion, Cloud9, Codio), requiring different approaches on the way software development can be studied. Empirical studies on software development most often are based on data taken from software configuration management repositories, source code management systems and issue tracking tools, but not from the IDEs themselves, because they do not record data publically regarding developers’ activities. We aim to bring forward new insights on the software development process by analyzing how developers use their IDE. Based upon process mining techniques such as process discovery and conformance checking, this missing perspective will hopefully allow the discovery of coding patterns, the search for programmer behaviors and the detection of deviations from prescribed processes. Finally, we expect to provide advice for individual software process enhancement.",2016 10th International Conference on the Quality of Information and Communications Technology (QUATIC),conference paper,Software development management; Process mining; Organizations; Codes; Programming; Soft sensors; Real-time systems; Capability maturity model; Big Data; Agile software development; software development; software process; process mining; pattern discovery; software engineering,,,include,"O paper aplica diretamente process mining (descoberta e conformance checking) a artefatos de desenvolvimento de software (IDE logs, comportamento de desenvolvedores). Atende claramente IC1 ao minerar processos de SW e descobrir padrões de codificação e desvios de processo.",IC1,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
384b17c3,ieee,ieee_manual_01,IEEE Manual 01,,Agile Development for Vulnerable Populations: Lessons Learned and Recommendations,"Baez, Marcos; Casati, Fabio",2018,"In this paper we draw attention to the challenges of managing software projects for vulnerable populations, i.e., people potentially exposed to harm or not capable of protecting their own interests. The focus on human aspects, and particularly, the inclusion of human-centered approaches, has been a popular topic in the soft-ware engineering community. We argue, however, that current literature provides little understanding and guidance on how to approach these type of scenarios. Here, we shed some light on the topic by reporting on our experiences in developing innovative solutions for the residential care scenario, outlining potential issues and recommendations.",2018 IEEE/ACM 40th International Conference on Software Engineering: Software Engineering in Society (ICSE-SEIS),conference paper,Sociology; Statistics; Software; Software engineering; Collaboration; Tools; Stakeholders; Agile development; human centered design; vulnerable populations,,,exclude,"O paper foca em desafios de gerenciamento de projetos de software e aspectos humanos para populações vulneráveis, sem qualquer abordagem de process mining, modelagem estocástica, forecasting de métricas de processo ou análise de event logs. Não atende nenhum dos critérios de inclusão IC1-IC4.",,EC3,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
856e84f2,ieee,ieee_manual_01,IEEE Manual 01,10.1109/CLEI.2018.00072,Using Process Mining in Agile Software Development Methodologies: A Systematic Mapping Study,"Arias, Michael; Marques, Maíra R; Rojas, Eric",2018,"The structure and the way in which organizations manage their projects have evolved. Agile software development has emerged as an alternative to manage projects management processes more efficiently. Process mining allows the analysis of project historical information and proposing improvements for agile processes. A systematic mapping study (SMS) was conducted to classify the proposed approaches in agile development methodologies that uses process mining. A total of 502 studies were identified, and finally 6 studies were selected and analyzed according to distinct aspects. Conference proceedings is the most common venue. There is a concentration of approaches published that comes from Asia and Europe. Disco tool is the most frequently used tool. Meanwhile, the process discovery being the most relevant process mining type used by researchers in this research area. There are two evaluation methods reported as being used: case study and running example, where Scrum is the most frequently methodology used. To the best of our knowledge, this is the first research that has been conducted to generate a SMS in this research area.",2018 XLIV Latin American Computer Conference (CLEI),conference paper,Data mining; Software; Agile software development; Tools; Systematics; Business; Databases; Process mining; project management; agile development methodology; agile method; systematic mapping study,,,exclude,"O artigo é uma revisão secundária (SMS) sobre process mining em metodologias ágeis, não um estudo primário que aplica process mining a processos de SW. Embora o tema seja tangencial ao escopo (EC4 - revisão secundária fora do escopo direto), o paper não apresenta aplicação própria de process mining, modelagem estocástica, forecasting ou mineração de repositórios que atenderia aos IC.",,EC4,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
6500fd93,ieee,ieee_manual_01,IEEE Manual 01,10.1109/CoG60054.2024.10645544,Process Mining for Game Analytics,"Elbert, Nico; Flath, Christoph M.",2024,"This paper explores the integration of process mining techniques and the User Behavior Mining (UBM) Framework within game analytics, using a expansive dataset from Age of Empires II. We demonstrate how these methodologies can be used to systematically analyze and interpret complex player behaviors across various skill levels. Employing techniques such as trace clustering and directly-follows-graphs, we identify distinct behavioral patterns and quantify differences in strategy adherence. Additionally, conformance checking reveals the impact of deviations from standard build orders on game outcomes. Our findings underscore the potential of PM and UBM as powerful diagnostic tools in game analytics, offering scalable and structured approaches to enhance player interaction understanding. The successful application of these methodologies not only introduces a scalable and structured approach to quantifying complex player dynamics but also opens up the entire range of process mining methodologies, algorithms, and software solutions available. This advancement enables the gaming industry to leverage sophisticated analytical tools previously confined to other domains.",2024 IEEE Conference on Games (CoG),conference paper,Process mining; Industries; Heuristic algorithms; Software algorithms; Games; Software; Standards; Process Mining; User Behavior Mining; Game Analytics; Player Behavior Analysis; Conformance Checking,,,exclude,"O paper aplica process mining a game analytics (Age of Empires II), não a processos de desenvolvimento de software. Embora use técnicas válidas de PM (trace clustering, directly-follows-graphs, conformance checking), o domínio de aplicação é comportamento de jogadores, não engenharia de software, atendendo claramente EC1.",,EC1,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
d098c91d,ieee,ieee_manual_01,IEEE Manual 01,10.1109/ICSMC.2011.6083858,Using process mining in software development process management: A case study,"Lemos, Artini M.; Sabino, Caio C.; Lima, Ricardo M. F.; Oliveira, Cesar A. L.",2011,"In this paper we describe the application of process mining techniques to analyze a software development process. Software engineering practitioners often conduct quality auditing of the development process to assure conformance with organizational standards. Despite some works have explored process mining techniques for the conformance analysis of general business processes, it is not of our knowledge any study that applies process mining to conformance checking of software development processes. Under a practical perspective, this paper explores a real database with event logs generated in the past five years of execution of a software development process. The database was gently provided by a Brazilian software house with annual revenue of more than US$ 500 million and includes more than 2,000 cases (process instances). The results show that process mining can be effectively employed as a supporting tool for the management of software development processes and for the improvement of the maturity level of software engineering organizations.","2011 IEEE International Conference on Systems, Man, and Cybernetics",conference paper,Data mining; PROM; Programming; Process control; Software; Databases; Companies; process mining; software development process; conformance checking,,,include,"O paper aplica process mining (conformance checking) diretamente a artefatos e processos de desenvolvimento de software (IC1), com avaliação prática em event logs reais de 5 anos de uma organização de SW. Nenhum critério de exclusão se aplica.",IC1,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
e6f42f43,ieee,ieee_manual_01,IEEE Manual 01,10.1109/ICSSP.2019.00020,Evaluating Coding Behavior in Software Development Processes: A Process Mining Approach,"Ardimento, Pasquale; Bernardi, Mario Luca; Cimitile, Marta; Maggi, Fabrizio Maria",2019,"Process mining is a family of techniques that aim at analyzing business process execution data recorded in event logs. Conformance checking is a branch of this discipline embracing approaches for verifying whether the behavior of a process, as recorded in a log, is in line with some expected behavior provided in the form of a process model. In the literature, process mining techniques have already been used to study software development processes starting from logs derived from version management systems or from document management systems. In this paper, we use conformance checking to test coding behaviors starting from event logs generated from IDE usage. Understanding how developers carry out coding activities and what hurdles they usually face should provide useful tips for improving and supporting software development processes. In particular, through conformance checking, we can compare different process executions, and identify behavioral similarities and differences. In our experimentation, we evaluated the activities performed by 40 novice developers performing coding activities in 5 development sessions. We assessed the developers to distinguish the ones obtaining the best performance. We then compared the behavior extracted from this group of developers with the others. The results show different IDE usage patterns for developers with different skills and performance.",2019 IEEE/ACM International Conference on Software and System Processes (ICSSP),conference paper,Encoding; Unified modeling language; Software; Data mining; Tools; Task analysis; Software Development Process; Process Mining; Conformance Checking; IDE Logging,,,include,"O artigo aplica process mining (conformance checking) diretamente a processos de desenvolvimento de software, extraindo event logs de IDE e analisando comportamentos de codificação de desenvolvedores. Atende claramente IC1 (process mining em artefatos de SW) sem violar critérios de exclusão.",IC1,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
09b21c45,ieee,ieee_manual_01,IEEE Manual 01,10.1109/ENC53357.2021.9534824,Process Mining Perspectives in Software Engineering: A Systematic Literature Review,"Jaqueline Urrea-Contreras, Silvia; Flores-Rios, Brenda L.; Angélica Astorga-Vargas, María; Ibarra-Esquer, Jorge E.",2021,"In the last decade, Process Mining has established as an emerging discipline for being oriented to the discovery, monitoring, and improvement of processes. This article presents the results of a Systematic Literature Review that reveals the state of the art of Process Mining perspectives in Software Engineering from 2010 to 2020, with the purpose of adequately characterizing software processes that are mostly complex. Twelve primary studies were selected and classified according to their type of publication, conceptual definition of Process Mining perspectives, their implementation in case studies and the successful contributions to the challenges and opportunities of implementing the perspectives identified in Software Engineering. The results identify four Process Mining perspectives (control- flow, organizational, case, and time), highlighting the use of the control-flow perspective in the cases of discovery of process models (flows and order of execution activities) and the organization- al perspective in the identification of human resource interaction. Although Process Mining perspectives have been applied in the Software Engineering domain, the lack of a standardized definition for the term Process Mining perspective and, in turn, for each of them, is still highlighted.",2021 Mexican International Conference on Computer Science (ENC),conference paper,Time-frequency analysis; Systematics; Bibliographies; Standards organizations; Process control; Organizations; Software; Process Mining; Software Engineering; Process Mining perspectives,,,exclude,"Este é um artigo de revisão secundária (SLR) que caracteriza o estado da arte de process mining em engenharia de software, não um estudo primário que aplica process mining a artefatos de SW ou contribui com novas descobertas sobre processos de desenvolvimento. Atende EC4 (revisão secundária fora do escopo da SLR PATHCAST), pois é uma revisão que caracteriza perspectivas genéricas de PM em SE sem foco específico em modelagem estocástica, forecasting ou mineração de repositórios.",,EC4,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
04ab260e,ieee,ieee_manual_01,IEEE Manual 01,10.1109/CBI.2018.00021,Assessing Agile Software Development Processes with Process Mining: A Case Study,"Marques, Rita; Mira da Silva, Miguel; R. Ferreira, Diogo",2018,"Software development is a growing industry with increasingly more complex projects. Agile methodologies, such as Scrum, have emerged in part to address this challenge. Agile focuses on a set of best practices rather than a standardized process, which makes it difficult to assess whether it is being properly implemented in an organization. In this work, we analyze the feasibility of using process mining to evaluate the implementation of Scrum practices based on event logs collected from a case-handling system. A case study was conducted in an IT organization that uses Jira Software to manage its projects. With process mining, it was possible to extract the workflow behaviour in two different projects. While Scrum standards like role distribution could be discovered, other practices like customer collaboration could not be detected in the log. This case study provided important insights regarding the application of process mining in case-handling systems and Scrum processes.",2018 IEEE 20th Conference on Business Informatics (CBI),conference paper,Data mining; Software; Organizations; Scrum (Software development); Tools; Planning; Standards organizations; Agile software development; Scrum methodology; process mining; case-handling systems,,,include,"O artigo aplica process mining (descoberta de workflow, análise de event logs) diretamente a processos de desenvolvimento de software (Scrum/Agile), extraindo comportamentos de processo a partir de logs do Jira. Atende claramente IC1 (Process Mining em Software) sem violação de critérios de exclusão.",IC1,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
