internal_id,title,doi,year,source_db,abstract,ta_decision,ta_rationale,ta_matched_ic,ta_matched_ec,raw
da02d8ce,Model Checking PBFT Consensus Mechanism in Healthcare Blockchain Network,10.1109/ITME.2018.00196,2018,ieee,"Now blockchain network is used in many areas such as healthcare, energy trading and so on. However, the research about how to evaluate the performance of the blockchain network is insufficient. In some papers, the performance of blockchain is analyzed by running real blockchain applications. However, the devices and services cost is a burden. In this paper, we aim to use continuous-time Markov chain (CTMC) models to simulate the time response of PBFT (Practical Byzantine Fault Tolerance)-based healthcare blockchain network. Some influencing factors such as replica nodes delay and primary node delay will be analyzed. The simulation results also contribute to the optimization design of blockchain network.",exclude,"O artigo aplica CTMC para simular redes blockchain em saúde, mas o foco é em avaliação de desempenho de sistemas blockchain (EC1: domínio fora de SW - blockchain em healthcare, não processo de desenvolvimento de software) e não em modelagem de processos de desenvolvimento de SW. Blockchain é tratado como sistema/infraestrutura, não como processo de SW sob análise.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo aplica CTMC para simular redes blockchain em saúde, mas o foco é em avaliação de desempenho de sistemas blockchain (EC1: domínio fora de SW - blockchain em healthcare, não processo de desenvolvimento de software) e não em modelagem de processos de desenvolvimento de SW. Blockchain é tratado como sistema/infraestrutura, não como processo de SW sob análise."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [""stochastic_mod"
a287b44a,Related Work,10.1007/978-3-658-37665-9_16,2022,springer,,exclude,"O documento é um capítulo de livro intitulado 'Related Work' (seção de trabalhos relacionados) sem resumo disponível. Não há evidência de que se trata de um estudo primário sobre process mining, modelagem estocástica ou forecasting em processos de software. A falta de abstract e a natureza de seção de revisão (não SLR formal) impedem avaliação confiável, e a evidência disponível sugere exclusão po",,EC4,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O documento é um capítulo de livro intitulado 'Related Work' (seção de trabalhos relacionados) sem resumo disponível. Não há evidência de que se trata de um estudo primário sobre process mining, modelagem estocástica ou forecasting em processos de software. A falta de abstract e a natureza de seção de revisão (não SLR formal) impedem avaliação confiável, e a evidência disponível sugere exclusão por EC4 (revisão secundária fora do escopo)."",
  ""m"
e5ce99f3,Research on visualization techniques in data mining,10.1109/CISE.2009.5365927,2009,ieee,"Visual data mining can help in dealing with the flood of information. The advantage of visual data exploration is that the user is directly involved in the data mining process, through analysis the results of the information visualization, user can integrate the specialist knowledge with the data mining algorithm. This paper summarizes current visualization methods applied in data mining. Current applications about visual data mining technique are analyzed combining with some national advanced data mining tools. Trends are clarified based on the task and object of visual data mining.",exclude,"O artigo trata de técnicas de visualização aplicadas a data mining de forma genérica, sem qualquer conexão com processos de software, event logs de desenvolvimento, ou modelagem estocástica de processos de SW. Não atende nenhum dos critérios de inclusão (IC1-IC4) e se enquadra em EC3 (algoritmo/método sem aplicação a processos de SW).",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata de técnicas de visualização aplicadas a data mining de forma genérica, sem qualquer conexão com processos de software, event logs de desenvolvimento, ou modelagem estocástica de processos de SW. Não atende nenhum dos critérios de inclusão (IC1-IC4) e se enquadra em EC3 (algoritmo/método sem aplicação a processos de SW)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC3""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_proces"
a019b2cb,Dynamic Property Preservation in AIoT: A Machine Learning Approach for Data-Efficient Model Transformation,10.1109/ACCESS.2024.3454717,2024,ieee,"Model-driven development (MDD) in the Artificial Intelligence of Things (AIoT) domain faces significant challenges in ensuring the consistency and preservation of model properties during transformations, often leading to system inconsistencies. This research introduces the Property Preservation Framework (PPF), a novel approach fortified with a Markov chain methodology, specifically designed to address these challenges. The PPF integrates formal procedures and constraint-checking methods to systematically validate and preserve model properties, thereby enhancing the reliability of AIoT systems. Through empirical evaluations, the framework has demonstrated its ability to efficiently determine and verify model characteristics at various transformation stages, significantly reducing the incidence of property violations. The results indicate that the PPF not only ensures overall consistency and reliability but also optimizes resource allocation, thereby enhancing data efficiency during the property validation and preservation processes. These advancements make a substantial contribution to the domain of MDD, providing developers with the methodology to execute model transformations that accurately reflect system requirements and behaviors in AIoT ecosystems. The findings underscore the potential of the PPF to revolutionize AIoT development by ensuring high-quality, dependable, and efficient modeling outcomes.",exclude,"O paper foca em Model-Driven Development (MDD) e transformações de modelos em sistemas AIoT, não em process mining, modelagem estocástica de processos de software, forecasting de métricas de processo ou mineração de repositórios de desenvolvimento. A menção a Markov chains é no contexto de validação de propriedades de modelos, não na caracterização de processos de SW. Não há evidência de análise d",,EC1|EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper foca em Model-Driven Development (MDD) e transformações de modelos em sistemas AIoT, não em process mining, modelagem estocástica de processos de software, forecasting de métricas de processo ou mineração de repositórios de desenvolvimento. A menção a Markov chains é no contexto de validação de propriedades de modelos, não na caracterização de processos de SW. Não há evidência de análise de event logs, repositórios ou dados de desenvolvi"
c053252a,Hydrological Response to Climate and Land Use Changes in the Dry–Warm Valley of the Upper Yangtze River,10.1016/j.eng.2021.04.029,2021,snowball,"The hydrological process in the dry–warm valley of the mountainous area of southwest China has unique characteristics and has attracted scientific attention worldwide. Given that this is an area with fragile ecosystems and intensive water resource conflicts in the upper reaches of the Yangtze River, a systematic identification of its hydrological responses to climate and land use variations needs to be performed. In this study, MIKE SHE was employed and calibrated for the Anning River Basin in the dry–warm valley. Subsequently, a deep learning neural network model of the long short-term memory (LSTM) and a traditional multi-model ensemble mean (MMEM) method were used for an ensemble of 31 global climate models (GCMs) for climate projection. The cellular automata–Markov model was implemented to project the spatial pattern of land use considering climatic, social, and economic conditions. Four sets of climate projections and three sets of land use projections were generated and fed into the MIKE SHE to project hydrologic responses from 2021 to 2050. For the calibration and first validation periods of the daily simulation, the coefficients of determination (R) were 0.85 and 0.87 and the Nash–Sutcliffe efficiency values were 0.72 and 0.73, respectively. The advanced LSTM performed better than the traditional MMEM method for daily temperature and monthly precipitation. The average monthly temperature projection under representative concentration pathway 8.5 (RCP8.5) was expected to be slightly higher than that under RCP4.5; this is contrary to the average monthly precipitation from June to October. The variations in streamflow and actual evapotranspiration (ET) were both more sensitive to climate change than to land use change. There was no significant relationship between the variations in streamflow and the ET in the study area. This work could provide general variation conditions and a range of hydrologic responses to complex and changing environments, thereby assisting with stochastic uncertainty and optimizing water resource management in critical regions.",exclude,"O artigo trata de modelagem hidrológica e mudanças climáticas em bacias hidrográficas, não de processos de software. Embora use técnicas estocásticas (Markov, LSTM), não há qualquer aplicação a artefatos ou processos de desenvolvimento de software.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata de modelagem hidrológica e mudanças climáticas em bacias hidrográficas, não de processos de software. Embora use técnicas estocásticas (Markov, LSTM), não há qualquer aplicação a artefatos ou processos de desenvolvimento de software."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"":"
91e32835,Exploring How Students Test Models in Conceptual Modelling,10.1109/CSEET66350.2025.00019,2025,ieee,"Conceptual modelling can be used as a starting point for designing software systems and to better understand the domain knowledge related to requirements. This can act as a first step in Model-Driven Engineering (MDE) which is an approach to software development where code (or another artefact such as documentation or test cases) is automatically generated from a model. Assuming that the code or other artefacts are generated correctly from the designed conceptual model by the transformation engine, there is still no guarantee that the model correctly reflects the requirements for the system. This validation can take the form of model simulation, where the user can simulate real-world scenarios on the model. It has been found that students often struggle with modelling. Previous research has found that the use of a model simulation tool can improve student performance in terms of understanding the behavioural and structural aspects of a model and check the output for correctness. However, due to the exploratory nature of simulation tools, it is possible that some patterns of interacting with a model simulation tool are more typical of high achieving students than low achieving students. To this end, this research aims to analyse students' interaction behaviours in a model simulation tool in order to understand which approaches to model validation are most fruitful for good performance in an conceptual modelling course. This is done by collecting students' recorded user logs in a simulation tool and developing a process model using process mining. The results show that highperforming students show different interaction behaviours than average and low-performing students. Several recommendations for teaching conceptual modelling are derived from the identified interaction behaviours.",exclude,"O artigo aplica process mining para analisar comportamentos de estudantes em ferramentas de simulação de modelos conceituais, não em processos de desenvolvimento de software. Embora use PM, não atende aos critérios de inclusão (IC1-IC4) pois não analisa processos de SW reais (commits, issues, PR, CI/CD, repositórios ou modelos estocásticos de desenvolvimento). O domínio é educação em engenharia de",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo aplica process mining para analisar comportamentos de estudantes em ferramentas de simulação de modelos conceituais, não em processos de desenvolvimento de software. Embora use PM, não atende aos critérios de inclusão (IC1-IC4) pois não analisa processos de SW reais (commits, issues, PR, CI/CD, repositórios ou modelos estocásticos de desenvolvimento). O domínio é educação em engenharia de software, não processos de SW."",
  ""matched_ic"":"
48c28972,Solving Enterprise Solution Complexity in SCM Domain through Business Process Agility,10.1109/IACC.2017.0187,2017,ieee,"Agility is the change in requirement based on the environmental factor. In an enterprise solution, different applications are working as per the organization's business areas. Based on the domain, many enterprises developed insubstantial enterprise software solution. Different business process in enterprise solution can face problems with changing business conditions. This paper shows different types of agility in supply chain management system. In SCM, different business process as per the architectural level help to find affecting agility. Different type of agility in an enterprise solution helps to find the affecting agile parameter. This case study helps to identify kaizen concept based process agility also to improve business agility. Enterprise solution complexity can be solved by resolving the process as per domain.",exclude,"O artigo trata de agility em SCM (Supply Chain Management), domínio fora de software. Embora mencione 'enterprise solution' e 'business process', não há evidência de process mining, modelagem estocástica ou forecasting aplicados a processos de desenvolvimento de software. O foco é em agility organizacional genérica e kaizen em cadeia de suprimentos, não em artefatos de SW (commits, issues, logs de",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata de agility em SCM (Supply Chain Management), domínio fora de software. Embora mencione 'enterprise solution' e 'business process', não há evidência de process mining, modelagem estocástica ou forecasting aplicados a processos de desenvolvimento de software. O foco é em agility organizacional genérica e kaizen em cadeia de suprimentos, não em artefatos de SW (commits, issues, logs de eventos) ou modelagem de processos de desenvolvi"
095a1c22,Accelerated Bayesian inference using deep learning,10.1093/mnras/staa1469,2020,snowball,"ABSTRACT We present a novel Bayesian inference tool that uses a neural network (NN) to parametrize efficient Markov Chain Monte Carlo (MCMC) proposals. The target distribution is first transformed into a diagonal, unit variance Gaussian by a series of non-linear, invertible, and non-volume preserving flows. NNs are extremely expressive, and can transform complex targets to a simple latent representation. Efficient proposals can then be made in this space, and we demonstrate a high degree of mixing on several challenging distributions. Parameter space can naturally be split into a block diagonal speed hierarchy, allowing for fast exploration of subspaces where it is inexpensive to evaluate the likelihood. Using this method, we develop a nested MCMC sampler to perform Bayesian inference and model comparison, finding excellent performance on highly curved and multimodal analytic likelihoods. We also test it on Planck 2015 data, showing accurate parameter constraints, and calculate the evidence for simple one-parameter extensions to the standard cosmological model in ∼20D parameter space. Our method has wide applicability to a range of problems in astronomy and cosmology and is available for download from https://github.com/adammoss/nnest.",exclude,"O artigo trata de metodologia Bayesiana geral (MCMC com redes neurais) aplicada a cosmologia e astronomia, sem qualquer conexão com processos de software, engenharia de software ou modelagem de processos de desenvolvimento. Atende exclusivamente EC1 (domínio fora de SW).",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata de metodologia Bayesiana geral (MCMC com redes neurais) aplicada a cosmologia e astronomia, sem qualquer conexão com processos de software, engenharia de software ou modelagem de processos de desenvolvimento. Atende exclusivamente EC1 (domínio fora de SW)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""markov_chain"",
  ""forecast_target"": """
704afe26,AoI Analysis for Automatic Repeat-Request in Vehicular Cooperative Perception Networks,10.1109/VTC2024-Fall63153.2024.10757510,2024,ieee,"Cooperative perception has been shown an effective approach to address the perception limitation problem faced by the individual perception in the era of autonomous driving. Considering a two-source two-hop cooperative perception vehicular network, we investigate the average age of information (AoI) with different automatic repeat-request (ARQ) strategies in this paper. We formulate the packet transmission process as a Markov chain, which allows us to establish linear equations about the first and second moments of all states’ residual waiting time for the destination to receive a new update packet. Then, we derive the average AoI based on the analytical solution to the equations. Furthermore, the analysis is applied to a special case of the single-source two-hop cooperative perception system. Simulation results show that the optimal strategy is neither non-ARQ nor infinite-ARQ, but truncated ARQ, which means that there exists a finite retransmission limit to minimize the average AoI, implying that better cooperative perception can be achieved by optimizing the retransmission limit, especially in the single-source two-hop situation.",exclude,"O artigo trata de redes veiculares autônomas e percepção cooperativa, domínio de comunicação e engenharia de tráfego (EC1). Embora modele um processo como cadeia de Markov, não há aplicação a processos de desenvolvimento de software, repositórios de SW ou artefatos de engenharia de software (EC1 – domínio fora de SW).",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata de redes veiculares autônomas e percepção cooperativa, domínio de comunicação e engenharia de tráfego (EC1). Embora modele um processo como cadeia de Markov, não há aplicação a processos de desenvolvimento de software, repositórios de SW ou artefatos de engenharia de software (EC1 – domínio fora de SW)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [""markov""],
  ""software_context"": ""not_software_process"",
  ""st"
88abd688,Introduction,10.1007/978-3-642-28616-2_1,2012,springer,,exclude,"Título genérico 'Introduction' sem abstract disponível torna impossível avaliar relevância. Sem evidência textual de conexão com process mining, modelagem estocástica, forecasting ou processos de SW, não há base para inclusão. Aplicação rigorosa do critério de abstract ausente/insuficiente leva à exclusão conservadora.",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""Título genérico 'Introduction' sem abstract disponível torna impossível avaliar relevância. Sem evidência textual de conexão com process mining, modelagem estocástica, forecasting ou processos de SW, não há base para inclusão. Aplicação rigorosa do critério de abstract ausente/insuficiente leva à exclusão conservadora."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC3""],
  ""evidence_tags"": [
    ""insufficient_abstract"",
    ""full_text_required""
  ],
 "
